	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	GOLD_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
40-12	226	4	RED_18	46		0	PORTAL_ROOM_9	OOGIE_BOOGIE::FALSE,SHAN_YU::FALSE,MIKE::FALSE,MOANA::FALSE	SOULLESS_SKELETON,EVIL_QUEEN::FALSE,DARKWING_DUCK:SHIELD,TIGGER::FALSE	[boss]OOGIE_BOOGIE:POWER,HADES:DOT,CHICKEN_LITTLE:BASEBALL,EVIL_QUEEN:STUN,JESSIE:JUMP_EARLY,LI_SHANG:SILENCE	SHARD_WATER_HORSE,SHARD_EYES_OF_NOTRE_DAME,SHARD_KINDERGARTENERS	SHARD_SHRINK_RAY,SHARD_THE_HYPERION,SHARD_NOPE	
40-13	227	4	RED_18	46		1	PORTAL_ROOM_2	HERCULES::FALSE,SALLY::FALSE,CAPTAIN_AMELIA::FALSE,MALEFICENT::FALSE	SALLY,BO_PEEP::FALSE,KIDA::FALSE,KEVIN_FLYNN::FALSE	[boss]EEYORE:SKILL4_BUFF,MAXIMUS:BUFF_REMOVAL,KING_LOUIE:BANANA,EMPEROR_ZURG:TANK_COUNTER,MANTICORE:DOT,ANGEL:BERSERK	SHARD_SMASH_BOT,SHARD_EYES_OF_NOTRE_DAME,SHARD_KINDERGARTENERS	SHARD_BEANSTALK,SHARD_THE_HYPERION,SHARD_NOPE	
40-14	227	4	RED_18	46		0	PORTAL_ROOM_8	BO_PEEP::FALSE,CALHOUN::FALSE,MADAM_MIM::FALSE,ELSA::FALSE	OOGIE_BOOGIE::FALSE,DARKWING_DUCK:SHIELD,MAGICA_DE_SPELL::FALSE,JIM_HAWKINS::FALSE	[boss]CLAWHAUSER:DPS,PLEAKLEY:FREEZE,BUNSEN_AND_BEAKER:DIVERT,MERIDA:FIRE,ELSA:FREEZE,ALADDIN:SPEED	SHARD_STUNNING_SYMPHONY,SHARD_EYES_OF_NOTRE_DAME,SHARD_KINDERGARTENERS	SHARD_BECAUSE_WE_CARE,SHARD_THE_HYPERION,SHARD_NOPE	
40-15	228	4	RED_18	46		0	PORTAL_ROOM_7	WINNIE_THE_POOH::FALSE,ANGER::FALSE,KING_LOUIE::FALSE,CHESHIRE_CAT::FALSE	KIDA::FALSE,BELLE::FALSE,YAX::FALSE	[boss]CLAWHAUSER:DPS,SALLY:REALITY,ELASTIGIRL:BACKLINE,PLEAKLEY:FREEZE,JUMBA:DAMAGE_ROLE,BASIL:DOT	SHARD_KINDERGARTENERS,SHARD_ALL_EARS,SHARD_STUNNING_SYMPHONY	SHARD_NOPE,SHARD_TEETH_TOUR_79,SHARD_BECAUSE_WE_CARE	
40-16	228	4	RED_18	46		1	PORTAL_ROOM_3	BO_PEEP::FALSE,ELSA::FALSE,ALADDIN::FALSE,CHESHIRE_CAT::FALSE	MAXIMUS::FALSE,BO_PEEP::FALSE,MEGAVOLT::FALSE,ANGEL::FALSE	[boss]GONZO:SPEED_COUNTER,MEGAVOLT:CONTROL_COUNTER,HECTOR_BARBOSSA:STUDY,KING_LOUIE:BANANA,TRON:ENERGY,IAN_LIGHTFOOT:REFLECT	SHARD_MON_SEWER,SHARD_ALL_EARS,SHARD_STUNNING_SYMPHONY	SHARD_DUCKCYCLE,SHARD_TEETH_TOUR_79,SHARD_BECAUSE_WE_CARE	
40-17	229	4	RED_18	46		0	PORTAL_ROOM_5	WINNIE_THE_POOH::FALSE,MOANA::FALSE,JESSIE::FALSE,ANIMAL::FALSE	OLAF::FALSE,HECTOR_BARBOSSA:STUDY,JAFAR::FALSE,LINGUINI_AND_REMY::FALSE	[boss]BALOO:HOT,MADAM_MIM:DAMAGE,JACK_SPARROW:HP,MEGAVOLT:CONTROL_COUNTER,KING_LOUIE:BANANA,MINNIE_MOUSE:STUN	SHARD_FLOWER_CROWN,SHARD_ALL_EARS,SHARD_STUNNING_SYMPHONY	SHARD_UNLEADOSAURUS,SHARD_TEETH_TOUR_79,SHARD_BECAUSE_WE_CARE	
40-18	229	4	RED_18	46		0	PORTAL_ROOM_4	OOGIE_BOOGIE::FALSE,MR_INCREDIBLE::FALSE,STITCH::FALSE,MINNIE_MOUSE::FALSE	HADES::FALSE,GONZO::FALSE,ANGER::FALSE,GENIE::FALSE	[boss]JOHN_SILVER:TANK,GERALD_MARLIN_NEMO:INVINCIBLE,BUNSEN_AND_BEAKER:SPEED,KIDA:ENERGY,HAMM:SAP,JACK_SKELLINGTON:DOT	SHARD_STUNNING_SYMPHONY,SHARD_EYES_OF_NOTRE_DAME,SHARD_FLOWER_CROWN	SHARD_BECAUSE_WE_CARE,SHARD_CAT_ON_A_LAPTOP,SHARD_UNLEADOSAURUS	
40-19	230	4	RED_18	46		1	PORTAL_ROOM_10	MR_INCREDIBLE::FALSE,SULLEY::FALSE,RANDALL_BOGGS::FALSE,FLYNN_RIDER::FALSE	SHANK::FALSE,DASH::FALSE,BELLE::FALSE,KIDA::FALSE	[boss]SADNESS:CRIT,SLINKY_DOG:SCARED,SHAN_YU:STUDY,KING_LOUIE:SLOW,SYNDROME:SLOW,JUMBA:PRECISE	SHARD_QUASIMODEL,SHARD_EYES_OF_NOTRE_DAME,SHARD_FLOWER_CROWN	SHARD_STORYBOOK,SHARD_CAT_ON_A_LAPTOP,SHARD_UNLEADOSAURUS	
41-1	225	4	RED_19	214		1	GLITCHED_CITY_1	SALLY::FALSE,ROCKETEER::FALSE,NICK_WILDE::FALSE,MANTICORE::FALSE	MIKE::FALSE,ELSA,BUZZ::FALSE,BEAST::FALSE	[boss]MAXIMUS:STUDY,WINNIE_THE_POOH:HUNNY,WASABI:SKILL1,HAMM:SAP,SCAR:INVIS,CAPTAIN_AMELIA:SPEED	SHARD_THE_COUNTS_OFF,SHARD_INTERIOR_DESIGN,SHARD_ENORMOUS	SHARD_COFFEE_VOID,SHARD_LEPRECHAUN_KING,SHARD_BAYOU_BOOGIE	
41-2	226	4	RED_19	214		0	GLITCHED_CITY_5	REX::FALSE,OOGIE_BOOGIE::FALSE,EVIL_QUEEN::FALSE,LINGUINI_AND_REMY::FALSE	SALLY::FALSE,JACK_JACK::FALSE,DASH::FALSE,SCAR::FALSE	[boss]GERALD_MARLIN_NEMO:INVINCIBLE,JOHN_SILVER:STUDY,SCROOGE_MCDUCK:DAMAGE_STUN,CAPTAIN_AMELIA:SPEED,QUORRA:CRIT,LINGUINI_AND_REMY:HARDY	SHARD_QUIET_COYOTE,SHARD_INTERIOR_DESIGN,SHARD_ENORMOUS	SHARD_ENTHUSIASTIC_DISHWARE,SHARD_LEPRECHAUN_KING,SHARD_BAYOU_BOOGIE	
41-3	226	4	RED_19	214		0	GLITCHED_CITY_6	GONZO::FALSE,ROBIN_HOOD::FALSE,JACK_SPARROW::FALSE,ANGEL::FALSE	JACK_SKELLINGTON::FALSE,EMPEROR_ZURG::FALSE,KRISTOFF_AND_SVEN::FALSE	[boss]CLAWHAUSER:DPS,JOHN_SILVER:STUDY,KIDA:ENERGY,ELSA:FREEZE,MULAN:KNOCKBACK,TIMON_AND_PUMBAA:SKILL2	SHARD_INTERIOR_DESIGN,SHARD_NEW_NEIGHBOR_INCOMING,SHARD_QUIET_COYOTE	SHARD_BAYOU_BOOGIE,SHARD_ROLLY_POLLY,SHARD_ENTHUSIASTIC_DISHWARE	
41-4	227	4	RED_19	214		1	GLITCHED_CITY_10	RALPH::FALSE,CALHOUN::FALSE,MAGICA_DE_SPELL::FALSE,TIA_DALMA::FALSE	GOOFY,PLEAKLEY::FALSE,MANTICORE:DOT,BEAST::FALSE	[boss]GONZO:SPEED_COUNTER,EVIL_QUEEN:STUN,CAPTAIN_AMELIA:SPEED,MEGAVOLT:CONTROL_COUNTER,TIMON_AND_PUMBAA:SKILL2,DAVY_JONES:STUDY	SHARD_FABULOUS_PAIR,SHARD_NEW_NEIGHBOR_INCOMING,SHARD_QUIET_COYOTE	SHARD_CAVE_DRAWING,SHARD_ROLLY_POLLY,SHARD_ENTHUSIASTIC_DISHWARE	
41-5	227	4	RED_19	214		0	GLITCHED_CITY_3	SALLY::FALSE,CALHOUN::FALSE,ELASTIGIRL::FALSE,MIKE::FALSE	VANELLOPE::FALSE,STITCH::FALSE,CHESHIRE_CAT::FALSE	[boss]BAYMAX:FREEZE,SADNESS:CRIT,SHAN_YU:SHIELD,ROCKETEER:SKILL1,PLEAKLEY:DOT,BUNSEN_AND_BEAKER:SPEED	SHARD_ENORMOUS,SHARD_NEW_NEIGHBOR_INCOMING,SHARD_QUIET_COYOTE	SHARD_NOPE,SHARD_ROLLY_POLLY,SHARD_ENTHUSIASTIC_DISHWARE	
41-6	228	4	RED_19	214		0	GLITCHED_CITY_5	CHICKEN_LITTLE::FALSE,CHIEF_BOGO::FALSE,EVIL_QUEEN::FALSE,RAFIKI::FALSE	BALOO::FALSE,ELSA::FALSE,SIMBA_AND_NALA::FALSE,VANELLOPE::FALSE	[boss]GONZO:SPEED_COUNTER,HADES:DOT,GERALD_MARLIN_NEMO:INVINCIBLE,MANTICORE:CURSE,MULAN:HEAL_ON_CRIT,IAN_LIGHTFOOT:REFLECT	SHARD_QUIET_COYOTE,SHARD_HANDCRAFTED_BY_LEPRECHAUNS,SHARD_ENORMOUS	SHARD_ENTHUSIASTIC_DISHWARE,SHARD_GIANT_SQUID_ATTACK,SHARD_NOPE	
41-7	228	4	RED_19	214		1	GLITCHED_CITY_7	SADNESS::FALSE,EMPEROR_ZURG::FALSE,JACK_SKELLINGTON::FALSE,YAX::FALSE	MR_INCREDIBLE::FALSE,HECTOR_BARBOSSA:STUDY,LI_SHANG::FALSE,CAPTAIN_HOOK::FALSE	[boss]SALLY:REALITY,MAXIMUS:BUFF_REMOVAL,CLAWHAUSER:REALITY,SCROOGE_MCDUCK:DAMAGE_STUN,MULAN:HEAL_ON_CRIT,MINNIE_MOUSE:CHARM	SHARD_HOME_SWEET_HOME,SHARD_HANDCRAFTED_BY_LEPRECHAUNS,SHARD_ENORMOUS	SHARD_OWL_CREST,SHARD_GIANT_SQUID_ATTACK,SHARD_NOPE	
41-8	229	4	RED_19	214		0	GLITCHED_CITY_8	HERCULES::FALSE,EEYORE::FALSE,MISS_PIGGY::FALSE,MULAN::FALSE	RALPH::FALSE,GOOFY::FALSE,SULLEY::FALSE,KING_LOUIE:BANANA,LI_SHANG::FALSE	[boss]EEYORE:SKILL4_BUFF,HAMM:SAP,JACK_SKELLINGTON:DOT,CAPTAIN_AMELIA:SKILL,MADAM_MIM:DAMAGE,ANIMAL:SHIELD	SHARD_QUIET_COYOTE,SHARD_HANDCRAFTED_BY_LEPRECHAUNS,SHARD_ENORMOUS	SHARD_BOB,SHARD_GIANT_SQUID_ATTACK,SHARD_NOPE	
41-9	229	4	RED_19	214		0	GLITCHED_CITY_2	EEYORE::FALSE,KING_LOUIE::FALSE,SCROOGE_MCDUCK::FALSE,LAUNCHPAD_MCQUACK::FALSE	GOOFY,MADAM_MIM::FALSE,ANGER:DOT,MISS_PIGGY::FALSE	[boss]SALLY:REALITY,HADES:DOT,ROCKETEER:SKILL1,SHAN_YU:STUDY,CHESHIRE_CAT:INVISIBLE,MINNIE_MOUSE:CHARM	SHARD_ENORMOUS,SHARD_TIRE_SWING,SHARD_QUIET_COYOTE	SHARD_NOPE,SHARD_LEPRECHAUN_KING,SHARD_BOB	
41-10	230	4	RED_19	214		1	GLITCHED_CITY_4	GONZO::FALSE,GOOFY::FALSE,BELLE::FALSE,RANDALL_BOGGS::FALSE	SWEDISH_CHEF,TIGGER::FALSE,RANDALL_BOGGS:TRUE_DMG,SCAR::FALSE	[boss]WINNIE_THE_POOH:HUNNY,SLINKY_DOG:SCARED,MERIDA:FIRE,ROCKETEER:TRUE_DAMAGE,JESSIE:JUMP_EARLY,CAPTAIN_AMELIA:SPEED	SHARD_MADE_FOR_PUDDLES,SHARD_TIRE_SWING,SHARD_QUIET_COYOTE	SHARD_SCREENSLAVER,SHARD_LEPRECHAUN_KING,SHARD_BOB	
41-11	231	4	RED_19	214		0	GLITCHED_CITY_9	CHIEF_BOGO::FALSE,TIGGER::FALSE,JACK_SPARROW::FALSE,JAFAR::FALSE	WINNIE_THE_POOH,BAYMAX::FALSE,MOANA::FALSE,MINNIE_MOUSE::FALSE	[boss]SADNESS:CRIT,ROCKETEER:TRUE_DAMAGE,JACK_SKELLINGTON:DOT,EVIL_QUEEN:STUN,QUORRA:CRIT,KRISTOFF_AND_SVEN:HEAL	SHARD_ENORMOUS,SHARD_TIRE_SWING,SHARD_QUIET_COYOTE	SHARD_REEL_DRUM_LINE,SHARD_LEPRECHAUN_KING,SHARD_BOB	
41-12	231	4	RED_19	214		0	GLITCHED_CITY_1	BALOO::FALSE,EEYORE::FALSE,WASABI::FALSE,ROCKETEER::FALSE	GONZO::FALSE,MULAN:HEAL_ON_CRIT,LINGUINI_AND_REMY::FALSE,HANK_AND_DORY::FALSE	[boss]HADES:DOT,HAMM:SAP,ROCKETEER:SKILL1,BELLE:SAP,MEGAVOLT:CONTROL_COUNTER,DISGUST:SKILL1	SHARD_QUIET_COYOTE,SHARD_DRIVEN_BY_THOUGHT,SHARD_ENORMOUS	SHARD_BOB,SHARD_TIME_OF_LEARNING,SHARD_REEL_DRUM_LINE	
41-13	232	4	RED_19	214		1	GLITCHED_CITY_10	GOOFY::FALSE,NICK_WILDE::FALSE,MERIDA::FALSE,CHESHIRE_CAT::FALSE	RALPH::FALSE,MISS_PIGGY::FALSE,JACK_JACK::FALSE,SHAN_YU::FALSE	[boss]MAXIMUS:STUDY,CLAWHAUSER:REALITY,KIDA:ENERGY,MANTICORE:DOT,DISGUST:SKILL1,TRON:TANK	SHARD_SO_MUCH_IN_COMMON,SHARD_DRIVEN_BY_THOUGHT,SHARD_ENORMOUS	SHARD_MARIGOLD_PETAL,SHARD_TIME_OF_LEARNING,SHARD_REEL_DRUM_LINE	
41-14	232	4	RED_19	214		0	GLITCHED_CITY_8	RALPH::FALSE,MIKE::FALSE,CALHOUN::FALSE,JESSIE::FALSE	BUZZ::FALSE,KING_LOUIE,JASMINE::FALSE,CAPTAIN_AMELIA::FALSE	[boss]JOHN_SILVER:STUDY,MERIDA:FIRE,SHAN_YU:STUDY,BELLE:SPEED,DAVY_JONES:STUDY,MEGARA:INVINCIBLE	SHARD_QUIET_COYOTE,SHARD_DRIVEN_BY_THOUGHT,SHARD_ENORMOUS	SHARD_BADGE_OF_ACCOMPLISHMENT,SHARD_TIME_OF_LEARNING,SHARD_REEL_DRUM_LINE	
41-15	233	4	RED_19	214		0	GLITCHED_CITY_7	CHIEF_BOGO::FALSE,HADES::FALSE,MANTICORE::FALSE,DAVY_JONES::FALSE	EVIL_QUEEN::FALSE,NICK_WILDE::FALSE,JUMBA::FALSE	[boss]MAXIMUS:STUDY,EEYORE:SKILL4_BUFF,BUNSEN_AND_BEAKER:DIVERT,HAMM:SAP,JACK_SKELLINGTON:DOT,MERIDA:FIRE	SHARD_ENORMOUS,SHARD_UNLIKELY_TRIO,SHARD_QUIET_COYOTE	SHARD_REEL_DRUM_LINE,SHARD_NAUTILUS,SHARD_BADGE_OF_ACCOMPLISHMENT	
41-16	233	4	RED_19	214		1	GLITCHED_CITY_3	SLINKY_DOG::FALSE,NICK_WILDE::FALSE,KIDA::FALSE,MICKEY_MOUSE::FALSE	HAMM::FALSE,BELLE,JACK_SPARROW::FALSE,MADAM_MIM::FALSE	[boss]SADNESS:CRIT,WASABI:ENERGY,BUNSEN_AND_BEAKER:DIVERT,KING_LOUIE:BANANA,SCROOGE_MCDUCK:DAMAGE_STUN,HANK_AND_DORY:DISABLE	SHARD_RALLYING_CRY,SHARD_UNLIKELY_TRIO,SHARD_QUIET_COYOTE	SHARD_COFFEE_VOID,SHARD_NAUTILUS,SHARD_BADGE_OF_ACCOMPLISHMENT	
41-17	234	4	RED_19	214		0	GLITCHED_CITY_6	MR_INCREDIBLE::FALSE,EEYORE::FALSE,WASABI::FALSE,JOY::FALSE	ALADDIN::FALSE,MOANA::FALSE,JUDY_HOPPS::FALSE	[boss]SLINKY_DOG:SHIELD,WASABI:SKILL1,KING_LOUIE:BANANA,BUNSEN_AND_BEAKER:SPEED,KRISTOFF_AND_SVEN:MOST_WANTED,SYNDROME:STUDY	SHARD_ENORMOUS,SHARD_UNLIKELY_TRIO,SHARD_QUIET_COYOTE	SHARD_MAGICAL_BREAKFAST,SHARD_NAUTILUS,SHARD_BADGE_OF_ACCOMPLISHMENT	
41-18	234	4	RED_19	214		0	GLITCHED_CITY_4	HADES::FALSE,GERALD_MARLIN_NEMO::FALSE,HECTOR_BARBOSSA::FALSE,POWERLINE::FALSE	MANTICORE::FALSE,HECTOR_BARBOSSA,DUCKY_AND_BUNNY::FALSE,EVE::FALSE	[boss]FELIX:FREEZE,HAMM:TANK,ROCKETEER:SKILL1,MANTICORE:DOT,BUNSEN_AND_BEAKER:SPEED,KRISTOFF_AND_SVEN:MOST_WANTED	SHARD_QUIET_COYOTE,SHARD_FINDING_MY_SPARK,SHARD_ENORMOUS	SHARD_BADGE_OF_ACCOMPLISHMENT,SHARD_SPRIG_TIME,SHARD_MAGICAL_BREAKFAST	
41-19	235	4	RED_19	214		1	GLITCHED_CITY_9	FELIX::FALSE,JASMINE::FALSE,HECTOR_BARBOSSA::FALSE,MADAM_MIM::FALSE	RALPH::FALSE,HADES::FALSE,GERALD_MARLIN_NEMO::FALSE,SCAR:INVIS,CAPTAIN_HOOK::FALSE	[boss]ANIMAL:SHIELD,EEYORE:SKILL4_BUFF,SHAN_YU:STUDY,BUNSEN_AND_BEAKER:SPEED,MAGICA_DE_SPELL:KO_BUFF,HUEY_DEWEY_LOUIE:BEAR_TRAP	SHARD_CHECK_ME_OUT,SHARD_FINDING_MY_SPARK,SHARD_ENORMOUS	SHARD_PREHISTORIC_RODENTS,SHARD_SPRIG_TIME,SHARD_MAGICAL_BREAKFAST	
42-1	230	4	YELLOW	230		1	SERVER_ROOM_8	BALOO:CHARM,SCAR:INVIS,HECTOR_BARBOSSA::FALSE,DAVY_JONES:CURSE	MR_BIG_AND_KOSLOV:SCARED_FROZEN,WASABI::FALSE,EVIL_QUEEN:STUN,CALHOUN::FALSE,IAN_LIGHTFOOT:REFLECT	[boss]MR_BIG_AND_KOSLOV:STUDY,EVIL_QUEEN:STUN,MULAN:HEAL_ON_CRIT,BELLE:SPEED,LAUNCHPAD_MCQUACK:CONTROL,ROCKETEER:TRUE_DAMAGE	SHARD_BURN_E,SHARD_KU_TIKI_NECKLACE,SHARD_YIN_PIECE	SHARD_GOOFBALL_ISLAND,SHARD_TOY_SOLDIER,SHARD_ENTHUSIASTIC_DISHWARE	
42-2	231	4	YELLOW	230		0	SERVER_ROOM_9	CLAWHAUSER::FALSE,MEGAVOLT::FALSE,LOCK_SHOCK_BARREL:FATIGUE,KERMIT::FALSE	JACK_JACK::FALSE,MEGAVOLT,MISS_PIGGY::FALSE,JASMINE::FALSE	[boss]EEYORE:SKILL4_BUFF,BUNSEN_AND_BEAKER:SPEED,SHAN_YU:STUDY,SCAR:INVIS,MAGICA_DE_SPELL:KO_BUFF,ANIMAL:SHIELD	SHARD_YANG_PIECE,SHARD_KU_TIKI_NECKLACE,SHARD_YIN_PIECE	SHARD_ROYAL_DIARY,SHARD_TOY_SOLDIER,SHARD_ENTHUSIASTIC_DISHWARE	
42-3	231	4	YELLOW	230		0	SERVER_ROOM_6	GONZO:SPEED_COUNTER,CAPTAIN_AMELIA::FALSE,MERIDA:FIRE,ELASTIGIRL::FALSE	SADNESS:CRIT,ROCKETEER,BELLE::FALSE,MOANA::FALSE	[boss]JOHN_SILVER:STUDY,SCAR:INVIS,JESSIE:JUMP_EARLY,SHAN_YU:SHIELD,QUORRA:CRIT,HANK_AND_DORY:DISABLE	SHARD_KU_TIKI_NECKLACE,SHARD_KNICK_THE_KNACK,SHARD_YANG_PIECE	SHARD_ENTHUSIASTIC_DISHWARE,SHARD_POTION_PROTECTION,SHARD_ROYAL_DIARY	
42-4	232	4	YELLOW	230		1	SERVER_ROOM_4	OOGIE_BOOGIE:POWER,SULLEY::FALSE,BUZZ::FALSE,KIDA:ENERGY	GOOFY::FALSE,JOHN_SILVER:STUDY,FELIX:FREEZE,DARKWING_DUCK:SHIELD,HANK_AND_DORY	[boss]MR_BIG_AND_KOSLOV:STUDY,WINNIE_THE_POOH:HUNNY,BALOO:HOT,QUORRA:CRIT,SCAR:INVIS,MUSHU:BLIND	SHARD_GO_4,SHARD_KNICK_THE_KNACK,SHARD_YANG_PIECE	SHARD_MAD_PURSUIT,SHARD_POTION_PROTECTION,SHARD_ROYAL_DIARY	
42-5	232	4	YELLOW	230		0	SERVER_ROOM_5	MR_BIG_AND_KOSLOV::FALSE,JACK_SPARROW::FALSE,LI_SHANG:SILENCE,SYNDROME::FALSE	GONZO,KING_LOUIE::FALSE,ELSA:FREEZE,DARKWING_DUCK:SHIELD	[boss]CLAWHAUSER:REALITY,MAXIMUS:BUFF_REMOVAL,SADNESS:SORROW,KING_LOUIE:BANANA,CAPTAIN_AMELIA:SPEED,IAN_LIGHTFOOT:BLIND	SHARD_YIN_PIECE,SHARD_KNICK_THE_KNACK,SHARD_YANG_PIECE	SHARD_SHRINK_RAY,SHARD_POTION_PROTECTION,SHARD_ROYAL_DIARY	
42-6	233	4	YELLOW	230		0	SERVER_ROOM_8	MAXIMUS:BUFF_REMOVAL,MADAM_MIM::FALSE,MANTICORE:CURSE,CAPTAIN_AMELIA::FALSE	HAMM::FALSE,BUNSEN_AND_BEAKER,SCAR::FALSE,NICK_WILDE::FALSE	[boss]SWEDISH_CHEF:FATIGUE,EVIL_QUEEN:STUN,CAPTAIN_AMELIA:SPEED,JACK_SKELLINGTON:DOT,WASABI:ENERGY,LOCK_SHOCK_BARREL:SCARE	SHARD_YANG_PIECE,SHARD_SUNNY_MIAMI,SHARD_YIN_PIECE	SHARD_ROYAL_DIARY,SHARD_BUGGY_INVENTION,SHARD_SHRINK_RAY	
42-7	233	4	YELLOW	230		1	SERVER_ROOM_7	GERALD_MARLIN_NEMO:INVINCIBLE,WINNIE_THE_POOH::FALSE,KING_LOUIE:BANANA,LAUNCHPAD_MCQUACK:CONTROL	SWEDISH_CHEF::FALSE,GONZO:SPEED_COUNTER,SADNESS:SORROW,MEGAVOLT:CONTROL_COUNTER,MEGARA	[boss]MR_BIG_AND_KOSLOV:SCARED_FROZEN,MADAM_MIM:DAMAGE,EVIL_QUEEN:STUN,ROCKETEER:TRUE_DAMAGE,IAN_LIGHTFOOT:BLIND,DONALD_DUCK:INVINCIBLE	SHARD_SECUR_T,SHARD_SUNNY_MIAMI,SHARD_YIN_PIECE	SHARD_SQUEAKER_SQUEAK,SHARD_BUGGY_INVENTION,SHARD_SHRINK_RAY	
42-8	234	4	YELLOW	230		0	SERVER_ROOM_10	BALOO:CHARM,NICK_WILDE::FALSE,JESSIE:JUMP_EARLY,BUNSEN_AND_BEAKER::FALSE	SADNESS:CRIT,SCROOGE_MCDUCK,ROBIN_HOOD::FALSE,DASH::FALSE	[boss]SADNESS:CRIT,JOHN_SILVER:TANK,KING_LOUIE:BANANA,ANGER:DOT,SHAN_YU:STUDY,IAN_LIGHTFOOT:BLIND	SHARD_YANG_PIECE,SHARD_SUNNY_MIAMI,SHARD_YIN_PIECE	SHARD_BLUE_UMBRELLA,SHARD_BUGGY_INVENTION,SHARD_SHRINK_RAY	
42-9	234	4	YELLOW	230		0	SERVER_ROOM_2	OOGIE_BOOGIE:POWER,QUORRA:CRIT,MADAM_MIM::FALSE,POWERLINE:DEBUFF_CLEAR	CHICKEN_LITTLE,BAYMAX,JACK_SPARROW,ANGEL::FALSE	[boss]BAYMAX:FREEZE,JACK_SKELLINGTON:DOT,SHAN_YU:SHIELD,LI_SHANG:SILENCE,DISGUST:SKILL1,LOCK_SHOCK_BARREL:FATIGUE	SHARD_YIN_PIECE,SHARD_OWLS_FAMILY_HISTORY,SHARD_YANG_PIECE	SHARD_SHRINK_RAY,SHARD_FREEMAN_OF_THE_CITY,SHARD_BLUE_UMBRELLA	
42-10	235	4	YELLOW	230		1	SERVER_ROOM_1	MR_BIG_AND_KOSLOV::FALSE,MEGAVOLT:CONTROL_COUNTER,HAMM::FALSE,GIZMODUCK::FALSE	MR_INCREDIBLE,BO_PEEP,BUNSEN_AND_BEAKER,TIA_DALMA::FALSE	[boss]GONZO:SPEED_COUNTER,ANGER:DOT,BELLE:SPEED,QUORRA:CRIT,BUNSEN_AND_BEAKER:SPEED,MERIDA:FIRE	SHARD_EMOTIONALLY_DRIVEN,SHARD_OWLS_FAMILY_HISTORY,SHARD_YANG_PIECE	SHARD_FOREST_TREK,SHARD_FREEMAN_OF_THE_CITY,SHARD_BLUE_UMBRELLA	
42-11	236	4	YELLOW	230		0	SERVER_ROOM_3	BALOO:HOT,GOOFY::FALSE,MULAN:HEAL_ON_CRIT,WOODY:LASSO_EARLY	MOANA::FALSE,JACK_SKELLINGTON,JASMINE::FALSE,ALADDIN::FALSE	[boss]JOHN_SILVER:TANK,JESSIE:JUMP_EARLY,KING_LOUIE:BANANA,WASABI:ENERGY,STITCH:SLOW,MUSHU:BLIND	SHARD_YIN_PIECE,SHARD_OWLS_FAMILY_HISTORY,SHARD_YANG_PIECE	SHARD_VICTORIOUS_URN,SHARD_FREEMAN_OF_THE_CITY,SHARD_BLUE_UMBRELLA	
42-12	236	4	YELLOW	230		0	SERVER_ROOM_7	SALLY:REALITY,NICK_WILDE::FALSE,ANGER:DOT,MEGAVOLT::FALSE	CLAWHAUSER:DPS,ROCKETEER:SKILL1,WASABI:SKILL1,JESSIE::FALSE,BASIL:DOT	[boss]SWEDISH_CHEF:LOBSTER,MANTICORE:DOT,SHAN_YU:SHIELD,DAVY_JONES:CURSE,MEGARA:INVINCIBLE,MINNIE_MOUSE:CHARM	SHARD_YANG_PIECE,SHARD_MAXIMUM_SWEETNESS,SHARD_YIN_PIECE	SHARD_BLUE_UMBRELLA,SHARD_BOOKS_GALORE,SHARD_VICTORIOUS_URN	
42-13	237	4	YELLOW	230		1	SERVER_ROOM_9	CLAWHAUSER:DPS,BALOO::FALSE,NICK_WILDE::FALSE,HAMM:SAP	BALOO:CHARM,JESSIE:JUMP_EARLY,MIGUEL::FALSE,JAFAR::FALSE	[boss]JOHN_SILVER:TANK,ROCKETEER:TRUE_DAMAGE,BELLE:SPEED,MERIDA:FIRE,MINNIE_MOUSE:CHARM,DAVY_JONES:CURSE	SHARD_LOGICALLY_DRIVEN,SHARD_MAXIMUM_SWEETNESS,SHARD_YIN_PIECE	SHARD_I_WIN,SHARD_BOOKS_GALORE,SHARD_VICTORIOUS_URN	
42-14	237	4	YELLOW	230		0	SERVER_ROOM_10	FELIX:FREEZE,SCAR::FALSE,MEGAVOLT:CONTROL_COUNTER,BUZZ::FALSE	MR_BIG_AND_KOSLOV:SCARED_FROZEN,KING_LOUIE::FALSE,RANDALL_BOGGS:TRUE_DMG,ANGER::FALSE,TRON:ENERGY	[boss]SWEDISH_CHEF:LOBSTER,SHAN_YU:SHIELD,WASABI:SKILL1,SCROOGE_MCDUCK:DAMAGE_STUN,MULAN:HEAL_ON_CRIT,MAGICA_DE_SPELL:KO_BUFF	SHARD_YANG_PIECE,SHARD_MAXIMUM_SWEETNESS,SHARD_YIN_PIECE	SHARD_AUTO,SHARD_BOOKS_GALORE,SHARD_VICTORIOUS_URN	
