	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARDS	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	EXTRA	GOOGLE_ID	APPLE_ID
1515	CAMPAIGN_ELITE_3_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=3&level=4	10 DIAMONDS	1514	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=3, level=4		
1516	CAMPAIGN_ELITE_3_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=3&level=7	10 DIAMONDS	1515	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=3, level=7		
1517	CAMPAIGN_ELITE_3_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=3&level=10	10 DIAMONDS	1516	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=3, level=10		
1518	CAMPAIGN_ELITE_3_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=3&level=13	10 DIAMONDS	1517	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=3, level=13		
1519	CAMPAIGN_ELITE_3_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=3&level=16	10 DIAMONDS	1518	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=3, level=16		
1520	CAMPAIGN_ELITE_3_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=3&level=19	10 DIAMONDS	1519	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=3, level=19		
1521	CAMPAIGN_ELITE_4_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=4&level=1	10 DIAMONDS	1520	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=4, level=1		
1522	CAMPAIGN_ELITE_4_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=4&level=4	10 DIAMONDS	1521	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=4, level=4		
1523	CAMPAIGN_ELITE_4_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=4&level=7	10 DIAMONDS	1522	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=4, level=7		
1524	CAMPAIGN_ELITE_4_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=4&level=10	10 DIAMONDS	1523	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=4, level=10		
1525	CAMPAIGN_ELITE_4_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=4&level=13	10 DIAMONDS	1524	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=4, level=13		
1526	CAMPAIGN_ELITE_4_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=4&level=16	10 DIAMONDS	1525	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=4, level=16		
1527	CAMPAIGN_ELITE_4_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=4&level=19	10 DIAMONDS	1526	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=4, level=19		
1528	CAMPAIGN_ELITE_5_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=5&level=1	10 DIAMONDS	1527	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=5, level=1		
1529	CAMPAIGN_ELITE_5_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=5&level=4	10 DIAMONDS	1528	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=5, level=4		
1530	CAMPAIGN_ELITE_5_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=5&level=7	10 DIAMONDS	1529	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=5, level=7		
1531	CAMPAIGN_ELITE_5_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=5&level=10	10 DIAMONDS	1530	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=5, level=10		
1532	CAMPAIGN_ELITE_5_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=5&level=13	10 DIAMONDS	1531	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=5, level=13		
1533	CAMPAIGN_ELITE_5_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=5&level=16	10 DIAMONDS	1532	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=5, level=16		
1534	CAMPAIGN_ELITE_5_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=5&level=19	10 DIAMONDS	1533	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=5, level=19		
1535	CAMPAIGN_ELITE_6_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=6&level=1	10 DIAMONDS	1534	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=6, level=1		
1536	CAMPAIGN_ELITE_6_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=6&level=4	10 DIAMONDS	1535	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=6, level=4		
1537	CAMPAIGN_ELITE_6_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=6&level=7	10 DIAMONDS	1536	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=6, level=7		
1538	CAMPAIGN_ELITE_6_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=6&level=10	10 DIAMONDS	1537	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=6, level=10		
1539	CAMPAIGN_ELITE_6_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=6&level=13	10 DIAMONDS	1538	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=6, level=13		
1540	CAMPAIGN_ELITE_6_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=6&level=16	10 DIAMONDS	1539	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=6, level=16		
1541	CAMPAIGN_ELITE_6_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=6&level=19	10 DIAMONDS	1540	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=6, level=19		
1542	CAMPAIGN_ELITE_7_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=7&level=1	10 DIAMONDS	1541	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=7, level=1		
1543	CAMPAIGN_ELITE_7_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=7&level=4	10 DIAMONDS	1542	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=7, level=4		
1544	CAMPAIGN_ELITE_7_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=7&level=7	10 DIAMONDS	1543	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=7, level=7		
1545	CAMPAIGN_ELITE_7_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=7&level=10	10 DIAMONDS	1544	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=7, level=10		
1546	CAMPAIGN_ELITE_7_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=7&level=13	10 DIAMONDS	1545	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=7, level=13		
1547	CAMPAIGN_ELITE_7_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=7&level=16	10 DIAMONDS	1546	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=7, level=16		
1548	CAMPAIGN_ELITE_7_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=7&level=19	10 DIAMONDS	1547	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=7, level=19		
1549	CAMPAIGN_ELITE_8_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=8&level=1	10 DIAMONDS	1548	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=8, level=1		
1550	CAMPAIGN_ELITE_8_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=8&level=4	10 DIAMONDS	1549	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=8, level=4		
1551	CAMPAIGN_ELITE_8_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=8&level=7	10 DIAMONDS	1550	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=8, level=7		
1552	CAMPAIGN_ELITE_8_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=8&level=10	10 DIAMONDS	1551	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=8, level=10		
1553	CAMPAIGN_ELITE_8_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=8&level=13	10 DIAMONDS	1552	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=8, level=13		
1554	CAMPAIGN_ELITE_8_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=8&level=16	10 DIAMONDS	1553	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=8, level=16		
1555	CAMPAIGN_ELITE_8_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=8&level=19	10 DIAMONDS	1554	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=8, level=19		
1556	CAMPAIGN_ELITE_9_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=9&level=1	10 DIAMONDS	1555	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=9, level=1		
1557	CAMPAIGN_ELITE_9_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=9&level=4	10 DIAMONDS	1556	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=9, level=4		
1558	CAMPAIGN_ELITE_9_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=9&level=7	10 DIAMONDS	1557	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=9, level=7		
1559	CAMPAIGN_ELITE_9_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=9&level=10	10 DIAMONDS	1558	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=9, level=10		
1560	CAMPAIGN_ELITE_9_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=9&level=13	10 DIAMONDS	1559	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=9, level=13		
1561	CAMPAIGN_ELITE_9_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=9&level=16	10 DIAMONDS	1560	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=9, level=16		
1562	CAMPAIGN_ELITE_9_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=9&level=19	10 DIAMONDS	1561	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=9, level=19		
1563	CAMPAIGN_ELITE_10_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=10&level=1	10 DIAMONDS	1562	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=10, level=1		
1564	CAMPAIGN_ELITE_10_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=10&level=4	10 DIAMONDS	1563	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=10, level=4		
1565	CAMPAIGN_ELITE_10_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=10&level=7	10 DIAMONDS	1564	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=10, level=7		
1566	CAMPAIGN_ELITE_10_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=10&level=10	10 DIAMONDS	1565	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=10, level=10		
1567	CAMPAIGN_ELITE_10_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=10&level=13	10 DIAMONDS	1566	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=10, level=13		
1568	CAMPAIGN_ELITE_10_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=10&level=16	10 DIAMONDS	1567	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=10, level=16		
1569	CAMPAIGN_ELITE_10_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=10&level=19	10 DIAMONDS	1568	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=10, level=19		
1570	CAMPAIGN_ELITE_11_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=11&level=1	10 DIAMONDS	1569	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=11, level=1		
1571	CAMPAIGN_ELITE_11_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=11&level=4	10 DIAMONDS	1570	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=11, level=4		
1572	CAMPAIGN_ELITE_11_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=11&level=7	10 DIAMONDS	1571	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=11, level=7		
1573	CAMPAIGN_ELITE_11_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=11&level=10	10 DIAMONDS	1572	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=11, level=10		
1574	CAMPAIGN_ELITE_11_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=11&level=13	10 DIAMONDS	1573	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=11, level=13		
1575	CAMPAIGN_ELITE_11_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=11&level=16	10 DIAMONDS	1574	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=11, level=16		
1576	CAMPAIGN_ELITE_11_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=11&level=19	10 DIAMONDS	1575	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=11, level=19		
1577	CAMPAIGN_ELITE_12_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=12&level=1	10 DIAMONDS	1576	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=12, level=1		
1578	CAMPAIGN_ELITE_12_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=12&level=4	10 DIAMONDS	1577	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=12, level=4		
1579	CAMPAIGN_ELITE_12_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=12&level=7	10 DIAMONDS	1578	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=12, level=7		
1580	CAMPAIGN_ELITE_12_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=12&level=10	10 DIAMONDS	1579	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=12, level=10		
1581	CAMPAIGN_ELITE_12_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=12&level=13	10 DIAMONDS	1580	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=12, level=13		
1582	CAMPAIGN_ELITE_12_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=12&level=16	10 DIAMONDS	1581	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=12, level=16		
1583	CAMPAIGN_ELITE_12_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=12&level=19	10 DIAMONDS	1582	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=12, level=19		
1584	CAMPAIGN_ELITE_13_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=13&level=1	10 DIAMONDS	1583	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=13, level=1		
1585	CAMPAIGN_ELITE_13_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=13&level=4	10 DIAMONDS	1584	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=13, level=4		
1586	CAMPAIGN_ELITE_13_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=13&level=7	10 DIAMONDS	1585	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=13, level=7		
1587	CAMPAIGN_ELITE_13_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=13&level=10	10 DIAMONDS	1586	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=13, level=10		
1588	CAMPAIGN_ELITE_13_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=13&level=13	10 DIAMONDS	1587	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=13, level=13		
1589	CAMPAIGN_ELITE_13_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=13&level=16	10 DIAMONDS	1588	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=13, level=16		
1590	CAMPAIGN_ELITE_13_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=13&level=19	10 DIAMONDS	1589	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=13, level=19		
1591	CAMPAIGN_ELITE_14_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=14&level=1	10 DIAMONDS	1590	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=14, level=1		
1592	CAMPAIGN_ELITE_14_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=14&level=4	10 DIAMONDS	1591	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=14, level=4		
1593	CAMPAIGN_ELITE_14_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=14&level=7	10 DIAMONDS	1592	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=14, level=7		
1594	CAMPAIGN_ELITE_14_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=14&level=10	10 DIAMONDS	1593	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=14, level=10		
1595	CAMPAIGN_ELITE_14_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=14&level=13	10 DIAMONDS	1594	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=14, level=13		
1596	CAMPAIGN_ELITE_14_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=14&level=16	10 DIAMONDS	1595	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=14, level=16		
1597	CAMPAIGN_ELITE_14_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=14&level=19	10 DIAMONDS	1596	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=14, level=19		
1598	CAMPAIGN_ELITE_15_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=15&level=1	10 DIAMONDS	1597	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=15, level=1		
1599	CAMPAIGN_ELITE_15_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=15&level=4	10 DIAMONDS	1598	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=15, level=4		
1600	CAMPAIGN_ELITE_15_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=15&level=7	10 DIAMONDS	1599	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=15, level=7		
1601	CAMPAIGN_ELITE_15_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=15&level=10	10 DIAMONDS	1600	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=15, level=10		
1602	CAMPAIGN_ELITE_15_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=15&level=13	10 DIAMONDS	1601	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=15, level=13		
1603	CAMPAIGN_ELITE_15_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=15&level=16	10 DIAMONDS	1602	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=15, level=16		
1604	CAMPAIGN_ELITE_15_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=15&level=19	10 DIAMONDS	1603	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=15, level=19		
1605	CAMPAIGN_ELITE_16_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=16&level=1	10 DIAMONDS	1604	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=16, level=1		
1606	CAMPAIGN_ELITE_16_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=16&level=4	10 DIAMONDS	1605	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=16, level=4		
1607	CAMPAIGN_ELITE_16_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=16&level=7	10 DIAMONDS	1606	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=16, level=7		
1608	CAMPAIGN_ELITE_16_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=16&level=10	10 DIAMONDS	1607	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=16, level=10		
1609	CAMPAIGN_ELITE_16_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=16&level=13	10 DIAMONDS	1608	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=16, level=13		
1610	CAMPAIGN_ELITE_16_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=16&level=16	10 DIAMONDS	1609	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=16, level=16		
1611	CAMPAIGN_ELITE_16_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=16&level=19	10 DIAMONDS	1610	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=16, level=19		
1612	CAMPAIGN_ELITE_17_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=17&level=1	11 DIAMONDS	1611	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=17, level=1		
1613	CAMPAIGN_ELITE_17_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=17&level=4	12 DIAMONDS	1612	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=17, level=4		
1614	CAMPAIGN_ELITE_17_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=17&level=7	13 DIAMONDS	1613	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=17, level=7		
1615	CAMPAIGN_ELITE_17_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=17&level=10	14 DIAMONDS	1614	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=17, level=10		
1616	CAMPAIGN_ELITE_17_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=17&level=13	15 DIAMONDS	1615	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=17, level=13		
1617	CAMPAIGN_ELITE_17_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=17&level=16	16 DIAMONDS	1616	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=17, level=16		
1618	CAMPAIGN_ELITE_17_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=17&level=19	17 DIAMONDS	1617	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=17, level=19		
1619	CAMPAIGN_ELITE_18_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=18&level=1	18 DIAMONDS	1618	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=18, level=1		
1620	CAMPAIGN_ELITE_18_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=18&level=4	19 DIAMONDS	1619	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=18, level=4		
1621	CAMPAIGN_ELITE_18_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=18&level=7	20 DIAMONDS	1620	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=18, level=7		
1622	CAMPAIGN_ELITE_18_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=18&level=10	21 DIAMONDS	1621	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=18, level=10		
1623	CAMPAIGN_ELITE_18_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=18&level=13	22 DIAMONDS	1622	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=18, level=13		
1624	CAMPAIGN_ELITE_18_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=18&level=16	23 DIAMONDS	1623	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=18, level=16		
1625	CAMPAIGN_ELITE_18_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=18&level=19	24 DIAMONDS	1624	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=18, level=19		
1626	CAMPAIGN_ELITE_19_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=19&level=1	25 DIAMONDS	1625	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=19, level=1		
1627	CAMPAIGN_ELITE_19_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=19&level=4	25 DIAMONDS	1626	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=19, level=4		
1628	CAMPAIGN_ELITE_19_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=19&level=7	25 DIAMONDS	1627	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=19, level=7		
1629	CAMPAIGN_ELITE_19_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=19&level=10	25 DIAMONDS	1628	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=19, level=10		
1630	CAMPAIGN_ELITE_19_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=19&level=13	25 DIAMONDS	1629	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=19, level=13		
1631	CAMPAIGN_ELITE_19_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=19&level=16	25 DIAMONDS	1630	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=19, level=16		
1632	CAMPAIGN_ELITE_19_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=19&level=19	25 DIAMONDS	1631	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=19, level=19		
1633	CAMPAIGN_ELITE_20_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=20&level=1	25 DIAMONDS	1632	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=20, level=1		
