	TIER_1_TAGS	TIER_3_TAGS	TIER_4_TAGS	FRANCHISE	SKILL_1	SKILL_2	SKILL_3	SKILL_4	SKILL_5	PRIME_BADGE	PATCH_TALENT_1	PATCH_TALENT_2	PATCH_TALENT_3	PATCH_TALENT_4	PATCH_TALENT_5
GADGET_HACKWRENCH	DPS_ROLE,YELLOW_TEAM,CHIP_AND_DALE_RESCUE_RANGERS,FANTASTIC_DAMAGE,STUN,KNOCKBACK,SNARE,NORMAL_DAMAGE,TRUE_DAMAGE,DAMAGE_INCREASE,WEAKNESS,SKILL_POWER_INCREASE	ENERGIZE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	IMMUNITY,DAMAGE_DECREASE,SKILL_POWER_DECREASE,TENACITY_DECREASE,EVASION_DECREASE,CURSE,TRUE_DAMAGE,REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	CHIP_AND_DALE_RESCUE_RANGERS	FANTASTIC_DAMAGE,STUN,KNOCKBACK,SNARE	NORMAL_DAMAGE,KNOCKBACK,SNARE	NORMAL_DAMAGE,TRUE_DAMAGE	DAMAGE_INCREASE	FANTASTIC_DAMAGE,WEAKNESS,SKILL_POWER_INCREASE,DAMAGE_INCREASE,TRUE_DAMAGE	ENERGIZE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	IMMUNITY	DAMAGE_DECREASE,SKILL_POWER_DECREASE	TENACITY_DECREASE,EVASION_DECREASE	CURSE,TRUE_DAMAGE	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT
GANTU	CONTROL_ROLE,BLUE_TEAM,LILO_AND_STITCH,FANTASTIC_DAMAGE,MOST_WANTED,VULNERABLE,SCARE,HEAL_SELF,ATTACK_SPEED_DECREASE,SNARE,WEAKNESS,DAMAGE_OVER_TIME,CHARM,ENERGY_SELF,SKILL_POWER_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	BERSERK,SKILL_POWER_INCREASE,MAX_HP_INCREASE	REALITY_DECREASE,INVISIBLE,REDUCED_DAMAGE_DEALT,REMOVE_BUFF,SHATTER,PIERCE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	LILO_AND_STITCH	FANTASTIC_DAMAGE,MOST_WANTED,VULNERABLE	FANTASTIC_DAMAGE,SCARE,HEAL_SELF	FANTASTIC_DAMAGE,ATTACK_SPEED_DECREASE	FANTASTIC_DAMAGE,SNARE,WEAKNESS,DAMAGE_OVER_TIME	FANTASTIC_DAMAGE,CHARM,ENERGY_SELF,SKILL_POWER_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	BERSERK,SKILL_POWER_INCREASE,MAX_HP_INCREASE	REALITY_DECREASE	INVISIBLE	REDUCED_DAMAGE_DEALT	REMOVE_BUFF,SHATTER,PIERCE	INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
GASTON	CONTROL_ROLE,YELLOW_TEAM,BEAUTY_AND_THE_BEAST,NORMAL_DAMAGE,STUN,CHARM,REVIVE_SELF,INVINCIBLE,ENERGY_SELF,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	REALITY_INCREASE,MAX_HP_INCREASE,INVINCIBLE	DAMAGE_DECREASE,SKILL_POWER_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,REDUCED_DAMAGE_DEALT,TRUE_DAMAGE,STUN,TENACITY_DECREASE,WEAKNESS	BEAUTY_AND_THE_BEAST	NORMAL_DAMAGE,STUN	STUN,CHARM	REVIVE_SELF,INVINCIBLE	STUN	ENERGY_SELF,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	REALITY_INCREASE,MAX_HP_INCREASE,INVINCIBLE	DAMAGE_DECREASE,SKILL_POWER_DECREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	REDUCED_DAMAGE_DEALT	TRUE_DAMAGE,STUN	TENACITY_DECREASE,WEAKNESS
GAZELLE	SUPPORT_ROLE,YELLOW_TEAM,ZOOTOPIA,MOMENTUM,SHIELD_SELF,SHIELD_TEAM,NORMAL_DAMAGE,HEAL_TEAM,OVERLOAD,KNOCKBACK,CHARM,SHATTER,REALITY_INCREASE,ARMOR_INCREASE,BERSERK,MAX_HP_INCREASE,IMMUNITY,SKILL_POWER_INCREASE	ENERGY_SELF,SKILL_POWER_INCREASE,ARMOR_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,PRECISE,REMOVE_BUFF,DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	ZOOTOPIA	MOMENTUM,SHIELD_SELF,SHIELD_TEAM	NORMAL_DAMAGE,HEAL_TEAM,OVERLOAD	NORMAL_DAMAGE,KNOCKBACK,CHARM,SHATTER	REALITY_INCREASE,ARMOR_INCREASE,HEAL_TEAM,BERSERK	MAX_HP_INCREASE,MOMENTUM,IMMUNITY,REALITY_INCREASE,SKILL_POWER_INCREASE	ENERGY_SELF,SKILL_POWER_INCREASE,ARMOR_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	PRECISE	REMOVE_BUFF	DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE
GENIE	CONTROL_ROLE,BLUE_TEAM,ALADDIN,HEAL_OVER_TIME_TEAM,FANTASTIC_DAMAGE,INVINCIBLE,ENERGY_TEAM,ATTACK_SPEED_INCREASE,ENERGIZE,MAX_HP_INCREASE,REALITY_INCREASE	DAMAGE_INCREASE,ARMOR_INCREASE,ENERGIZE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,PRECISE,REMOVE_BUFF,IMMUNITY	ALADDIN	HEAL_OVER_TIME_TEAM	FANTASTIC_DAMAGE	INVINCIBLE,ENERGY_TEAM	ATTACK_SPEED_INCREASE	ENERGIZE,HEAL_OVER_TIME_TEAM,MAX_HP_INCREASE,REALITY_INCREASE	DAMAGE_INCREASE,ARMOR_INCREASE,ENERGIZE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	PRECISE	REMOVE_BUFF	IMMUNITY,REMOVE_BUFF
GERALD_MARLIN_NEMO	TANK_ROLE,RED_TEAM,FINDING_NEMO,FANTASTIC_DAMAGE,REDUCED_DAMAGE_TAKEN,KNOCKBACK,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,SILENCE,HEAL_TEAM,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	MAX_HP_INCREASE,REALITY_INCREASE,SHIELD_TEAM	IMMUNITY,ARMOR_INCREASE,REALITY_INCREASE,REMOVE_BUFF,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	FINDING_NEMO	FANTASTIC_DAMAGE,REDUCED_DAMAGE_TAKEN	FANTASTIC_DAMAGE,KNOCKBACK	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,SILENCE	HEAL_TEAM	ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	MAX_HP_INCREASE,REALITY_INCREASE,SHIELD_TEAM	IMMUNITY	ARMOR_INCREASE	REALITY_INCREASE	IMMUNITY,REMOVE_BUFF	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
GISELLE	SUPPORT_ROLE,YELLOW_TEAM,FANTASTIC_DAMAGE,HEAL_SELF,HEAL_TEAM,DAMAGE_OVER_TIME,CONFUSION,VULNERABLE,INCREASED_DAMAGE_TAKEN,CLEANSE,SHIELD_SELF,SHIELD_TEAM,HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,COPY_BUFF,CURSE,MOST_WANTED,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,IMMUNITY,MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	ENERGY_SELF,MAX_HP_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,PRECISE,SHIELD_SELF,IMMUNITY,HARDY,REDUCED_DAMAGE_TAKEN		FANTASTIC_DAMAGE,HEAL_SELF,HEAL_TEAM,DAMAGE_OVER_TIME,CONFUSION,VULNERABLE,INCREASED_DAMAGE_TAKEN	CLEANSE,SHIELD_SELF,SHIELD_TEAM,HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM	FANTASTIC_DAMAGE,COPY_BUFF,CURSE,MOST_WANTED,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	SHIELD_SELF,SHIELD_TEAM,IMMUNITY,VULNERABLE	MAX_HP_INCREASE,COPY_BUFF,MOST_WANTED,SKILL_POWER_INCREASE,DAMAGE_INCREASE	ENERGY_SELF,MAX_HP_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	PRECISE	SHIELD_SELF,IMMUNITY	HARDY,REDUCED_DAMAGE_TAKEN
GIZMODUCK	SUPPORT_ROLE,RED_TEAM,DUCKTALES,DARKWING_DUCK,ARMOR_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,NORMAL_DAMAGE,STUDY,ARMOR_DECREASE,SHIELD_TEAM,HEAL_OVER_TIME_TEAM,MAX_HP_INCREASE	ARMOR_INCREASE,REFLECT	ARMOR_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,REMOVE_BUFF	DUCKTALES,DARKWING_DUCK	ARMOR_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	NORMAL_DAMAGE,STUDY,ARMOR_DECREASE,ARMOR_INCREASE	NORMAL_DAMAGE,STUDY	ARMOR_INCREASE	SHIELD_TEAM,HEAL_OVER_TIME_TEAM,MAX_HP_INCREASE	ARMOR_INCREASE,REFLECT	ARMOR_INCREASE	ARMOR_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	REMOVE_BUFF
GO_GO	DPS_ROLE,RED_TEAM,BIG_HERO_SIX,NORMAL_DAMAGE,TRUE_DAMAGE,FANTASTIC_DAMAGE,ENERGY_REMOVAL,SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	INVISIBLE,REALITY_INCREASE,SKILL_POWER_INCREASE	IMMUNITY,HEAL_SELF,INCREASED_DAMAGE_DEALT,REMOVE_BUFF,SHATTER,PIERCE	BIG_HERO_SIX	NORMAL_DAMAGE	TRUE_DAMAGE	FANTASTIC_DAMAGE,ENERGY_REMOVAL	TRUE_DAMAGE	TRUE_DAMAGE,ENERGY_REMOVAL,SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	INVISIBLE,REALITY_INCREASE,SKILL_POWER_INCREASE	IMMUNITY	HEAL_SELF	INCREASED_DAMAGE_DEALT		REMOVE_BUFF,SHATTER,PIERCE
GOLIATH	TANK_ROLE,BLUE_TEAM,GARGOYLES,FANTASTIC_DAMAGE,REDUCED_DAMAGE_TAKEN,NORMAL_DAMAGE,KNOCKBACK,HEAL_SELF,ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	SKILL_POWER_INCREASE,REALITY_INCREASE,TENACITY_INCREASE	HEAL_TEAM,IMMUNITY,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,CLEANSE,BERSERK,HEAL_SELF	GARGOYLES	FANTASTIC_DAMAGE,REDUCED_DAMAGE_TAKEN	NORMAL_DAMAGE,KNOCKBACK	NORMAL_DAMAGE,HEAL_SELF	ARMOR_INCREASE	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE	SKILL_POWER_INCREASE,REALITY_INCREASE,TENACITY_INCREASE	HEAL_TEAM	IMMUNITY	IMMUNITY	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	CLEANSE,BERSERK,HEAL_SELF
GONZO	TANK_ROLE,BLUE_TEAM,MUPPETS,FANTASTIC_DAMAGE,STUN,NORMAL_DAMAGE,SHIELD_SELF,REDUCED_DAMAGE_TAKEN,HEAL_OVER_TIME_SELF,MOST_WANTED,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,SHIELD_SELF	IMMUNITY,HEAL_TEAM,SHIELD_TEAM,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF,SHIELD_SELF	MUPPETS	FANTASTIC_DAMAGE,STUN	NORMAL_DAMAGE	SHIELD_SELF	REDUCED_DAMAGE_TAKEN	HEAL_OVER_TIME_SELF,MOST_WANTED,STUN,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,SHIELD_SELF	IMMUNITY	HEAL_TEAM	SHIELD_TEAM	IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	SHIELD_SELF,IMMUNITY
GOOFY	TANK_ROLE,RED_TEAM,MICKEY_AND_FRIENDS,A_GOOFY_MOVIE,BLIND,ATTACK_SPEED_INCREASE,NORMAL_DAMAGE,SHIELD_SELF,TENACITY_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_SELF,STUN,SKILL_POWER_INCREASE,MAX_HP_INCREASE	REALITY_INCREASE,TENACITY_INCREASE	SHIELD_TEAM,HEAL_TEAM,REALITY_INCREASE,TENACITY_DECREASE,WEAKNESS,SHIELD_SELF,IMMUNITY	MICKEY_AND_FRIENDS,A_GOOFY_MOVIE	BLIND,ATTACK_SPEED_INCREASE	NORMAL_DAMAGE	SHIELD_SELF,TENACITY_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	HEAL_SELF	STUN,SKILL_POWER_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	REALITY_INCREASE,TENACITY_INCREASE	SHIELD_TEAM	HEAL_TEAM	REALITY_INCREASE	TENACITY_DECREASE,WEAKNESS	SHIELD_SELF,IMMUNITY
HADES	TANK_ROLE,BLUE_TEAM,HERCULES,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,REVIVE_SELF,SCARE,INVINCIBLE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,ENERGY_SELF	TENACITY_DECREASE,EVASION_DECREASE,REDUCED_DAMAGE_DEALT,DAMAGE_DECREASE,SKILL_POWER_DECREASE,TRUE_DAMAGE,STUN,DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	HERCULES	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME			REVIVE_SELF,SCARE	INVINCIBLE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,FANTASTIC_DAMAGE,ARMOR_INCREASE,REALITY_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,ENERGY_SELF	TENACITY_DECREASE,EVASION_DECREASE	REDUCED_DAMAGE_DEALT	DAMAGE_DECREASE,SKILL_POWER_DECREASE	TRUE_DAMAGE,STUN	DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE
HAMM	DPS_ROLE,BLUE_TEAM,TOY_STORY,TRUE_DAMAGE,SAP,KNOCKBACK,REFLECT,HEAL_OVER_TIME_SELF,NORMAL_DAMAGE,MOVE_SPEED_DECREASE,ENERGY_SELF,HEAL_TEAM,SKILL_POWER_INCREASE,ARMOR_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE,HEAL_OVER_TIME_SELF	SAP,DAMAGE_INCREASE,SKILL_POWER_INCREASE,PRECISE,IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF,CLEANSE,BERSERK,HEAL_SELF	TOY_STORY	TRUE_DAMAGE,SAP,KNOCKBACK	REFLECT,HEAL_OVER_TIME_SELF	NORMAL_DAMAGE,KNOCKBACK	MOVE_SPEED_DECREASE	ENERGY_SELF,HEAL_TEAM,REFLECT,KNOCKBACK,SKILL_POWER_INCREASE,TRUE_DAMAGE,ARMOR_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE,HEAL_OVER_TIME_SELF	SAP	DAMAGE_INCREASE,SKILL_POWER_INCREASE	PRECISE	IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	CLEANSE,BERSERK,HEAL_SELF
HANK_AND_DORY	CONTROL_ROLE,RED_TEAM,FINDING_NEMO,INVISIBLE,BLIND,FANTASTIC_DAMAGE,STUN,CLEANSE,HEAL_OVER_TIME_SELF,DODGE,HEAL_SELF,HEAL_TEAM,HARDY,MAX_HP_INCREASE,SKILL_POWER_INCREASE,FANTASTIC_CRIT_INCREASE	REALITY_INCREASE,ARMOR_INCREASE,BERSERK	HEAL_TEAM,TENACITY_DECREASE,EVASION_DECREASE,INVISIBLE,SAP,CURSE,INCREASED_DAMAGE_DEALT,IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF	FINDING_NEMO	INVISIBLE,BLIND	FANTASTIC_DAMAGE,BLIND	FANTASTIC_DAMAGE,STUN	CLEANSE,HEAL_OVER_TIME_SELF	DODGE,HEAL_SELF,HEAL_TEAM,HARDY,MAX_HP_INCREASE,SKILL_POWER_INCREASE,FANTASTIC_CRIT_INCREASE	REALITY_INCREASE,ARMOR_INCREASE,BERSERK	HEAL_TEAM	TENACITY_DECREASE,EVASION_DECREASE	INVISIBLE	SAP,CURSE,INCREASED_DAMAGE_DEALT	IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF
HEADLESS_HORSEMAN	DPS_ROLE,YELLOW_TEAM,FANTASTIC_DAMAGE,SCARE,HEX,REVIVE_SELF,INVISIBLE,HARDY,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,DAMAGE_INCREASE,KNOCKBACK,ENERGY_SELF,STUN,FATIGUE,DAMAGE_OVER_TIME,CURSE,EVASION_INCREASE,TENACITY_INCREASE,REDUCED_DAMAGE_TAKEN,SHATTER,SHIELD_SELF,HEAL_SELF,EMPOWERED,ARMOR_INCREASE,REALITY_INCREASE,WEAKNESS,ENDURANCE	DAMAGE_INCREASE	CURSE,REALITY_DECREASE,WEAKNESS,SAP,INCREASED_DAMAGE_DEALT,INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE		FANTASTIC_DAMAGE,SCARE,HEX,REVIVE_SELF,INVISIBLE,HARDY,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,DAMAGE_INCREASE	FANTASTIC_DAMAGE,KNOCKBACK,SCARE,ENERGY_SELF,HARDY	FANTASTIC_DAMAGE,STUN,FATIGUE	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,CURSE,EVASION_INCREASE,TENACITY_INCREASE,REDUCED_DAMAGE_TAKEN	SHATTER,SHIELD_SELF,HEAL_SELF,EMPOWERED,ARMOR_INCREASE,REALITY_INCREASE,WEAKNESS,ENDURANCE,DAMAGE_INCREASE	DAMAGE_INCREASE	CURSE	REALITY_DECREASE	WEAKNESS	SAP,CURSE,INCREASED_DAMAGE_DEALT	INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
HECTOR_BARBOSSA	DPS_ROLE,YELLOW_TEAM,PIRATES_OF_THE_CARIBBEAN,STUDY,ATTACK_SPEED_INCREASE,HEAL_SELF,ENERGY_SELF,NORMAL_DAMAGE,ATTACK_SPEED_DECREASE,DAMAGE_OVER_TIME,HARDY,DAMAGE_INCREASE,MAX_HP_INCREASE,CRIT_DAMAGE_INCREASE	DAMAGE_INCREASE,MAX_HP_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,HEAL_TEAM,DAMAGE_DECREASE,SKILL_POWER_DECREASE,DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	PIRATES_OF_THE_CARIBBEAN	STUDY,ATTACK_SPEED_INCREASE	HEAL_SELF,ENERGY_SELF	NORMAL_DAMAGE,ATTACK_SPEED_DECREASE	NORMAL_DAMAGE,DAMAGE_OVER_TIME	HARDY,DAMAGE_OVER_TIME,DAMAGE_INCREASE,MAX_HP_INCREASE,NORMAL_DAMAGE,CRIT_DAMAGE_INCREASE	DAMAGE_INCREASE,MAX_HP_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	HEAL_TEAM	DAMAGE_DECREASE,SKILL_POWER_DECREASE	DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	
HECTOR_RIVERA	CONTROL_ROLE,YELLOW_TEAM,COCO,NORMAL_DAMAGE,SCARE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,COPY_BUFF,REMOVE_BUFF,SHIELD_SELF,MOST_WANTED,ARMOR_DECREASE,REALITY_DECREASE,DRAIN,FANTASTIC_DAMAGE,IMMUNITY,INCREASED_DAMAGE_DEALT,DAMAGE_OVER_TIME	REFLECT,MAX_HP_INCREASE	IMMUNITY,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,REMOVE_BUFF,SHATTER,PIERCE,FATIGUE,REDUCED_DAMAGE_DEALT	COCO	NORMAL_DAMAGE,SCARE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	COPY_BUFF,REMOVE_BUFF,SHIELD_SELF	NORMAL_DAMAGE,MOST_WANTED,SKILL_POWER_DECREASE,DAMAGE_DECREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE,ARMOR_DECREASE,REALITY_DECREASE,SCARE,DRAIN	FANTASTIC_DAMAGE,IMMUNITY,INCREASED_DAMAGE_DEALT,DAMAGE_OVER_TIME	REFLECT,MAX_HP_INCREASE	IMMUNITY	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE	REMOVE_BUFF,SHATTER,PIERCE	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT
HEIMLICH	TANK_ROLE,RED_TEAM,A_BUGS_LIFE,TRUE_DAMAGE,DISTRACT,HEAL_SELF,MAX_HP_INCREASE,SCARE,SHIELD_SELF,KNOCKBACK,DETERMINATION,ARMOR_DECREASE,REALITY_DECREASE,BERSERK,ATTACK_SPEED_INCREASE,REFLECT,INVINCIBLE,ARMOR_INCREASE,REALITY_INCREASE,FATIGUE	SHIELD_SELF,SHIELD_TEAM,MAX_HP_INCREASE,SKILL_POWER_INCREASE	IMMUNITY,HEAL_TEAM,SHIELD_TEAM,SHIELD_SELF,TRUE_DAMAGE,STUN	A_BUGS_LIFE	TRUE_DAMAGE,DISTRACT,HEAL_SELF,MAX_HP_INCREASE	SCARE,SHIELD_SELF,HEAL_SELF	KNOCKBACK,DETERMINATION,ARMOR_DECREASE,REALITY_DECREASE	BERSERK,ATTACK_SPEED_INCREASE,REFLECT,HEAL_SELF	TRUE_DAMAGE,INVINCIBLE,ARMOR_INCREASE,REALITY_INCREASE,FATIGUE,MAX_HP_INCREASE,SHIELD_SELF	SHIELD_SELF,SHIELD_TEAM,MAX_HP_INCREASE,SKILL_POWER_INCREASE	IMMUNITY	HEAL_TEAM	SHIELD_TEAM	SHIELD_SELF,IMMUNITY	TRUE_DAMAGE,STUN
HELGA	DPS_ROLE,YELLOW_TEAM,ATLANTIS,NORMAL_DAMAGE,REDUCED_DAMAGE_TAKEN,KNOCKBACK,HEAL_SELF,WEAKNESS,SNARE,STUN,MOVE_SPEED_DECREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ARMOR_DECREASE,DAMAGE_INCREASE,MAX_HP_INCREASE	TENACITY_DECREASE,EVASION_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,HEAL_SELF,WEAKNESS,REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	ATLANTIS	NORMAL_DAMAGE,REDUCED_DAMAGE_TAKEN,KNOCKBACK,HEAL_SELF	NORMAL_DAMAGE,KNOCKBACK,WEAKNESS	NORMAL_DAMAGE,SNARE	STUN	NORMAL_DAMAGE,SNARE,MOVE_SPEED_DECREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	ARMOR_DECREASE,DAMAGE_INCREASE,MAX_HP_INCREASE	TENACITY_DECREASE,EVASION_DECREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	HEAL_SELF	TENACITY_DECREASE,WEAKNESS	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT
HERCULES	TANK_ROLE,BLUE_TEAM,HERCULES,HEAL_SELF,INVINCIBLE,NORMAL_DAMAGE,KNOCKBACK,STUN,MAX_HP_INCREASE,ARMOR_INCREASE,ENERGIZE,DAMAGE_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,HARDY	IMMUNITY,PRECISE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,TRUE_DAMAGE,STUN,TENACITY_DECREASE,WEAKNESS	HERCULES	HEAL_SELF,INVINCIBLE	NORMAL_DAMAGE,KNOCKBACK,STUN	NORMAL_DAMAGE,STUN	MAX_HP_INCREASE	ARMOR_INCREASE,ENERGIZE,MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,HARDY	IMMUNITY	PRECISE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	TRUE_DAMAGE,STUN	TENACITY_DECREASE,WEAKNESS
HIRO	CONTROL_ROLE,RED_TEAM,BIG_HERO_SIX,NORMAL_DAMAGE,STUN,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,FANTASTIC_DAMAGE,SKILL_POWER_INCREASE,DODGE,ENERGY_SELF,REALITY_INCREASE,MAX_HP_INCREASE,EVASION_INCREASE	REALITY_INCREASE,SKILL_POWER_INCREASE,PRECISE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,TENACITY_DECREASE,EVASION_DECREASE,WEAKNESS,INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	BIG_HERO_SIX	NORMAL_DAMAGE,STUN	NORMAL_DAMAGE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	FANTASTIC_DAMAGE,STUN,SKILL_POWER_INCREASE	DODGE,ENERGY_SELF	DODGE,SKILL_POWER_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE,NORMAL_DAMAGE,MAX_HP_INCREASE,EVASION_INCREASE	REALITY_INCREASE,SKILL_POWER_INCREASE,PRECISE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE	TENACITY_DECREASE,EVASION_DECREASE	TENACITY_DECREASE,WEAKNESS	INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
