	EQUIP_HERO	GIFTING_HERO	COLOR	TAGS	LEVEL_TAGS	STAR_TAGS
LILITH_CLAWTHORNE_DAMAGE_AND_SUPPORT	LILITH_CLAWTHORNE	EDA_CLAWTHORNE	PURPLE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,CURSE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	CURSE
LADY_TREMAINE_SUMMONER	LADY_TREMAINE	CHEF_SKINNER	PINK	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE	
LADY_TREMAINE_HEAL	LADY_TREMAINE	SUGA_MAMA	ORANGE	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,HEAL_SELF,HEAL_TEAM	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE	HEAL_SELF,HEAL_TEAM
EDNA_MODE_FATIGUE	EDNA_MODE	CARL	BLUE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,FATIGUE,INCREASED_DAMAGE_DEALT	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	FATIGUE,INCREASED_DAMAGE_DEALT
EDNA_MODE_INCREDIBLES	EDNA_MODE	FRED_FREDERICKSON	RED	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	REDUCED_DAMAGE_TAKEN
PHINEAS_INVENTION_COUNTER_DAMAGE	PHINEAS	LUCA_AND_ALBERTO	BLUE	MAX_HP_INCREASE,EVASION_INCREASE,ARMOR_INCREASE	MAX_HP_INCREASE,EVASION_INCREASE,ARMOR_INCREASE	
PHINEAS_INVENTION_COUNTER_CHARM	PHINEAS	MAX_GOOF	GREEN	MAX_HP_INCREASE,TENACITY_INCREASE,REALITY_INCREASE,CHARM	MAX_HP_INCREASE,TENACITY_INCREASE,REALITY_INCREASE	CHARM
GANTU_SNARE_DMG_BOOST	GANTU	DR_DRAKKEN	ORANGE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,INCREASED_DAMAGE_TAKEN	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	INCREASED_DAMAGE_TAKEN
GANTU_TRAP_DISTRACT	GANTU	CALHOUN	GOLD	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,DISTRACT	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE	DISTRACT
CANDACE_FLYNN_FAST_SKILL1	CANDACE_FLYNN	CHICKEN_LITTLE	ORANGE	MAX_HP_INCREASE,DAMAGE_INCREASE,EVASION_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,EVASION_INCREASE	
CANDACE_FLYNN_NUKE_SKILL1	CANDACE_FLYNN	FERB	RED	MAX_HP_INCREASE,SKILL_POWER_INCREASE,TENACITY_INCREASE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,TENACITY_INCREASE	
CARL_THE_ROBOT_MINI_CARLS	CARL_THE_ROBOT	BAYMAX	PURPLE	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE	
CARL_THE_ROBOT_HEALTH_STEAL	CARL_THE_ROBOT	FRANNY_ROBINSON	GOLD	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE	MAX_HP_INCREASE
YEN_SID_SHIELD_DAMAGE	YEN_SID	RATIGAN	ORANGE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,FANTASTIC_DAMAGE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	FANTASTIC_DAMAGE
YEN_SID_SHIELD_OVER_TIME	YEN_SID	JAKE_LONG	RED	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,SHIELD_SELF,HEAL_OVER_TIME_SELF	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE	SHIELD_SELF,HEAL_OVER_TIME_SELF
DR_CALICO_MOST_WANTED_DEBUFFS	DR_CALICO	CRUELLA	RED	DAMAGE_DECREASE,SKILL_POWER_DECREASE,ATTACK_SPEED_DECREASE,MOST_WANTED,STUN	DAMAGE_DECREASE,SKILL_POWER_DECREASE,ATTACK_SPEED_DECREASE	MOST_WANTED,STUN
DR_CALICO_ENERGY	DR_CALICO	CHESHIRE_CAT	PINK	DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,ENERGY_SELF	DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	ENERGY_SELF
DUCHESS_MOMENTUM_START	DUCHESS	LADY_AND_TRAMP	ORANGE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MOMENTUM	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	MOMENTUM
DUCHESS_MOMENTUM_OVER_TIME	DUCHESS	MUSHU	RED	MAX_HP_INCREASE,SKILL_POWER_INCREASE,MOMENTUM	MAX_HP_INCREASE,SKILL_POWER_INCREASE	MOMENTUM
REUBEN_SKILL1_DAMAGE	REUBEN	FRED_FREDERICKSON	YELLOW	NORMAL_DAMAGE,DAMAGE_INCREASE,ENERGY_SELF	NORMAL_DAMAGE,DAMAGE_INCREASE	ENERGY_SELF
REUBEN_HEAL	REUBEN	JUMBA	PURPLE	HEAL_SELF,HEAL_TEAM,ARMOR_INCREASE,REALITY_INCREASE	HEAL_SELF,HEAL_TEAM,ARMOR_INCREASE,REALITY_INCREASE	HEAL_TEAM
HECTOR_RIVERA_SKILL3_BUFF	HECTOR_RIVERA	LUISA_MADRIGAL	RED	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,CURSE,HEX	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	CURSE,HEX
HECTOR_RIVERA_SCARE	HECTOR_RIVERA	JOE_GARDNER	TEAL	DAMAGE_DECREASE,SKILL_POWER_DECREASE,ATTACK_SPEED_DECREASE,SCARE	DAMAGE_DECREASE,SKILL_POWER_DECREASE,ATTACK_SPEED_DECREASE	SCARE
ENVY_DELAYED_BOOM	ENVY	EDNA_MODE	TEAL	MAX_HP_INCREASE,EVASION_INCREASE,ARMOR_INCREASE,ENERGY_SELF	MAX_HP_INCREASE,EVASION_INCREASE,ARMOR_INCREASE	ENERGY_SELF
ENVY_JEALOUS_DOUBLE	ENVY	BRUNO_MADRIGAL	GREEN	MAX_HP_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,REALITY_INCREASE	
SIMEA_HEX_COUNTER	SIMEA	MOANA	ORANGE	MAX_HP_INCREASE,TENACITY_INCREASE,IMMUNITY	MAX_HP_INCREASE	TENACITY_INCREASE,IMMUNITY
SIMEA_HOW_DARE_YOU_HIT_BABY	SIMEA	ISABELLA_SHAPIRO	YELLOW	MAX_HP_INCREASE,SHIELD_TEAM,TENACITY_INCREASE,DISTRACT	MAX_HP_INCREASE	SHIELD_TEAM,TENACITY_INCREASE,DISTRACT
GISELLE_COPY_BUFFS	GISELLE	ELSA	BLUE	MAX_HP_INCREASE,NORMAL_CRIT_INCREASE,FANTASTIC_CRIT_INCREASE,COPY_BUFF	MAX_HP_INCREASE,NORMAL_CRIT_INCREASE,FANTASTIC_CRIT_INCREASE	COPY_BUFF
GISELLE_HARDY	GISELLE	LUZ_NOCEDA	PURPLE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HARDY	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	HARDY
SCAT_CAT_HEAL	SCAT_CAT	SADNESS	BLUE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,HEAL_SELF	MAX_HP_INCREASE,SKILL_POWER_INCREASE	HEAL_SELF
SCAT_CAT_ATK_SPEED	SCAT_CAT	THOMAS_O_MALLEY	ORANGE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,CRIT_DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,CRIT_DAMAGE_INCREASE	ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE
EMBARRASSMENT_DEBUFF_REDIRECT	EMBARRASSMENT	MEILIN_LEE	ORANGE	MAX_HP_INCREASE,SHIELD_SELF,SHIELD_TEAM,REALITY_INCREASE	MAX_HP_INCREASE,SHIELD_SELF,SHIELD_TEAM,REALITY_INCREASE	
EMBARRASSMENT_REFLECT	EMBARRASSMENT	MAUI	GREEN	MAX_HP_INCREASE,REALITY_INCREASE,REFLECT,HEAL_SELF	MAX_HP_INCREASE,REALITY_INCREASE	REFLECT,HEAL_SELF
ABBY_MALLARD_HEAL	ABBY_MALLARD	CHICKEN_LITTLE	GOLD	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,CRIT_DAMAGE_DECREASE,HEAL_SELF	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,CRIT_DAMAGE_DECREASE	HEAL_SELF
ABBY_MALLARD_ATK_MVM_SPEED_REDUCTION	ABBY_MALLARD	DAISY_DUCK	PURPLE	MAX_HP_INCREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	MAX_HP_INCREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE	ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE
HEADLESS_HORSEMAN_REVIVE_KO_BUFF	HEADLESS_HORSEMAN	JACK_SKELLINGTON	ORANGE	DAMAGE_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE,IMMUNITY,HARDY,SILENCE	DAMAGE_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE	IMMUNITY,HARDY,SILENCE
HEADLESS_HORSEMAN_FIRST_KO_BUFF	HEADLESS_HORSEMAN	EVIL_QUEEN	RED	ARMOR_INCREASE,MAX_HP_INCREASE,DAMAGE_INCREASE,DISTRACT	ARMOR_INCREASE,MAX_HP_INCREASE,DAMAGE_INCREASE	DISTRACT,MAX_HP_INCREASE
ENNUI_HEADSTART	ENNUI	EEYORE	BLUE	MAX_HP_INCREASE,ARMOR_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE	
ENNUI_SAFETY_NET	ENNUI	GENIE	GOLD	MAX_HP_INCREASE,REALITY_INCREASE,ENERGY_REMOVAL	MAX_HP_INCREASE,REALITY_INCREASE	ENERGY_REMOVAL
AMITY_BLIGHT_VOWKEEPER_BUFF	AMITY_BLIGHT	LUZ_NOCEDA	YELLOW	MAX_HP_INCREASE,REFLECT,TENACITY_INCREASE,EVASION_INCREASE	MAX_HP_INCREASE	REFLECT,TENACITY_INCREASE,EVASION_INCREASE
AMITY_BLIGHT_DUELIST_BUFF	AMITY_BLIGHT	EDA_CLAWTHORNE	PURPLE	MAX_HP_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE
MARIE_MOMENTUM_BOOST	MARIE	DUCHESS	ORANGE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,INCREASED_DAMAGE_DEALT	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	INCREASED_DAMAGE_DEALT
MARIE_DAMAGE_REDUCTION	MARIE	BAGHEERA	PINK	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,SKILL_POWER_INCREASE	REDUCED_DAMAGE_TAKEN
ERNESTO_DE_LA_CRUZ_ENEMY_KO_BUFF	ERNESTO_DE_LA_CRUZ	MOTHER_GOTHEL	RED	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,COPY_BUFF	MAX_HP_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE,DAMAGE_INCREASE,ARMOR_INCREASE,	COPY_BUFF
ERNESTO_DE_LA_CRUZ_ALLY_KO_BUFF	ERNESTO_DE_LA_CRUZ	DR_FACILIER	PURPLE	SKILL_POWER_INCREASE,INCREASE_DAMAGE_DEALT,COPY_BUFF,MAX_HP_INCREASE	SKILL_POWER_INCREASE,INCREASE_DAMAGE_DEALT	COPY_BUFF,MAX_HP_INCREASE
GAZELLE_MAX_HP	GAZELLE	CLAWHAUSER	RED	MAX_HP_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	MAX_HP_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	MAX_HP_INCREASE
GAZELLE_REALITY	GAZELLE	POWERLINE	YELLOW	MAX_HP_INCREASE,ATTACK_SPEED_INCREASE,INCREASED_DAMAGE_DEALT,REALITY_INCREASE	MAX_HP_INCREASE,ATTACK_SPEED_INCREASE,INCREASED_DAMAGE_DEALT	REALITY_INCREASE
PIGLET_STAT_DECREASE_BONUS	PIGLET	WINNIE_THE_POOH	GOLD	MAX_HP_INCREASE,REDUCED_DAMAGE_DEALT,WEAKNESS	MAX_HP_INCREASE,REDUCED_DAMAGE_DEALT	WEAKNESS
PIGLET_SCARE_BONUS	PIGLET	FEAR	PURPLE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,ENDURANCE,DETERMINATION	DAMAGE_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	ENDURANCE,DETERMINATION
LIGHTNING_MCQUEEN_IMMUNITY	LIGHTNING_MCQUEEN	DASH	ORANGE	MAX_HP_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE	ATTACK_SPEED_INCREASE,DAMAGE_INCREASE
LIGHTNING_MCQUEEN_SPEED	LIGHTNING_MCQUEEN	BOLT	GOLD	MAX_HP_INCREASE,REALITY_INCREASE,EVASION_INCREASE,MOVE_SPEED_INCREASE,ARMOR_INCREASE	MAX_HP_INCREASE,REALITY_INCREASE,EVASION_INCREASE	MOVE_SPEED_INCREASE,ARMOR_INCREASE,REALITY_INCREASE
DARWIN_SKILL_2_BUFF	DARWIN	BASIL	PURPLE	DAMAGE_INCREASE,REDUCED_DAMAGE_DEALT,ATTACK_SPEED_DECREASE,OVERLOAD	DAMAGE_INCREASE,REDUCED_DAMAGE_DEALT,ATTACK_SPEED_DECREASE	OVERLOAD
DARWIN_SKILL_1_BUFF	DARWIN	GADGET_HACKWRENCH	YELLOW	MAX_HP_INCREASE,DAMAGE_INCREASE,REDUCED_DAMAGE_TAKEN,ENERGY_SELF,SHIELD_TEAM	MAX_HP_INCREASE,DAMAGE_INCREASE,REDUCED_DAMAGE_TAKEN,ENERGY_SELF	SHIELD_TEAM
BAMBI_BERSERK_LINKED_ALLY	BAMBI	BALOO	GREEN	MAX_HP_INCREASE,SKILL_POWER_INCREASE,CRIT_DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,BERSERK,HEAL_TEAM	MAX_HP_INCREASE,SKILL_POWER_INCREASE,CRIT_DAMAGE_INCREASE,ATTACK_SPEED_INCREASE	BERSERK,HEAL_TEAM
BAMBI_HEALING_ENERGY	BAMBI	DUCHESS	YELLOW	MAX_HP_INCREASE,ENERGY_SELF	MAX_HP_INCREASE	ENERGY_SELF
PINOCCHIO_LIES	PINOCCHIO	KUZCO	RED	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,SHIELD_SELF	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	SHIELD_SELF
PINOCCHIO_TRUTH	PINOCCHIO	WOODY	PURPLE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MOMENTUM	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	MOMENTUM
KING_CANDY_TALENTS_IMMUNITIES	KING_CANDY	QUEEN_OF_HEARTS	RED	MAX_HP_INCREASE,DAUNTLESS,STOUT_SENSES,STOIC_DETERMINATION,NIMBLE,ENERGY_SELF,ENERGY_TEAM	MAX_HP_INCREASE,DAUNTLESS,STOUT_SENSES,STOIC_DETERMINATION,NIMBLE	ENERGY_SELF,ENERGY_TEAM
KING_CANDY_SKILL3_BUFF	KING_CANDY	DR_DOOFENSHMIRTZ	YELLOW	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,SHIELD_SHARE,HEAL_SHARE,BOUNTIFUL_GROWTH,ENABLING_SHIELD	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,SHIELD_SHARE,HEAL_SHARE,BOUNTIFUL_GROWTH,ENABLING_SHIELD	
PONGO_MORE_LEAPS	PONGO	MARIE	PINK	ATTACK_SPEED_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,ATTACK_SPEED_INCREASE	ATTACK_SPEED_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE	ATTACK_SPEED_INCREASE
PONGO_LESS_MAXHP	PONGO	BOLT	RED	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_DECREASE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	MAX_HP_DECREASE
HANS_TANK_COUNTER	HANS	CAPTAIN_HOOK	GOLD	MAX_HP_INCREASE	MAX_HP_INCREASE	
HANS_DECEPTION_STAT_REDUCTION	HANS	HADES	ICE_BLUE	MAX_HP_INCREASE,TENACITY_DECREASE,EVASION_DECREASE	MAX_HP_INCREASE	TENACITY_DECREASE,EVASION_DECREASE
BENJAMIN_FRANKLIN_GATES_REDUCED_DAMAGE	BENJAMIN_FRANKLIN_GATES	JACK_SPARROW	GOLD	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE,REDUCED_DAMAGE_DEALT	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE	REDUCED_DAMAGE_DEALT
BENJAMIN_FRANKLIN_GATES_MOMENTUM_BOOST	BENJAMIN_FRANKLIN_GATES	ALADDIN	TEAL	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,REDUCED_DAMAGE_TAKEN,INCREASED_DAMAGE_DEALT	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	REDUCED_DAMAGE_TAKEN,INCREASED_DAMAGE_DEALT
LOTSO_FACADE	LOTSO	EMPEROR_ZURG	PURPLE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ENERGY_SELF,REDUCED_DAMAGE_DEALT	MAX_HP_INCREASE,SKILL_POWER_INCREASE	ENERGY_SELF,REDUCED_DAMAGE_DEALT
LOTSO_IMMUNE_COUNTER	LOTSO	FOZZIE	GOLD	MAX_HP_INCREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,HEX,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	MAX_HP_INCREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE	HEX,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE
DUMBO_DISABLE_KING	DUMBO	BAMBI	GOLD	MAX_HP_INCREASE	MAX_HP_INCREASE	
DUMBO_HEAL	DUMBO	TIMON_AND_PUMBAA	RED	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,HEAL_SELF,HEAL_TEAM,SHIELD_SELF,SHIELD_TEAM	MAX_HP_INCREASE,SKILL_POWER_INCREASE,DAMAGE_INCREASE	HEAL_SELF,HEAL_TEAM,SHIELD_SELF,SHIELD_TEAM
YOKAI_NORMAL_DAMAGE	YOKAI	SYNDROME	RED	DAMAGE_DECREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,WEAKNESS,PIERCE,STUDY	DAMAGE_DECREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	WEAKNESS,DAMAGE_DECREASE,PIERCE,STUDY
YOKAI_FANTASTIC_DAMAGE	YOKAI	DR_DOOFENSHMIRTZ	PURPLE	SKILL_POWER_DECREASE,TENACITY_DECREASE,EVASION_DECREASE,WEAKNESS,SHATTER,SCARE	SKILL_POWER_DECREASE,TENACITY_DECREASE,EVASION_DECREASE	WEAKNESS,SKILL_POWER_DECREASE,SHATTER,SCARE
MOLLY_MCGEE_DAMAGE_INCREASE	MOLLY_MCGEE	ISABELLA_SHAPIRO	ORANGE	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE,ENERGY_SELF,INCREASED_DAMAGE_DEALT	MAX_HP_INCREASE,DAMAGE_INCREASE,REALITY_INCREASE	ENERGY_SELF,INCREASED_DAMAGE_DEALT
MOLLY_MCGEE_ARMOR_REALITY_ARMOR	MOLLY_MCGEE	ANNE_BOONCHUY	PURPLE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE,REALITY_DECREASE,ARMOR_DECREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	REALITY_DECREASE,ARMOR_DECREASE
MATER_ALLIES_SCRAP	MATER	LIGHTNING_MCQUEEN	RED	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	
MATER_COPIES_STACKS	MATER	GOOFY	ORANGE	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,CRIT_DAMAGE_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	CRIT_DAMAGE_INCREASE
CAPTAIN_GRIME_ARMOR_REALITY_INCREASE	CAPTAIN_GRIME	PETE	RED	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	ARMOR_INCREASE,REALITY_INCREASE
CAPTAIN_GRIME_ACID_STACK_EXPLOSION	CAPTAIN_GRIME	MUSHU	GOLD	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	SKILL_POWER_DECREASE,DAMAGE_DECREASE
SCUTTLE_SP_BD_INCREASE	SCUTTLE	ARIEL	ICE_BLUE	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	SKILL_POWER_INCREASE,DAMAGE_INCREASE
SCUTTLE_TRUE_DAMAGE	SCUTTLE	OLAF	YELLOW	ARMOR_INCREASE,MAX_HP_INCREASE,DAMAGE_INCREASE,NORMAL_DAMAGE,TRUE_DAMAGE	ARMOR_INCREASE,MAX_HP_INCREASE,DAMAGE_INCREASE	NORMAL_DAMAGE,TRUE_DAMAGE
MOWGLI_INCREASED_HEALING	MOWGLI	BALOO	GREEN	DAMAGE_INCREASE,SKILL_POWER_INCREASE,CRIT_DAMAGE_INCREASE,HEAL_TEAM,MOMENTUM	DAMAGE_INCREASE,SKILL_POWER_INCREASE,CRIT_DAMAGE_INCREASE	HEAL_TEAM,MOMENTUM
MOWGLI_HARDY	MOWGLI	PETER_PAN	RED	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HARDY	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	HARDY
