	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	GOLD_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
43-7	241	6	YELLOW_1	246		1	BEACH_CITY_3	SADNESS:SORROW,HERCULES::FALSE,RANDALL_BOGGS::FALSE,WASABI:SKILL1	BAYMAX::FALSE,MAXIMUS:STUDY,CARL:SILENCE,MERIDA:FIRE,MINNIE_MOUSE	[boss]CARL:SILENCE,BAYMAX:FREEZE,JESSIE:JUMP_EARLY,ANGER:DOT,PLEAKLEY:DOT,IAN_LIGHTFOOT:BLIND			
43-10	242	6	YELLOW_1	246		1	BEACH_CITY_1	RALPH::FALSE,JESSIE::FALSE,URSULA:ENERGY,HONEY_LEMON::FALSE	GERALD_MARLIN_NEMO:INVINCIBLE,SCAR:INVIS,PLEAKLEY:DOT,CAPTAIN_AMELIA::FALSE,IAN_LIGHTFOOT:REFLECT	[boss]MR_BIG_AND_KOSLOV:STUDY,SWEDISH_CHEF:LOBSTER,RANDALL_BOGGS:TRUE_DMG,JACK_SKELLINGTON:DOT,HECTOR_BARBOSSA:STUDY,COLETTE:SKILL1_BUFF			
43-13	243	6	YELLOW_1	246		1	BEACH_CITY_8	SADNESS:CRIT,RANDALL_BOGGS:TRUE_DMG,WASABI:ENERGY,ANIMAL:SHIELD	GERALD_MARLIN_NEMO,MR_BIG_AND_KOSLOV,JASMINE,HIRO::FALSE	[boss]OOGIE_BOOGIE:POWER,EVIL_QUEEN:STUN,DARKWING_DUCK:SHIELD,POWERLINE:DEBUFF_CLEAR,LI_SHANG:SILENCE,COLETTE:SKILL1_BUFF			
43-16	244	6	YELLOW_1	246		1	BEACH_CITY_7	WINNIE_THE_POOH:HUNNY,JACK_SKELLINGTON::FALSE,EVIL_QUEEN:STUN,EMPEROR_ZURG::FALSE	REX::FALSE,FOZZIE:HEAL,CARL:SILENCE,ROCKETEER:TRUE_DAMAGE,SOULLESS_SPIDER_CONTROL	[boss]BAYMAX:FREEZE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,WINNIE_THE_POOH:HUNNY,JESSIE:JUMP_EARLY,JACK_SKELLINGTON:DOT,JUMBA:PRECISE			
43-19	245	6	YELLOW_1	246		1	BEACH_CITY_10	JOHN_SILVER:STUDY,GERALD_MARLIN_NEMO::FALSE,VANELLOPE::FALSE,BUNSEN_AND_BEAKER:SPEED	SWEDISH_CHEF:FATIGUE,HAMM:TANK,BUNSEN_AND_BEAKER:SPEED,EMPEROR_ZURG::FALSE,URSULA:ENERGY	[boss]GOOFY:BLIND,MADAM_MIM:DAMAGE,MEGAVOLT:CONTROL_COUNTER,CAPTAIN_AMELIA:SPEED,DEMONA:SKILL3,SHAN_YU:STUDY			
44-1	245	6	YELLOW_2	262		1	HUB_PARK_3	SLINKY_DOG:SCARED,JESSIE::FALSE,MADAM_MIM:DAMAGE,JACK_SPARROW::FALSE	SADNESS::FALSE,SLINKY_DOG,DARKWING_DUCK::FALSE,MEGARA:INVINCIBLE	[boss]BARLEY_LIGHTFOOT:QUEST,HAMM:SAP,ELSA:FREEZE,DAVY_JONES:CURSE,TRON:TANK,CALHOUN::FALSE			
44-4	245	6	YELLOW_2	262		1	HUB_PARK_1	WINNIE_THE_POOH:HUNNY,BUZZ::FALSE,MANTICORE:CURSE,HECTOR_BARBOSSA::FALSE	MAXIMUS::FALSE,SLINKY_DOG:SCARED,JOHN_SILVER:STUDY,STITCH:SLOW,CHESHIRE_CAT	[boss]GOOFY:BLIND,MEGAVOLT:CONTROL_COUNTER,WASABI:SKILL1,KRISTOFF_AND_SVEN:HEAL,DAVY_JONES:CURSE,ANGEL:BERSERK			
44-7	246	6	YELLOW_2	262		1	HUB_PARK_5	MAXIMUS::FALSE,EEYORE::FALSE,DEMONA::FALSE,MINNIE_MOUSE::FALSE	DARKWING_DUCK::FALSE,ALADDIN,SCAR::FALSE,ELASTIGIRL::FALSE	[boss]OOGIE_BOOGIE:POWER,WASABI:ENERGY,BUNSEN_AND_BEAKER:SPEED,POWERLINE:DEBUFF_CLEAR,DASH:SHIELD_COUNTER,DAVY_JONES:CURSE			
44-10	247	6	YELLOW_2	262		1	HUB_PARK_9	GOOFY::FALSE,CHICKEN_LITTLE::FALSE,BUNSEN_AND_BEAKER::FALSE,RAPUNZEL::FALSE	BARLEY_LIGHTFOOT:QUEST,MULAN:HEAL_ON_CRIT,TRON::FALSE,LI_SHANG::FALSE	[boss]SADNESS:SORROW,GOOFY:BLIND,JACK_SKELLINGTON:DOT,HECTOR_BARBOSSA:STUDY,MADAM_MIM:DAMAGE,HAMM:SAP			
44-13	248	6	YELLOW_2	262		1	HUB_PARK_9	EEYORE::FALSE,ELSA::FALSE,ANGEL:SILENCE,LOCK_SHOCK_BARREL::FALSE	GOOFY,JACK_SKELLINGTON::FALSE,STITCH:SLOW,QUORRA:CRIT	[boss]CARL:SILENCE,CAPTAIN_AMELIA:SPEED,SHAN_YU:STUDY,BUNSEN_AND_BEAKER:DIVERT,HAMM:TANK,ROCKETEER:TRUE_DAMAGE			
44-16	249	6	YELLOW_2	263		1	HUB_PARK_8	OOGIE_BOOGIE:POWER,HADES::FALSE,ANGER::FALSE,PLEAKLEY:DOT	BARLEY_LIGHTFOOT:SKILL1,MOANA::FALSE,ROCKETEER:SKILL1,BUZZ::FALSE,CHESHIRE_CAT:INVISIBLE	[boss]GONZO:SPEED_COUNTER,MERIDA:FIRE,BUNSEN_AND_BEAKER:DIVERT,QUORRA:CRIT,SCAR:INVIS,IAN_LIGHTFOOT:BLIND			
44-19	250	6	YELLOW_2	263		1	HUB_PARK_1	CHICKEN_LITTLE::FALSE,TIGGER::FALSE,HANK_AND_DORY:DISABLE,FEAR::FALSE	WINNIE_THE_POOH::FALSE,GERALD_MARLIN_NEMO,RANDALL_BOGGS::FALSE,HANK_AND_DORY:DISABLE	[boss]SALLY:REALITY,SADNESS:CRIT,DASH:SHIELD_COUNTER,CAPTAIN_AMELIA:SPEED,IAN_LIGHTFOOT:REFLECT,URSULA:ENERGY			
45-1	250	6	YELLOW_3	278		1	GLITCHED_THEATRE_DISTRICT_9	BALOO::FALSE,ANGER::FALSE,BASIL:DOT,ESMERALDA::FALSE	GOOFY:BLIND,EVIL_QUEEN::FALSE,MULAN:HEAL_ON_CRIT,MIKE::FALSE,IAN_LIGHTFOOT:BLIND	[boss]SADNESS:SORROW,BALOO:HOT,WASABI:SKILL1,DARKWING_DUCK:SHIELD,CHESHIRE_CAT:SAP,DISGUST:SKILL1			
45-4	250	6	YELLOW_3	278		1	GLITCHED_THEATRE_DISTRICT_5	MAXIMUS::FALSE,BAYMAX::FALSE,DUCKY_AND_BUNNY::FALSE,MICKEY_MOUSE::FALSE	HERCULES::FALSE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,CLAWHAUSER:DPS,ELSA:FREEZE,COLETTE	[boss]WINNIE_THE_POOH:HUNNY,SHAN_YU:STUDY,RANDALL_BOGGS:TRUE_DMG,DEMONA:SCARE,HAMM:TANK,YAX:SLOW			
45-7	251	6	YELLOW_3	278		1	GLITCHED_THEATRE_DISTRICT_2	SLINKY_DOG:SCARED,MERIDA::FALSE,KING_LOUIE:BANANA,MOANA::FALSE	SWEDISH_CHEF:LOBSTER,MANTICORE:DOT,YAX::FALSE,SYNDROME::FALSE	[boss]MAXIMUS:STUDY,GONZO:SPEED_COUNTER,WINNIE_THE_POOH:HUNNY,MERIDA:FIRE,EVIL_QUEEN:STUN,JUMBA:PRECISE			
45-10	252	6	YELLOW_3	279		1	GLITCHED_THEATRE_DISTRICT_1	BARLEY_LIGHTFOOT:QUEST,RALPH::FALSE,MADAM_MIM::FALSE,WASABI:ENERGY	ELASTIGIRL::FALSE,HECTOR_BARBOSSA,JACK_SPARROW::FALSE,SIMBA_AND_NALA::FALSE	[boss]SLINKY_DOG:SHIELD,SHAN_YU:STUDY,CAPTAIN_AMELIA:SKILL,MANTICORE:CURSE,WASABI:ENERGY,LINGUINI_AND_REMY:HARDY			
45-13	253	6	YELLOW_3	279		1	GLITCHED_THEATRE_DISTRICT_8	SWEDISH_CHEF:FATIGUE,MADAM_MIM::FALSE,PLEAKLEY:DOT,ROBIN_HOOD::FALSE	HADES,WINNIE_THE_POOH,JASMINE,GIZMODUCK::FALSE	[boss]MR_BIG_AND_KOSLOV:SCARED_FROZEN,GOOFY:BLIND,CAPTAIN_AMELIA:SPEED,MULAN:HEAL_ON_CRIT,COLETTE:SKILL1_BUFF,TRON:TANK			
45-16	254	6	YELLOW_3	279		1	GLITCHED_THEATRE_DISTRICT_3	SWEDISH_CHEF:LOBSTER,EEYORE::FALSE,VANELLOPE::FALSE,DARKWING_DUCK:SHIELD	OLAF,OOGIE_BOOGIE,SOULLESS_ONION,GENIE::FALSE	[boss]JOHN_SILVER:STUDY,SWEDISH_CHEF:LOBSTER,PLEAKLEY:DOT,HAMM:SAP,CAPTAIN_AMELIA:SPEED,SCAR:INVIS			
45-19	255	6	YELLOW_3	279		1	GLITCHED_THEATRE_DISTRICT_5	BAYMAX::FALSE,MULAN::FALSE,ANIMAL:SHIELD,LOCK_SHOCK_BARREL::FALSE	HADES,JOHN_SILVER,BEAST,LAUNCHPAD_MCQUACK::FALSE	[boss]JOHN_SILVER:STUDY,PLEAKLEY:DOT,SHAN_YU:STUDY,BELLE:SAP,SCAR:INVIS,JUMBA:PRECISE			
46-1	255	6	YELLOW_4	295		1	PORTAL_ROOM_10	GERALD_MARLIN_NEMO:INVINCIBLE,EMPEROR_ZURG::FALSE,MANTICORE:CURSE,NICK_WILDE::FALSE	HERCULES::FALSE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,CLAWHAUSER:DPS,ELSA:FREEZE,COLETTE	[boss]CARL:SILENCE,BAYMAX:FREEZE,JESSIE:JUMP_EARLY,ANGER:DOT,PLEAKLEY:DOT,IAN_LIGHTFOOT:BLIND			
46-4	255	6	YELLOW_4	295		1	PORTAL_ROOM_9	SALLY:REALITY,SCAR::FALSE,HAMM:TANK,DASH::FALSE	SWEDISH_CHEF:LOBSTER,MANTICORE:DOT,YAX::FALSE,SYNDROME::FALSE	[boss]MR_BIG_AND_KOSLOV:STUDY,SWEDISH_CHEF:LOBSTER,RANDALL_BOGGS:TRUE_DMG,JACK_SKELLINGTON:DOT,HECTOR_BARBOSSA:STUDY,COLETTE:SKILL1_BUFF			
46-7	256	6	YELLOW_4	295		1	PORTAL_ROOM_2	SLINKY_DOG:SCARED,MERIDA::FALSE,KING_LOUIE:BANANA,MOANA::FALSE	ELASTIGIRL::FALSE,HECTOR_BARBOSSA,JACK_SPARROW::FALSE,SIMBA_AND_NALA::FALSE	[boss]OOGIE_BOOGIE:POWER,EVIL_QUEEN:STUN,DARKWING_DUCK:SHIELD,POWERLINE:DEBUFF_CLEAR,LI_SHANG:SILENCE,COLETTE:SKILL1_BUFF			
46-10	257	6	YELLOW_4	295		1	PORTAL_ROOM_6	BARLEY_LIGHTFOOT:QUEST,RALPH::FALSE,MADAM_MIM::FALSE,WASABI:ENERGY	DARKWING_DUCK::FALSE,ALADDIN,SCAR::FALSE,ELASTIGIRL::FALSE	[boss]SLINKY_DOG:SHIELD,SHAN_YU:STUDY,CAPTAIN_AMELIA:SKILL,MANTICORE:CURSE,WASABI:ENERGY,LINGUINI_AND_REMY:HARDY			
46-13	258	6	YELLOW_4	295		1	PORTAL_ROOM_3	SADNESS:CRIT,RANDALL_BOGGS:TRUE_DMG,WASABI:ENERGY,ANIMAL:SHIELD	BARLEY_LIGHTFOOT:QUEST,MULAN:HEAL_ON_CRIT,TRON::FALSE,LI_SHANG::FALSE	[boss]MR_BIG_AND_KOSLOV:SCARED_FROZEN,GOOFY:BLIND,CAPTAIN_AMELIA:SPEED,MULAN:HEAL_ON_CRIT,COLETTE:SKILL1_BUFF,TRON:TANK			
46-16	259	6	YELLOW_4	295		1	PORTAL_ROOM_9	WINNIE_THE_POOH:HUNNY,JACK_SKELLINGTON::FALSE,EVIL_QUEEN:STUN,EMPEROR_ZURG::FALSE	MAXIMUS::FALSE,SLINKY_DOG:SCARED,JOHN_SILVER:STUDY,STITCH:SLOW,CHESHIRE_CAT	[boss]BAYMAX:FREEZE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,WINNIE_THE_POOH:HUNNY,JESSIE:JUMP_EARLY,JACK_SKELLINGTON:DOT,JUMBA:PRECISE			
46-19	260	6	YELLOW_4	295		1	PORTAL_ROOM_7	JOHN_SILVER:STUDY,GERALD_MARLIN_NEMO::FALSE,VANELLOPE::FALSE,BUNSEN_AND_BEAKER:SPEED	BARLEY_LIGHTFOOT:SKILL1,MOANA::FALSE,ROCKETEER:SKILL1,BUZZ::FALSE,CHESHIRE_CAT:INVISIBLE	[boss]GOOFY:BLIND,MADAM_MIM:DAMAGE,MEGAVOLT:CONTROL_COUNTER,CAPTAIN_AMELIA:SPEED,DEMONA:SKILL3,SHAN_YU:STUDY			
47-1	260	6	YELLOW_5	311		1	SAND_DUNES_7	MAXIMUS::FALSE,EEYORE::FALSE,DEMONA::FALSE,MINNIE_MOUSE::FALSE	GONZO,SCAR::FALSE,ANGER:DOT,MADAM_MIM:DAMAGE	[boss]OOGIE_BOOGIE:POWER,HAMM:SAP,CAPTAIN_AMELIA:SPEED,KING_LOUIE:BANANA,BELLE:SAP,SADNESS:SORROW			
47-4	260	6	YELLOW_5	311		1	SAND_DUNES_3	GOOFY::FALSE,CHICKEN_LITTLE::FALSE,BUNSEN_AND_BEAKER::FALSE,RAPUNZEL::FALSE	REX::FALSE,BALOO:HOT,MR_BIG_AND_KOSLOV:SCARED_FROZEN,SCAR:INVIS,HONEY_LEMON	[boss]MR_BIG_AND_KOSLOV:STUDY,CLAWHAUSER:DPS,MULAN:HEAL_ON_CRIT,ELSA:FREEZE,DAVY_JONES:CURSE,WALL_E:DISABLES			
47-7	261	6	YELLOW_5	311		1	SAND_DUNES_1	EEYORE::FALSE,ELSA::FALSE,ANGEL:SILENCE,LOCK_SHOCK_BARREL::FALSE	BAYMAX::FALSE,MAXIMUS:STUDY,CARL:SILENCE,MERIDA:FIRE,MINNIE_MOUSE	[boss]CARL:SILENCE,CAPTAIN_AMELIA:SPEED,SHAN_YU:STUDY,BUNSEN_AND_BEAKER:DIVERT,HAMM:TANK,ROCKETEER:TRUE_DAMAGE			
47-10	262	6	YELLOW_5	312		1	SAND_DUNES_6	SALLY:REALITY,SCAR::FALSE,HAMM:TANK,DASH::FALSE	GOOFY,JACK_SKELLINGTON::FALSE,STITCH:SLOW,QUORRA:CRIT	[boss]GONZO:SPEED_COUNTER,MERIDA:FIRE,BUNSEN_AND_BEAKER:DIVERT,QUORRA:CRIT,SCAR:INVIS,IAN_LIGHTFOOT:BLIND			
47-13	263	6	YELLOW_5	312		1	SAND_DUNES_3	SADNESS:SORROW,HERCULES::FALSE,RANDALL_BOGGS::FALSE,WASABI:SKILL1	BARLEY_LIGHTFOOT:SKILL1,MOANA::FALSE,ROCKETEER:SKILL1,BUZZ::FALSE,CHESHIRE_CAT:INVISIBLE	[boss]GONZO:SPEED_COUNTER,ANGER:DOT,BELLE:SPEED,QUORRA:CRIT,BUNSEN_AND_BEAKER:SPEED,MERIDA:FIRE			
47-16	264	6	YELLOW_5	312		1	SAND_DUNES_4	RALPH::FALSE,JESSIE::FALSE,URSULA:ENERGY,HONEY_LEMON::FALSE	SWEDISH_CHEF:LOBSTER,MANTICORE:DOT,YAX::FALSE,SYNDROME::FALSE	[boss]JOHN_SILVER:TANK,ROCKETEER:TRUE_DAMAGE,BELLE:SPEED,MERIDA:FIRE,MINNIE_MOUSE:CHARM,DAVY_JONES:CURSE			
47-19	265	6	YELLOW_5	312		1	SAND_DUNES_10	SADNESS:CRIT,RANDALL_BOGGS:TRUE_DMG,WASABI:ENERGY,ANIMAL:SHIELD	ELASTIGIRL::FALSE,HECTOR_BARBOSSA,JACK_SPARROW::FALSE,SIMBA_AND_NALA::FALSE	[boss]SWEDISH_CHEF:FATIGUE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,MULAN:KNOCKBACK,EVIL_QUEEN:SPEED,QUORRA:CRIT,HAMM:SAP			
48-1	265	6	YELLOW_6	328		1	DESERT_CITY_7	GERALD_MARLIN_NEMO:INVINCIBLE,EMPEROR_ZURG::FALSE,MANTICORE:CURSE,NICK_WILDE::FALSE	DARKWING_DUCK::FALSE,ALADDIN,SCAR::FALSE,ELASTIGIRL::FALSE	[boss]CARL:SILENCE,CAPTAIN_AMELIA:SPEED,SHAN_YU:STUDY,BUNSEN_AND_BEAKER:DIVERT,HAMM:TANK,ROCKETEER:TRUE_DAMAGE			
48-4	265	6	YELLOW_6	328		1	DESERT_CITY_2	SALLY:REALITY,SCAR::FALSE,HAMM:TANK,DASH::FALSE	BARLEY_LIGHTFOOT:QUEST,MULAN:HEAL_ON_CRIT,TRON::FALSE,LI_SHANG::FALSE	[boss]GONZO:SPEED_COUNTER,MERIDA:FIRE,BUNSEN_AND_BEAKER:DIVERT,QUORRA:CRIT,SCAR:INVIS,IAN_LIGHTFOOT:BLIND			
48-7	266	6	YELLOW_6	328		1	DESERT_CITY_3	EEYORE::FALSE,ELSA::FALSE,ANGEL:SILENCE,LOCK_SHOCK_BARREL::FALSE	BARLEY_LIGHTFOOT:QUEST,MULAN:HEAL_ON_CRIT,TRON::FALSE,LI_SHANG::FALSE	[boss]SALLY:REALITY,SADNESS:CRIT,DASH:SHIELD_COUNTER,CAPTAIN_AMELIA:SPEED,IAN_LIGHTFOOT:REFLECT,URSULA:ENERGY			
48-10	267	6	YELLOW_6	328		1	DESERT_CITY_5	SADNESS:CRIT,RANDALL_BOGGS:TRUE_DMG,WASABI:ENERGY,ANIMAL:SHIELD	HERCULES::FALSE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,CLAWHAUSER:DPS,ELSA:FREEZE,COLETTE	[boss]MR_BIG_AND_KOSLOV:STUDY,CLAWHAUSER:DPS,MULAN:HEAL_ON_CRIT,ELSA:FREEZE,DAVY_JONES:CURSE,WALL_E:DISABLES			
48-13	268	6	YELLOW_6	328		1	DESERT_CITY_4	WINNIE_THE_POOH:HUNNY,JACK_SKELLINGTON::FALSE,EVIL_QUEEN:STUN,EMPEROR_ZURG::FALSE	SWEDISH_CHEF:LOBSTER,MANTICORE:DOT,YAX::FALSE,SYNDROME::FALSE	[boss]JOHN_SILVER:TANK,ROCKETEER:TRUE_DAMAGE,BELLE:SPEED,MERIDA:FIRE,MINNIE_MOUSE:CHARM,DAVY_JONES:CURSE			
48-16	269	6	YELLOW_6	328		1	DESERT_CITY_3	SWEDISH_CHEF:FATIGUE,MADAM_MIM::FALSE,PLEAKLEY:DOT,ROBIN_HOOD::FALSE	MR_INCREDIBLE,BO_PEEP,BUNSEN_AND_BEAKER,TIA_DALMA::FALSE	[boss]SWEDISH_CHEF:FATIGUE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,MULAN:KNOCKBACK,EVIL_QUEEN:SPEED,QUORRA:CRIT,HAMM:SAP			
48-19	270	6	YELLOW_6	329		1	DESERT_CITY_2	RALPH::FALSE,JESSIE::FALSE,URSULA:ENERGY,HONEY_LEMON::FALSE	BALOO:CHARM,JESSIE:JUMP_EARLY,MIGUEL::FALSE,JAFAR::FALSE	[boss]WINNIE_THE_POOH:HUNNY,SLINKY_DOG:SHIELD,MADAM_MIM:DAMAGE,JESSIE:JUMP_EARLY,PLEAKLEY:DOT,EVIL_QUEEN:STUN			
49-1	270	6	YELLOW_7	344		1	GLITCHED_CITY_9	BALOO:CHARM,SCAR:INVIS,HECTOR_BARBOSSA::FALSE,DAVY_JONES:CURSE	SADNESS::FALSE,SLINKY_DOG,DARKWING_DUCK::FALSE,MEGARA:INVINCIBLE	[boss]MR_BIG_AND_KOSLOV:STUDY,CLAWHAUSER:DPS,MULAN:HEAL_ON_CRIT,ELSA:FREEZE,DAVY_JONES:CURSE,WALL_E:DISABLES			
49-4	270	6	YELLOW_7	345		1	GLITCHED_CITY_6	GOOFY::FALSE,CHICKEN_LITTLE::FALSE,BUNSEN_AND_BEAKER::FALSE,RAPUNZEL::FALSE	MAXIMUS::FALSE,SLINKY_DOG:SCARED,JOHN_SILVER:STUDY,STITCH:SLOW,CHESHIRE_CAT	[boss]CARL:SILENCE,BAYMAX:FREEZE,JESSIE:JUMP_EARLY,ANGER:DOT,PLEAKLEY:DOT,IAN_LIGHTFOOT:BLIND			
49-7	271	6	YELLOW_7	345		1	GLITCHED_CITY_3	EEYORE::FALSE,ELSA::FALSE,ANGEL:SILENCE,LOCK_SHOCK_BARREL::FALSE	DARKWING_DUCK::FALSE,ALADDIN,SCAR::FALSE,ELASTIGIRL::FALSE	[boss]CARL:SILENCE,CAPTAIN_AMELIA:SPEED,SHAN_YU:STUDY,BUNSEN_AND_BEAKER:DIVERT,HAMM:TANK,ROCKETEER:TRUE_DAMAGE			
49-10	272	6	YELLOW_7	345		1	GLITCHED_CITY_10	SADNESS:SORROW,HERCULES::FALSE,RANDALL_BOGGS::FALSE,WASABI:SKILL1	DARKWING_DUCK::FALSE,ALADDIN,SCAR::FALSE,ELASTIGIRL::FALSE	[boss]GONZO:SPEED_COUNTER,ANGER:DOT,BELLE:SPEED,QUORRA:CRIT,BUNSEN_AND_BEAKER:SPEED,MERIDA:FIRE			
49-13	273	6	YELLOW_7	345		1	GLITCHED_CITY_1	RALPH::FALSE,JESSIE::FALSE,URSULA:ENERGY,HONEY_LEMON::FALSE	BARLEY_LIGHTFOOT:QUEST,MULAN:HEAL_ON_CRIT,TRON::FALSE,LI_SHANG::FALSE	[boss]JOHN_SILVER:TANK,ROCKETEER:TRUE_DAMAGE,BELLE:SPEED,MERIDA:FIRE,MINNIE_MOUSE:CHARM,DAVY_JONES:CURSE			
49-16	274	6	YELLOW_7	345		1	GLITCHED_CITY_9	SALLY:REALITY,SCAR::FALSE,HAMM:TANK,DASH::FALSE	HERCULES::FALSE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,CLAWHAUSER:DPS,ELSA:FREEZE,COLETTE	[boss]BAYMAX:FREEZE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,WINNIE_THE_POOH:HUNNY,JESSIE:JUMP_EARLY,JACK_SKELLINGTON:DOT,JUMBA:PRECISE			
49-19	275	6	YELLOW_7	345		1	GLITCHED_CITY_3	EEYORE::FALSE,ELSA::FALSE,ANGEL:SILENCE,LOCK_SHOCK_BARREL::FALSE	SWEDISH_CHEF:LOBSTER,MANTICORE:DOT,YAX::FALSE,SYNDROME::FALSE	[boss]GOOFY:BLIND,MADAM_MIM:DAMAGE,MEGAVOLT:CONTROL_COUNTER,CAPTAIN_AMELIA:SPEED,DEMONA:SKILL3,SHAN_YU:STUDY			
50-1	275	6	YELLOW_8	361		1	PORTAL_ROOM_7	SWEDISH_CHEF:LOBSTER,BUNSEN_AND_BEAKER:DIVERT,SHEGO:FANTASTIC,DAVY_JONES:CURSE	SWEDISH_CHEF::FALSE,GOOFY,RANDALL_BOGGS::FALSE,JUMBA:PRECISE	[boss]SHERIFF_OF_NOTTINGHAM:CHARM,RON_STOPPABLE:HEAL,ELSA:SHIELD,CAPTAIN_AMELIA:SKILL,LINGUINI_AND_REMY:HARDY,IAN_LIGHTFOOT:REFLECT			
50-4	275	6	YELLOW_8	361		1	PORTAL_ROOM_9	FOZZIE::FALSE,MULAN::FALSE,HANK_AND_DORY:DISABLE,FEAR::FALSE	BO_PEEP::FALSE,CLAWHAUSER,DARKWING_DUCK::FALSE,MINNIE_MOUSE:CHARM	[boss]BARLEY_LIGHTFOOT:SKILL1,SLINKY_DOG:SHIELD,KIDA:ENERGY,MOANA:JUMP,IAN_LIGHTFOOT:BLIND,SYNDROME:STUDY			
50-7	276	6	YELLOW_8	362		1	PORTAL_ROOM_8	CARL:SILENCE,ROCKETEER::FALSE,SHEGO:ENERGIZED,EVE::FALSE	MR_BIG_AND_KOSLOV:STUDY,EVE::FALSE,GO_GO:ENERGY,MULAN::FALSE,IAN_LIGHTFOOT:BLIND	[boss]SWEDISH_CHEF:FATIGUE,MR_BIG_AND_KOSLOV:STUDY,BELLE:SAP,HAMM:TANK,VINNY_SANTORINI:SPEED,GO_GO:SLOW			
50-10	277	6	YELLOW_8	362		1	PORTAL_ROOM_9	SHERIFF_OF_NOTTINGHAM:CHARM,BUZZ::FALSE,KIDA:ENERGY,HELGA::FALSE	SLINKY_DOG:SCARED,GO_GO:ENERGY,TIMON_AND_PUMBAA::FALSE,FEAR::FALSE	[boss]JOHN_SILVER:TANK,SADNESS:CRIT,FRED_FREDERICKSON:BLIND,ELSA:SHIELD,SHEGO:ENERGIZED,MUSHU:CRIT			
50-13	278	6	YELLOW_8	362		1	PORTAL_ROOM_5	HERCULES::FALSE,MEGAVOLT:CONTROL_COUNTER,NICK_WILDE::FALSE,JOY::FALSE	JOHN_SILVER,JACK_JACK::FALSE,VINNY_SANTORINI:SPEED,WASABI:ENERGY	[boss]MAXIMUS:BUFF_REMOVAL,MEGAVOLT:CONTROL_COUNTER,EVIL_QUEEN:STUN,ROCKETEER:TRUE_DAMAGE,SHAN_YU:STUDY,DISGUST:SKILL1			
50-16	279	6	YELLOW_8	362		1	PORTAL_ROOM_5	SADNESS:SORROW,MEGAVOLT:CONTROL_COUNTER,BUNSEN_AND_BEAKER:DIVERT,MINNIE_MOUSE:STUN	CLAWHAUSER:REALITY,BEAST,EVIL_QUEEN::FALSE,MISS_PIGGY::FALSE	[boss]BARLEY_LIGHTFOOT:QUEST,SHERIFF_OF_NOTTINGHAM:CHARM,HAMM:SAP,SHEGO:FANTASTIC,MINNIE_MOUSE:STUN,ANGEL:BERSERK			
50-19	280	6	YELLOW_8	362		1	PORTAL_ROOM_8	SADNESS:SORROW,CARL::FALSE,RANDALL_BOGGS:TRUE_DMG,KRISTOFF_AND_SVEN:HEAL	CHICKEN_LITTLE::FALSE,GONZO,RANDALL_BOGGS::FALSE,TRON:TANK	[boss]SWEDISH_CHEF:LOBSTER,KIDA:ENERGY,BUNSEN_AND_BEAKER:DIVERT,DEMONA:SKILL3,SCROOGE_MCDUCK:DAMAGE_STUN,LINGUINI_AND_REMY:HARDY			
51-1	280	6	YELLOW_9	378		1	SAND_DUNES_7	SADNESS::FALSE,NICK_WILDE::FALSE,SYNDROME:STUDY,MINNIE_MOUSE::FALSE	OOGIE_BOOGIE,RANDALL_BOGGS::FALSE,KIDA:ENERGY,SCROOGE_MCDUCK:DAMAGE_STUN	[boss]CLAWHAUSER:REALITY,BARLEY_LIGHTFOOT:SKILL1,MEGAVOLT:CONTROL_COUNTER,WASABI:SKILL1,RANDALL_BOGGS:TRUE_DMG,ROCKETEER:TRUE_DAMAGE			
51-4	280	6	YELLOW_9	378		1	SAND_DUNES_3	JOHN_SILVER:TANK,RALPH::FALSE,CAPTAIN_AMELIA:SPEED,HUEY_DEWEY_LOUIE:BEAR_TRAP	BO_PEEP::FALSE,SWEDISH_CHEF,JACK_JACK::FALSE,KRISTOFF_AND_SVEN:HEAL	[boss]FRED_FREDERICKSON:BLIND,BELLE:SAP,SHAN_YU:STUDY,ANGEL:BERSERK,RAPUNZEL:SHIELD_COUNTER,IAN_LIGHTFOOT:REFLECT			
