	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER	NORMAL_CRIT_NEGATION	FANTASTIC_CRIT_NEGATION
BIRTHDAY_CAKE	GEAR	RED	157	R21	183,018	73,207,457	686	78,890	1200		19600		1365										0	0			1193.5		
HOPPERS_FROG_LEGS	GEAR	RED	159	R21	161,630	64,652,194	606	69,690	1050		16000						4500						0	0			1540		
SMELL_THE_CORK	GEAR	RED	158	R21	171,269	68,507,653	642	73,830	1100		16000					4500							0	0			1540		
BEARS_NATURAL_HABITAT	GEAR	RED	158	R21	176,049	70,419,960	660	75,900	1150					16200			2200						0	0			602		
TEETH_TOUR_79	GEAR	ORANGE	155	R21	17,812	7,124,888	67	7,705	100		15500												0	0			620		
MARK_OF_THE_GUARD	GEAR	ORANGE	155	R21	17,812	7,124,888	67	7,705	100		15000												0	0			600		
THE_HYPERION	GEAR	ORANGE	155	R21	17,812	7,124,888	67	7,705	100		13500												0	0			540		
BINGO_IS_HIS_NAMEO	GEAR	ORANGE	155	R21	17,812	7,124,888	67	7,705	100		18500												0	0			740		
ROLLY_POLLY	GEAR	RED	160	R22	14,245	5,698,369	53	6,095	75		21000												0	0			840		
SPRIG_TIME	GEAR	RED	160	R22	14,245	5,698,369	53	6,095	75							2500	2500						0	0			1000		
CALAMITY_BOX	GEAR	RED	160	R22	28,501	11,400,593	107	12,305	175		26000					6500	6500						0	0			3640		
OWL_STAFF	GEAR	ORANGE	160	R22	113,090	45,236,102	424	48,760	725		33333	1250	1750				8800						0	0			4368.32		
OWL_LADY	GEAR	ORANGE	161	R22	102,651	41,060,639	385	44,275	650		31250					7500							0	0			2750		
ITTY_BIDDY	GEAR	ORANGE	162	R22	101,263	40,505,453	380	43,700	650				3000										0	0			900		
HAY_BAILER_ACCIDENT	GEAR	ORANGE	163	R22	112,589	45,035,618	422	48,530	725		29500	565					6900						0	0			2899		
TRES_SOMBREROS	GEAR	ORANGE	164	R22	119,981	47,992,755	450	51,750	775			421	1100										0	0			582.6		
GODDESS_OF_ADVENTURE	GEAR	ORANGE	165	R22	115,846	46,338,763	434	49,910	750		22000	380	650										0	0			1303		
MOONSTONE_THORN	GEAR	ORANGE	162	R22	109,928	43,971,511	412	47,380	700				606	13500									0	0			316.8		
HI_IM_NORM	GEAR	RED	161	R22	158,806	63,522,544	595	68,425	1025		36200		1776	15555		5200	5200						0	0			4216.35		
FLOATING_BABY_HEAD	GEAR	RED	162	R22	168,734	67,493,667	633	72,795	1100		34101	889				2200	3400						0	0			3017.44		
FAIRY_FENCERS	GEAR	RED	162	R22	164,531	65,812,687	617	70,955	1075		34504	689											0	0			1793.56		
TREEHOUSE	GEAR	RED	164	R22	178,681	71,472,501	670	77,050	1150		34504		1056										0	0			1696.96		
TREASURE_PARROT	GEAR	RED	163	R22	177,274	70,909,604	665	76,475	1150		24500	450		12333									0	0			1373.33		
SAILOR_STRIPES	GEAR	RED	163	R22	174,372	69,749,110	654	75,210	1125		16000												0	0			640		
NAUTILUS	GEAR	ORANGE	160	R22	17,812	7,124,888	67	7,705	100		35000												0	0			1400		
GIANT_SQUID_ATTACK	GEAR	ORANGE	160	R22	17,812	7,124,888	67	7,705	100			1200											0	0			720		
LEPRECHAUN_KING	GEAR	ORANGE	160	R22	17,812	7,124,888	67	7,705	100				1600										0	0			480		
TIME_OF_LEARNING	GEAR	ORANGE	160	R22	17,812	7,124,888	67	7,705	100		33000												0	0			1320		
FREEMAN_OF_THE_CITY	GEAR	RED	165	R23	14,245	5,698,369	53	6,095	75		24057.5												0	0			962.3		
TOY_SOLDIER	GEAR	RED	165	R23	14,245	5,698,369	53	6,095	75														0	0			0		
THAT_DARN_CAT	GEAR	RED	165	R23	28,501	11,400,593	107	12,305	175		25910												0	0			1036.4		
CAR_FLOATY	GEAR	ORANGE	170	R23	109,928	43,971,511	412	47,380	700		35722.5	1997.5	3380			5500							0	0			4741.4		
MILLION_DOLLAR_DUCK	GEAR	ORANGE	168	R23	109,928	43,971,511	412	47,380	700			2022.5	4112.5				5750						0	0			3597.25		
STAINED_GLASS_ROSE	GEAR	ORANGE	165	R23	109,928	43,971,511	412	47,380	700								8000						0	0			1600		
PAPER_CUTOUT	GEAR	ORANGE	169	R23	119,172	47,668,896	447	51,405	775							7250							0	0			1450		
WILDERNESS_EXPLORER_HANDBOOK	GEAR	ORANGE	167	R23	126,719	50,687,721	475	54,625	825		22500	1125		9000									0	0			1665		
WILDERNESS_EXPLORER_LOGO	GEAR	ORANGE	167	R23	109,928	43,971,511	412	47,380	700		14162.5												0	0			566.5		
BE_MY_PAL	GEAR	ORANGE	166	R23	113,234	45,293,933	425	48,875	725				1137.5	10500			5555						0	0			1557.25		
BIG_DONUT	GEAR	RED	167	R23	219,761	87,904,467	824	94,760	1425		33887.5	1747.5	2997.5			5332.5	4727.5						0	0			5315.25		
BADGE_OF_SURPRISE	GEAR	RED	166	R23	218,845	87,538,199	820	94,300	1425		47220					9000							0	0			3688.8		
TACO_CAT	GEAR	RED	166	R23	221,419	88,567,606	830	95,450	1450		33855	757.5					6250						0	0			3058.7		
PURPLE_PEACOCKS	GEAR	RED	168	R23	230,354	92,141,617	864	99,360	1500		22500			8332.5		4000							0	0			1783.33		
PIANO_KITTIES	GEAR	RED	169	R23	223,096	89,238,456	836	96,140	1450		17500		1800										0	0			1240		
SUNKEN_CITY	GEAR	RED	168	R23	221,100	88,440,376	829	95,335	1450		10000	555				1012.5							0	0			935.5		
BOOKS_GALORE	GEAR	ORANGE	165	R23	17,812	7,124,888	67	7,705	100		8750												0	0			350		
POTION_PROTECTION	GEAR	ORANGE	165	R23	17,812	7,124,888	67	7,705	100		8750												0	0			350		
MOUSE_MUG	GEAR	ORANGE	165	R23	17,812	7,124,888	67	7,705	100		7500												0	0			300		
BUGGY_INVENTION	GEAR	ORANGE	165	R23	17,812	7,124,888	67	7,705	100				1715										0	0			514.5		
FISH_OUT_OF_WATER	GEAR	RED	170	R24	14,245	5,698,369	53	6,095	75			1250											0	0			750		
ALIEN_INVASION	GEAR	RED	170	R24	14,245	5,698,369	53	6,095	75		22522.5												0	0			900.9		
INSTANT_MAKEOVER	GEAR	RED	170	R24	28,501	11,400,593	107	12,305	175		25002.5	1375											0	0			1825.1		
EVENING_STROLL	GEAR	ORANGE	171	R24	131,712	52,684,849	494	56,810	850		50002.5	1907.5	2757.5										0	0			3971.85		
DEPARTURE_DENIED	GEAR	ORANGE	172	R24	131,769	52,707,981	494	56,810	850			1890	2557.5				7000						0	0			3301.25		
SUMMER_DESTINATION	GEAR	ORANGE	173	R24	116,213	46,485,270	436	50,140	750		47407.5		2640										0	0			2688.3		
PIP	GEAR	ORANGE	170	R24	141,100	56,440,066	529	60,835	925		40882.5		2380										0	0			2349.3		
ALIEN_SAUCER	GEAR	ORANGE	172	R24	135,548	54,219,321	508	58,420	875		38090	830											0	0			2021.6		
VOLCANOES	GEAR	ORANGE	174	R24	119,393	47,757,572	448	51,520	775		33065	1057.5				3130							0	0			2583.1		
SEA_URCHIN	GEAR	ORANGE	171	R24	140,791	56,316,691	528	60,720	900				1130	2130									0	0			360.3		
WEEBO	GEAR	RED	172	R24	252,359	100,943,630	946	108,790	1650		47505	2062.5	3312.5										0	0			4131.45		
UNLIKELY_PALS	GEAR	RED	175	R24	253,351	101,340,742	950	109,250	1650		55555	2500		8888									0	0			3811.08		
WINTER_DEPARTMENT	GEAR	RED	174	R24	244,532	97,812,997	917	105,455	1600			1880	2415										0	0			1852.5		
BIGFOOT	GEAR	RED	172	R24	254,826	101,930,628	955	109,825	1650							4000	5525						0	0			1905		
CLOCK_TOWER	GEAR	RED	173	R24	266,942	106,776,940	1,001	115,115	1750		25500		1550				2750						0	0			2035		
NOTRE_DAME_GARGOYLES	GEAR	RED	173	R24	246,662	98,665,054	925	106,375	1600					9907.5		3625							0	0			824.08		
WALK_LIKE_AN_ELEPHANT	GEAR	ORANGE	170	R24	17,812	7,124,888	67	7,705	100			1500											0	0			900		
PUDGE	GEAR	ORANGE	170	R24	17,812	7,124,888	67	7,705	100			1625											0	0			975		
BUSTER	GEAR	ORANGE	170	R24	17,812	7,124,888	67	7,705	100			1625											0	0			975		
TINY_THE_TREX	GEAR	ORANGE	170	R24	17,812	7,124,888	67	7,705	100			1375											0	0			825		
BEANSTALK	GEAR	RED	175	R25	14,245	5,698,369	53	6,095	75		28762.5		1255										0	0			1527		
DUCKCYCLE	GEAR	RED	175	R25	14,245	5,698,369	53	6,095	75			1125		30000									0	0			975		
PUA	GEAR	RED	175	R25	28,501	11,400,593	107	12,305	175		35500	1405	2380	30000									0	0			3277		
KAKAMORA	GEAR	ORANGE	178	R25	145,167	58,067,069	544	62,560	950			2750	3250										0	0			2625		
TELEPHONE	GEAR	ORANGE	176	R25	143,962	57,585,137	540	62,100	925			2400	3625										0	0			2527.5		
TITLE_TRADING	GEAR	ORANGE	177	R25	136,859	54,743,664	513	58,995	875		33000		2650										0	0			2115		
FREE_RIDE	GEAR	ORANGE	179	R25	136,223	54,489,203	511	58,765	875				2300			6752.5							0	0			2040.5		
KING_OWL	GEAR	ORANGE	176	R25	147,953	59,181,297	555	63,825	950		30500	1980					8000						0	0			4008		
TOUGH_CHOICE	GEAR	ORANGE	177	R25	145,871	58,348,518	547	62,905	950		26250			20020									0	0			1250.2		
PERRY	GEAR	ORANGE	179	R25	145,505	58,202,010	545	62,675	950		21300	800	1412.5										0	0			1755.75		
EVIL_KERMIT	GEAR	RED	172	R25	260,031	104,012,575	975	112,125	1700		39015	2300	3800			6512.5	7262.5						0	0			6835.6		
TEA_TIME	GEAR	RED	175	R25	281,930	112,772,179	1,057	121,555	1825		33000		2800				6750						0	0			3510		
KEEP_QUIET	GEAR	RED	174	R25	241,332	96,532,985	905	104,075	1575				3875										0	0			1162.5		
BAD_HAIR_DAY	GEAR	RED	172	R25	250,315	100,126,273	938	107,870	1625							7500	7500						0	0			3000		
THE_BETTYS	GEAR	RED	173	R25	267,703	107,081,521	1,004	115,460	1750			1325				4662.5							0	0			1727.5		
CONSCIENCE	GEAR	RED	173	R25	288,706	115,482,566	1,082	124,430	1875		21512.5			17250		2020							0	0			1437		
STORYBOOK	GEAR	RED	175	R25	17,812	7,124,888	67	7,705	100		30000	1500											0	0			2100		
WHAT_A_VIEW	GEAR	RED	175	R25	17,812	7,124,888	67	7,705	100		30000	1875											0	0			2325		
IMAGINARY_CHEF	GEAR	RED	175	R25	17,812	7,124,888	67	7,705	100				2020			3750	3750						0	0			2106		
CHEESY_HIDEOUT	GEAR	RED	175	R25	17,812	7,124,888	67	7,705	100		30000												0	0			1200		
OWL_CREST	GEAR	RED	180	R26	14,245	5,698,369	53	6,095	75		41665												0	0			1666.6		
MARIGOLD_PETAL	GEAR	RED	180	R26	14,245	5,698,369	53	6,095	75								9000						0	0			1800		
RIVERBEND	GEAR	RED	180	R26	28,501	11,400,593	107	12,305	175		49690						10500						0	0			4087.6		
KREBBS	GEAR	ORANGE	181	R26	129,456	51,782,671	485	55,775	825		60000		7000										0	0			4500		
JOANNAS_EGG	GEAR	ORANGE	183	R26	130,102	52,040,987	488	56,120	850		50837.5	2625											0	0			3608.5		
FISH_SCHOOL	GEAR	ORANGE	182	R26	134,545	53,818,353	504	57,960	875		58137.5	1887.5	4880										0	0			4922		
ARCHIMEDES	GEAR	ORANGE	185	R26	137,601	55,040,534	516	59,340	900							12497.5							0	0			2499.5		
MIM_COTTAGE	GEAR	ORANGE	184	R26	140,184	56,073,797	526	60,490	900								16387.5						0	0			3277.5		
HIGHER_FOR_HIRE	GEAR	ORANGE	184	R26	135,374	54,149,923	508	58,420	875		42512.5		3907.5	13250									0	0			3005.25		
WILDCAT_HOUSEBOAT	GEAR	ORANGE	182	R26	134,545	53,818,353	504	57,960	875		22512.5			38250									0	0			1283		
SCAREDY_ELEPHANT	GEAR	RED	182	R26	281,650	112,660,370	1,056	121,440	1825		55555					14050							0	0			5032.2		
QUITE_A_JUNGLE	GEAR	RED	185	R26	283,000	113,200,134	1,061	122,015	1850		50000					10500	10502.5						0	0			6200.5		
MONKEY_SEE	GEAR	RED	184	R26	288,879	115,551,965	1,083	124,545	1875		49000		3412.5										0	0			2983.75		
FAIR_FOLK	GEAR	RED	182	R26	282,894	113,157,724	1,061	122,015	1850		40000		4606				11250						0	0			5231.8		
GURGI	GEAR	RED	183	R26	302,027	120,810,811	1,132	130,180	1975		40000					11250							0	0			3850		
PET_COLLECTOR	GEAR	RED	183	R26	280,417	112,166,871	1,051	120,865	1825					40500			5500						0	0			1505		
PREHISTORIC_RODENTS	GEAR	RED	180	R26	17,812	7,124,888	67	7,705	100		38750												0	0			1550		
CAVE_DRAWING	GEAR	RED	180	R26	17,812	7,124,888	67	7,705	100		37500												0	0			1500		
SCREENSLAVER	GEAR	RED	180	R26	17,812	7,124,888	67	7,705	100		33750												0	0			1350		
COFFEE_VOID	GEAR	RED	180	R26	17,812	7,124,888	67	7,705	100		46250												0	0			1850		
I_WIN	GEAR	RED	185	R27	14,245	5,698,369	53	6,095	75		52500												0	0			2100		
GOOFBALL_ISLAND	GEAR	RED	185	R27	14,245	5,698,369	53	6,095	75							6250	6250						0	0			2500		
HOCKEY_ISLAND	GEAR	RED	185	R27	28,501	11,400,593	107	12,305	175		65000					16250	16250						0	0			9100		
FRIENDSHIP_ISLAND	GEAR	ORANGE	187	R27	148,714	59,485,878	558	64,170	975		83332.5	3125	4375				22000						0	0			10920.8		
HONESTY_ISLAND	GEAR	ORANGE	189	R27	138,276	55,310,416	518	59,570	900		78125					18750							0	0			6875		
FAMILY_ISLAND	GEAR	ORANGE	186	R27	136,888	54,755,230	513	58,995	875				7500										0	0			2250		
IMAGINARY_BOYFRIEND	GEAR	ORANGE	189	R27	148,213	59,285,394	556	63,940	950		73750	1412.5					17250						0	0			7247.5		
MULTICOLORED_DRESS	GEAR	ORANGE	188	R27	155,606	62,242,532	583	67,045	1000			1052.5	2750										0	0			1456.5		
EYE_OF_FATES	GEAR	ORANGE	187	R27	151,471	60,588,540	568	65,320	975		55000	950	1625										0	0			3257.5		
BEADS_OF_JADE	GEAR	ORANGE	188	R27	145,553	58,221,288	546	62,790	950				1515	33750									0	0			792		
PEEPHOLE	GEAR	RED	186	R27	266,797	106,719,108	1,000	115,000	1750		90500		4440	38887.5		13000	13000						0	0			10540.88		
THE_CLAW	GEAR	RED	187	R27	272,311	108,924,430	1,021	117,415	1775		85252.5	2222.5				5500	8500						0	0			7543.6		
WHEEZY	GEAR	RED	188	R27	256,513	102,605,333	962	110,630	1675		86260	1722.5											0	0			4483.9		
RING_OF_STONES	GEAR	RED	187	R27	263,530	105,412,107	988	113,620	1725		86260		2640										0	0			4242.4		
WOODEN_BEAR	GEAR	RED	186	R27	264,359	105,743,677	991	113,965	1725		61250	1125		30832.5									0	0			3433.33		
BEAGLE_BOYS	GEAR	RED	189	R27	260,947	104,378,844	978	112,470	1700		40000												0	0			1600		
SQUEAKER_SQUEAK	GEAR	RED	185	R27	17,812	7,124,888	67	7,705	100		87500						10500						0	0			5600		
MAD_PURSUIT	GEAR	RED	185	R27	17,812	7,124,888	67	7,705	100			3000											0	0			1800		
WARNING_CLOCK	GEAR	RED	185	R27	17,812	7,124,888	67	7,705	100				4000										0	0			1200		
FOREST_TREK	GEAR	RED	185	R27	17,812	7,124,888	67	7,705	100		82500												0	0			3300		
TRAVELERS_KIT	GEAR	RED	190	R28	14,245	5,698,369	53	6,095	75		60145												0	0			2405.8		
FLOWER_CROWN	GEAR	RED	190	R28	14,245	5,698,369	53	6,095	75														0	0			0		
MOON_OVER_LONDON	GEAR	RED	190	R28	28,501	11,400,593	107	12,305	175		64775												0	0			2591		
MAP	GEAR	ORANGE	194	R28	145,553	58,221,288	546	62,790	950		89307.5	4995	8450			13750							0	0			11854.3		
FOOT_TREE	GEAR	ORANGE	191	R28	145,553	58,221,288	546	62,790	950			5057.5	10282.5				14375						0	0			8994.25		
ONLOOKERS	GEAR	ORANGE	192	R28	145,553	58,221,288	546	62,790	950								20000						0	0			4000		
NECKLACE	GEAR	ORANGE	192	R28	154,796	61,918,673	580	66,700	1000							18125							0	0			3625		
WARDROBE	GEAR	ORANGE	194	R28	162,343	64,937,498	609	70,035	1050		56250	2812.5		22500									0	0			4162.5		
LAMPPOST	GEAR	ORANGE	191	R28	145,553	58,221,288	546	62,790	950		35407.5												0	0			1416.3		
GNOME_RAINBOW	GEAR	ORANGE	193	R28	148,859	59,543,710	558	64,170	975				2845	26250			13887.5						0	0			3893.5		
TARZAN_PARROTS	GEAR	RED	195	R28	320,494	128,197,870	1,202	138,230	2100		84720	4370	7495			13332.5	11820						0	0			13289.8		
FALL_LEAVES	GEAR	RED	194	R28	315,800	126,320,262	1,184	136,160	2050		118050					22500							0	0			9222		
MODERN_MALLARD	GEAR	RED	193	R28	319,906	127,962,687	1,199	137,885	2075		84637.5	1895					15625						0	0			7647.5		
COWSMOOPOLITAN	GEAR	RED	194	R28	307,183	122,873,481	1,152	132,480	2000		56250			20832.5		10000							0	0			4458.33		
GARGOYLE_DRAWINGS	GEAR	RED	195	R28	326,865	130,746,329	1,225	140,875	2125		43750		4500										0	0			3100		
HERCULES_STATUE	GEAR	RED	192	R28	327,511	131,004,645	1,228	141,220	2125		25000	1387.5				2532.5							0	0			2339		
GREEK_GARDEN	GEAR	RED	190	R28	17,812	7,124,888	67	7,705	100		21875												0	0			875		
WATER_HORSE	GEAR	RED	190	R28	17,812	7,124,888	67	7,705	100		21875												0	0			875		
TARGET_DUMMY	GEAR	RED	190	R28	17,812	7,124,888	67	7,705	100		18750												0	0			750		
SNOWY_VILLAGE	GEAR	RED	190	R28	17,812	7,124,888	67	7,705	100				4287.5										0	0			1286.25		
MYSTERIOUS_MAILBOX	GEAR	RED	195	R29	14,245	5,698,369	53	6,095	75			3125											0	0			1875		
INTERDIMENSIONAL_RIFT	GEAR	RED	195	R29	14,245	5,698,369	53	6,095	75		56308												0	0			2252.32		
MR_BIMBO	GEAR	RED	195	R29	28,501	11,400,593	107	12,305	175		62508	3438											0	0			4563.12		
MO	GEAR	ORANGE	196	R29	151,837	60,735,047	569	65,435	975		125008	4770	6895										0	0			9930.82		
UNPLEASANT_UNICORN	GEAR	ORANGE	196	R29	176,724	70,689,842	663	76,245	1150			4725	6395				17500						0	0			8253.5		
DOUBLE_MOONS	GEAR	ORANGE	197	R29	171,172	68,469,098	642	73,830	1100		118520		6600										0	0			6720.8		
BLAZEY	GEAR	ORANGE	195	R29	155,018	62,007,349	581	66,815	1000		102208		5950										0	0			5873.32		
GUMMI_GLEN	GEAR	ORANGE	198	R29	176,416	70,566,468	661	76,015	1150		95225	2075											0	0			5054		
GUMMISCOPE	GEAR	ORANGE	196	R29	167,336	66,934,625	627	72,105	1075		82663	2645				7825							0	0			6458.52		
GREAT_BOOK_OF_GUMMI	GEAR	ORANGE	195	R29	167,394	66,957,758	628	72,220	1075				2825	5325									0	0			900.75		
NEWS_FLASH	GEAR	RED	200	R29	307,665	123,066,254	1,153	132,595	2000		118763	5158	8283										0	0			10330.22		
HIT_THE_LIGHTS	GEAR	RED	199	R29	314,287	125,714,955	1,178	135,470	2050		138888	6250		22220									0	0			9527.72		
ALWAYS_A_CRITIC	GEAR	RED	196	R29	310,084	124,033,975	1,163	133,745	2025			4700	6038										0	0			4631.4		
BADGE_OF_BONDING	GEAR	RED	198	R29	333,487	133,395,029	1,250	143,750	2175							10000	13813						0	0			4762.6		
CINNAMON_ROLL	GEAR	RED	198	R29	339,617	135,847,101	1,273	146,395	2225		63750		3875				6875						0	0			5087.5		
OLD_RUSTY	GEAR	RED	197	R29	319,916	127,966,543	1,199	137,885	2075					24770		9063							0	0			2060.3		
KINDERGARTENERS	GEAR	RED	195	R29	17,812	7,124,888	67	7,705	100			3750											0	0			2250		
GALILEO	GEAR	RED	195	R29	17,812	7,124,888	67	7,705	100			4063											0	0			2437.8		
STUNNING_SYMPHONY	GEAR	RED	195	R29	17,812	7,124,888	67	7,705	100			4063											0	0			2437.8		
WHEN_WHALES_FLY	GEAR	RED	195	R29	17,812	7,124,888	67	7,705	100			3438											0	0			2062.8		
YOUNG_LOVE	GEAR	RED	200	R30	14,245	5,698,369	53	6,095	75		71908		3138										0	0			3817.72		
MANLY_URGES	GEAR	RED	200	R30	14,245	5,698,369	53	6,095	75			2813		75000									0	0			2437.8		
GOOD_BAD_GUY	GEAR	RED	200	R30	28,501	11,400,593	107	12,305	175		88750	3513	5950	75000									0	0			8192.8		
ONE_JUMP_AHEAD	GEAR	ORANGE	204	R30	171,847	68,738,980	644	74,060	1125			6875	8125										0	0			6562.5		
ROAD_FLARE	GEAR	ORANGE	200	R30	180,792	72,316,846	678	77,970	1175			6000	9063										0	0			6318.9		
ZE_DIRT	GEAR	ORANGE	201	R30	181,495	72,598,295	680	78,200	1175		82500		6625										0	0			5287.5		
GUMBO_POT	GEAR	ORANGE	202	R30	172,483	68,993,440	647	74,405	1125				5750			16883							0	0			5101.6		
JOLLY_ROGER_FLAG	GEAR	ORANGE	202	R30	183,577	73,431,074	688	79,120	1200		76250	4950					20000						0	0			10020		
CAPTAIN_FLINTS_PORTAL	GEAR	ORANGE	201	R30	181,129	72,451,787	679	78,085	1175		65625			50050									0	0			3125.5		
POOR_OLIVER	GEAR	ORANGE	203	R30	179,587	71,834,914	673	77,395	1175		53250	2000	3533										0	0			4389.9		
MIGHTY_EAGLE	GEAR	RED	201	R30	397,680	159,072,387	1,491	171,465	2600		97538	5750	9500			16283	18158						0	0			17089.72		
FRESH_CATCH	GEAR	RED	202	R30	387,165	154,866,081	1,451	166,865	2525		82500		7000				16875						0	0			8775		
RUTT_AND_TUKE	GEAR	RED	202	R30	397,825	159,130,219	1,491	171,465	2600				9688										0	0			2906.4		
GYPSY	GEAR	RED	203	R30	390,027	156,011,152	1,462	168,130	2550							18750	18750						0	0			7500		
HIT_THE_GONG	GEAR	RED	205	R30	376,437	150,574,955	1,411	162,265	2450			3313				11658							0	0			4319.4		
OUTER_SPACE_CAT	GEAR	RED	204	R30	399,512	159,804,924	1,498	172,270	2600		53783			43125		5050							0	0			3592.57		
TOBY	GEAR	RED	200	R30	17,812	7,124,888	67	7,705	100		75000	3750											0	0			5250		
ESCAPE_BALLOON	GEAR	RED	200	R30	17,812	7,124,888	67	7,705	100		75000	4688											0	0			5812.8		
WANTED_MCLEACH	GEAR	RED	200	R30	17,812	7,124,888	67	7,705	100				5050			9375	9375						0	0			5265		
FROG_BAND	GEAR	RED	200	R30	17,812	7,124,888	67	7,705	100		75000												0	0			3000		
FLOATING_CRYSTALS	GEAR	RED	205	R31	14,245	5,698,369	53	6,095	75		104163												0	0			4166.52		
ARENDELLE_CASTLE	GEAR	RED	205	R31	14,245	5,698,369	53	6,095	75								22500						0	0			4500		
BIG_SNOWFLAKE	GEAR	RED	205	R31	28,501	11,400,593	107	12,305	175		124225						26250						0	0			10219		
SNOWGIES	GEAR	ORANGE	207	R31	165,726	66,290,764	621	71,415	1075		150000		17500										0	0			11250		
SAILING_INTO_THE_SUNSET	GEAR	ORANGE	207	R31	173,225	69,290,311	649	74,635	1125		127095	6563											0	0			9021.6		
OPEN_ROAD	GEAR	ORANGE	208	R31	170,170	68,068,130	638	73,370	1100		145345	4720	12200										0	0			12305.8		
PATCH_OF_HEAVEN	GEAR	ORANGE	206	R31	165,081	66,032,448	619	71,185	1075							31245							0	0			6249		
CHICK_HAT	GEAR	ORANGE	206	R31	170,170	68,068,130	638	73,370	1100								40970						0	0			8194		
NIGHT_RIDERS	GEAR	ORANGE	208	R31	170,999	68,399,700	641	73,715	1100		106283		9770	33125									0	0			7513.57		
BADGE_OF_PRIDE	GEAR	ORANGE	209	R31	175,808	70,323,574	659	75,785	1150		56283			95625									0	0			3207.57		
SKULL_ISLAND	GEAR	RED	209	R31	434,143	173,657,589	1,628	187,220	2825		138888					35125							0	0			12580.52		
TAKE_A_WALK	GEAR	RED	208	R31	426,249	170,499,968	1,598	183,770	2775		125000					26250	26258						0	0			15501.6		
OSWALD	GEAR	RED	206	R31	424,842	169,937,070	1,593	183,195	2775		122500		8533										0	0			7459.9		
CLOAKED_FIGURE	GEAR	RED	207	R31	426,683	170,673,463	1,600	184,000	2800		100000		11515				28125						0	0			13079.5		
HIDING_FROM_HALLOWEEN	GEAR	RED	209	R31	450,520	180,208,014	1,689	194,235	2950		100000					28125							0	0			9625		
UGLY_DUCKLING	GEAR	RED	208	R31	426,028	170,411,292	1,597	183,655	2775					101250			13750						0	0			3762.5		
FLOWERS_AND_TREES	GEAR	RED	205	R31	17,812	7,124,888	67	7,705	100		96875												0	0			3875		
SALTY_THE_SEAL	GEAR	RED	205	R31	17,812	7,124,888	67	7,705	100		93750												0	0			3750		
OWL_BATH	GEAR	RED	205	R31	17,812	7,124,888	67	7,705	100		84375												0	0			3375		
PERSEPHONE	GEAR	RED	205	R31	17,812	7,124,888	67	7,705	100		115625												0	0			4625		
BADGE_OF_BEAUTY	GEAR	RED	210	R32	14,245	5,698,369	53	6,095	75		131250												0	0			5250		
GEPPETTO_WORKSHOP	GEAR	RED	210	R32	14,245	5,698,369	53	6,095	75							15625	15625						0	0			6250		
HONEST_JOHN	GEAR	RED	210	R32	28,501	11,400,593	107	12,305	175		162500					40625	40625						0	0			22750		
TOOTHY_GRIN_YZMA	GEAR	ORANGE	214	R32	184,339	73,735,655	691	79,465	1200		208333	7813	10938				55000						0	0			27302.52		
REFLECTION	GEAR	ORANGE	212	R32	173,900	69,560,193	652	74,980	1125		195313					46875							0	0			17187.52		
CHEAT_ARROW	GEAR	ORANGE	214	R32	172,512	69,005,007	647	74,405	1125				18750										0	0			5625		
GREAT_STONE_DRAGON	GEAR	ORANGE	212	R32	183,837	73,535,171	689	79,235	1200		184375	3533					43125						0	0			18119.8		
