	CATEGORY	UNLOCK_REQS	POINTS	REWARDS
BADGE_AVATARS_272	MISC_AVATARS	PLATINUM_PAY_THROUGH_THE_TEETH_GEAR_AVATAR, PLATINUM_NACO_GEAR_AVATAR, PLATINUM_POWER_UP_GEAR_AVATAR, PLATINUM_POOH_STICKS_GEAR_AVATAR, PLATINUM_PENTHOUSE_CASTLE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_273	MISC_AVATARS	PLATINUM_SKELETON_DANCE_GEAR_AVATAR, PLATINUM_STAR_CASE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_274	MISC_AVATARS	PLATINUM_BADGE_OF_SWEETNESS_GEAR_AVATAR, PLATINUM_BREAKFAST_PORRIDGE_GEAR_AVATAR, PLATINUM_BADGE_OF_ACCOMPLISHMENT_GEAR_AVATAR, PLATINUM_BECAUSE_WE_CARE_GEAR_AVATAR, PLATINUM_GOLDEN_SUN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_275	MISC_AVATARS	PLATINUM_MORNING_FUEL_GEAR_AVATAR, PLATINUM_MOUSERCISE_GEAR_AVATAR, PLATINUM_HEROS_NIGHT_OUT_GEAR_AVATAR, PLATINUM_MARVELOUS_TOY_GEAR_AVATAR, PLATINUM_HAPPY_THOUGHTS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_276	MISC_AVATARS	PLATINUM_PERKIS_POWER_GEAR_AVATAR, PLATINUM_PAPEL_PICADO_GEAR_AVATAR, PLATINUM_NEST_EGG_GEAR_AVATAR, PLATINUM_SAN_FRANSOKYO_SEWER_GEAR_AVATAR, PLATINUM_ON_A_ROLL_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_277	MISC_AVATARS	PLATINUM_SUIT_UP_GEAR_AVATAR, PLATINUM_SHEPHERDS_JOURNAL_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_278	MISC_AVATARS	PLATINUM_AUTO_GEAR_AVATAR, PLATINUM_CHEESE_WHEEL_GEAR_AVATAR, PLATINUM_ANGRY_EYES_GEAR_AVATAR, PLATINUM_BLUE_UMBRELLA_GEAR_AVATAR, PLATINUM_COMMANDERS_CREST_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_279	MISC_AVATARS	PLATINUM_IRRESISTIBLY_SHINY_GEAR_AVATAR, PLATINUM_LEAGUE_CHEW_TOY_GEAR_AVATAR, PLATINUM_GOLDEN_HARP_GEAR_AVATAR, PLATINUM_IN_THE_DOGHOUSE_GEAR_AVATAR, PLATINUM_DRIVING_WITH_STYLE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_280	MISC_AVATARS	PLATINUM_RED_UMBRELLA_GEAR_AVATAR, PLATINUM_PENNY_TEDDY_BEAR_GEAR_AVATAR, PLATINUM_MAGIC_MIRROR_GEAR_AVATAR, PLATINUM_RETURN_TO_THE_FOLD_GEAR_AVATAR, PLATINUM_NOPE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_281	MISC_AVATARS	PLATINUM_SPINACH_PUFFS_GEAR_AVATAR, PLATINUM_SIDS_TOY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_282	MISC_AVATARS	PLATINUM_FOUR_POSTER_BED_GEAR_AVATAR, PLATINUM_VICTORIOUS_URN_GEAR_AVATAR, PLATINUM_BIRDS_OF_A_FEATHER_GEAR_AVATAR, PLATINUM_BREAD_AND_BUTTERFLIES_GEAR_AVATAR, PLATINUM_RED_BALLOON_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_283	MISC_AVATARS	PLATINUM_SKY_PIRATES_GEAR_AVATAR, PLATINUM_GEORGETTES_BOWL_GEAR_AVATAR, PLATINUM_TICK_TOCK_GEAR_AVATAR, PLATINUM_DINOSAUR_EGG_GEAR_AVATAR, PLATINUM_BABY_BRIBE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_284	MISC_AVATARS	PLATINUM_GARDEN_SONG_GEAR_AVATAR, PLATINUM_TRIPLEDENT_GUN_GEAR_AVATAR, PLATINUM_SWEETER_TOOTH_GEAR_AVATAR, PLATINUM_PIT_STOP_GEAR_AVATAR, PLATINUM_BADGE_OF_TRAVELING_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_285	MISC_AVATARS	PLATINUM_WIND_UP_MOUSE_GEAR_AVATAR, PLATINUM_MAGICAL_BREAKFAST_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_286	MISC_AVATARS	PLATINUM_MR_CARROT_GEAR_AVATAR, PLATINUM_HAPPY_PANCAKE_GEAR_AVATAR, PLATINUM_LOST_PETS_GEAR_AVATAR, PLATINUM_ANIMAL_AURORA_GEAR_AVATAR, PLATINUM_ROYAL_DIARY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_287	MISC_AVATARS	PLATINUM_BADGE_OF_SORROW_GEAR_AVATAR, PLATINUM_HYPNOTIC_MELODY_GEAR_AVATAR, PLATINUM_TEMPTING_SWITCH_GEAR_AVATAR, PLATINUM_ROCKET_POP_GEAR_AVATAR, PLATINUM_DRAGON_SWING_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_288	MISC_AVATARS	PLATINUM_CONFUZZLE_BALLOON_GEAR_AVATAR, PLATINUM_FRIENDLY_SURVIVOR_GEAR_AVATAR, PLATINUM_THE_GREY_STUFF_GEAR_AVATAR, PLATINUM_HAPPY_MILKSHAKE_GEAR_AVATAR, PLATINUM_UNICORN_DREAMS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_289	MISC_AVATARS	PLATINUM_HOUSE_OF_CARDS_GEAR_AVATAR, PLATINUM_LUCKY_CRICKET_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_290	MISC_AVATARS	PLATINUM_BULLIES_ARE_GROSS_GEAR_AVATAR, PLATINUM_ENTHUSIASTIC_DISHWARE_GEAR_AVATAR, PLATINUM_ACTION_FIGURE_GEAR_AVATAR, PLATINUM_SEADUCK_GEAR_AVATAR, PLATINUM_EXPLORE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_291	MISC_AVATARS	PLATINUM_BADGE_OF_DELIGHT_GEAR_AVATAR, PLATINUM_MICKEY_PRETZEL_GEAR_AVATAR, PLATINUM_BAYOU_BOOGIE_GEAR_AVATAR, PLATINUM_DIMENSIONAL_SCISSORS_GEAR_AVATAR, PLATINUM_UNBEWEAVEABLE_RETURNS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_292	MISC_AVATARS	PLATINUM_PRACTICE_SLED_GEAR_AVATAR, PLATINUM_REFRESHING_FRUIT_GEAR_AVATAR, PLATINUM_HOLD_THE_LINE_GEAR_AVATAR, PLATINUM_TSUMDERE_GEAR_AVATAR, PLATINUM_SUPER_TEAM_ASSEMBLE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_293	MISC_AVATARS	PLATINUM_SUN_CROWN_GEAR_AVATAR, PLATINUM_CHOCOLATE_BAR_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_294	MISC_AVATARS	PLATINUM_LOST_AND_FOUND_GEAR_AVATAR, PLATINUM_HERCULADE_GEAR_AVATAR, PLATINUM_TIGHT_SQUEEZE_GEAR_AVATAR, PLATINUM_BEIGNETS_GEAR_AVATAR, PLATINUM_ROMANTIC_BOAT_RIDE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_295	MISC_AVATARS	PLATINUM_MAN_IN_THE_MOON_GEAR_AVATAR, PLATINUM_SPINNING_WHEEL_GEAR_AVATAR, PLATINUM_POLKA_DOTS_GEAR_AVATAR, PLATINUM_NEW_CAR_SMELL_GEAR_AVATAR, PLATINUM_BADGE_OF_INTIMIDATION_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_296	MISC_AVATARS	PLATINUM_BLACK_FLAME_CANDLE_GEAR_AVATAR, PLATINUM_GUMMI_MEDALION_GEAR_AVATAR, PLATINUM_INFINITY_SIDED_DIE_GEAR_AVATAR, PLATINUM_LOCKED_AWAY_MEMORIES_GEAR_AVATAR, PLATINUM_ESCAPAY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_297	MISC_AVATARS	PLATINUM_SELINES_ORB_GEAR_AVATAR, PLATINUM_ANOTHER_BADGE_OF_FRIENDSHIP_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_298	MISC_AVATARS	PLATINUM_GRAND_FINALE_GEAR_AVATAR, PLATINUM_ABSTRACT_THOUGHT_GEAR_AVATAR, PLATINUM_NO_LLAMAS_GEAR_AVATAR, PLATINUM_TOUR_BUS_GEAR_AVATAR, PLATINUM_IM_LATE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_299	MISC_AVATARS	PLATINUM_CURIOUS_MAZE_GEAR_AVATAR, PLATINUM_BATH_TIME_GEAR_AVATAR, PLATINUM_DOGGONE_DEADLINES_GEAR_AVATAR, PLATINUM_SMALL_FRY_GEAR_AVATAR, PLATINUM_WAMPY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_300	MISC_AVATARS	PLATINUM_MODEL_CITY_GEAR_AVATAR, PLATINUM_MORE_TAMALES_GEAR_AVATAR, PLATINUM_CLOUD_KICKER_GEAR_AVATAR, PLATINUM_GROTTO_GIFT_GEAR_AVATAR, PLATINUM_SAIL_THE_STARS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_301	MISC_AVATARS	PLATINUM_PEAS_IN_A_POD_GEAR_AVATAR, PLATINUM_FLUTTERBY_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_302	MISC_AVATARS	PLATINUM_CAMPING_SITCH_GEAR_AVATAR, PLATINUM_FEARAMID_GEAR_AVATAR, PLATINUM_PLUCKED_PELICAN_GEAR_AVATAR, PLATINUM_PISTON_CUP_GEAR_AVATAR, PLATINUM_THE_PACIFIER_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_303	MISC_AVATARS	PLATINUM_GREAT_STAR_GEAR_AVATAR, PLATINUM_MISSION_FORCE_ONE_GEAR_AVATAR, PLATINUM_WEATHER_THE_STORM_GEAR_AVATAR, PLATINUM_SHEER_PERFECTION_GEAR_AVATAR, PLATINUM_DISNEY_ON_ICE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_304	MISC_AVATARS	PLATINUM_HISSY_FIT_GEAR_AVATAR, PLATINUM_FORGOTTEN_SPELLBOOK_GEAR_AVATAR, PLATINUM_CRYSTAL_PURE_GEAR_AVATAR, PLATINUM_PHOENIX_GATE_GEAR_AVATAR, PLATINUM_SHEARED_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_305	MISC_AVATARS	PLATINUM_FLY_AWAY_HOME_GEAR_AVATAR, PLATINUM_CLASSIC_CAR_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_306	MISC_AVATARS	PLATINUM_MONSTER_MAIL_GEAR_AVATAR, PLATINUM_FOREST_SPIRIT_GEAR_AVATAR, PLATINUM_WATCH_FOR_SPIT_GEAR_AVATAR, PLATINUM_RING_OF_FIRE_GEAR_AVATAR, PLATINUM_BADGE_OF_AGILITY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_307	MISC_AVATARS	PLATINUM_SQUISHY_GEAR_AVATAR, PLATINUM_WATER_MUSIC_GEAR_AVATAR, PLATINUM_INNER_BEAUTY_GEAR_AVATAR, PLATINUM_SNAKE_BALLOON_GEAR_AVATAR, PLATINUM_CLEAN_SWEAP_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_308	MISC_AVATARS	PLATINUM_PROGRAM_SCANNER_GEAR_AVATAR, PLATINUM_CALL_THE_SUPER_GEAR_AVATAR, PLATINUM_SMART_HOUSE_GEAR_AVATAR, PLATINUM_HORSE_WITH_TWO_REAR_ENDS_GEAR_AVATAR, PLATINUM_LOST_NANNY_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_309	MISC_AVATARS	PLATINUM_SPOONFUL_OF_SUGAR_GEAR_AVATAR, PLATINUM_ROYAL_DOULTON_BOWL_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_310	MISC_AVATARS	PLATINUM_WADDLES_GEAR_AVATAR, PLATINUM_SMOOTH_JAZZ_GEAR_AVATAR, PLATINUM_DAYDREAM_HUNTER_GEAR_AVATAR, PLATINUM_THINGS_FALL_APART_GEAR_AVATAR, PLATINUM_LITTLE_HELPER_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_311	MISC_AVATARS	PLATINUM_SEWER_SHARK_GEAR_AVATAR, PLATINUM_FIXER_UPPER_GEAR_AVATAR, PLATINUM_MOVEABLE_COAT_RACK_GEAR_AVATAR, PLATINUM_PEA_SOUP_GEAR_AVATAR, PLATINUM_CAT_FAMILY_PORTRAIT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_312	MISC_AVATARS	PLATINUM_MICKEY_WAFFLES_GEAR_AVATAR, PLATINUM_CAT_IN_A_BOX_GEAR_AVATAR, PLATINUM_ANGRY_CHIPMUNKS_GEAR_AVATAR, PLATINUM_PRETEND_PRINCE_GEAR_AVATAR, PLATINUM_BOTTOMLESS_BAG_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_313	MISC_AVATARS	PLATINUM_AZTEC_SKULL_GEAR_AVATAR, PLATINUM_INTERDIMENSIONAL_DOOR_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_314	MISC_AVATARS	PLATINUM_WIND_CAN_DO_IT_GEAR_AVATAR, PLATINUM_MELODYS_NECKLACE_GEAR_AVATAR, PLATINUM_TRUSTY_BIKE_GEAR_AVATAR, PLATINUM_DONT_BAT_AN_EYE_GEAR_AVATAR, PLATINUM_BAO_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_315	MISC_AVATARS	PLATINUM_CAT_ON_A_LAPTOP_GEAR_AVATAR, PLATINUM_GRUESOME_GRAVE_GEAR_AVATAR, PLATINUM_ESCAPE_GEAR_AVATAR, PLATINUM_PIXY_PARADE_GEAR_AVATAR, PLATINUM_BABY_PROOF_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_316	MISC_AVATARS	PLATINUM_ARLOS_ROCK_GEAR_AVATAR, PLATINUM_PERCYS_BATH_TIME_GEAR_AVATAR, PLATINUM_ARLOS_BERRIES_GEAR_AVATAR, PLATINUM_JANES_SKETCH_GEAR_AVATAR, PLATINUM_FISH_IN_A_BOWL_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_317	MISC_AVATARS	PLATINUM_DANCING_MUSHROOMS_GEAR_AVATAR, PLATINUM_BUG_JUICE_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_318	MISC_AVATARS	PLATINUM_TEETH_TOUR_79_GEAR_AVATAR, PLATINUM_MARK_OF_THE_GUARD_GEAR_AVATAR, PLATINUM_THE_HYPERION_GEAR_AVATAR, PLATINUM_BEARS_NATURAL_HABITAT_GEAR_AVATAR, PLATINUM_BINGO_IS_HIS_NAMEO_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_319	MISC_AVATARS	PLATINUM_OWL_LADY_GEAR_AVATAR, PLATINUM_SPRIG_TIME_GEAR_AVATAR, PLATINUM_CALAMITY_BOX_GEAR_AVATAR, PLATINUM_ROLLY_POLLY_GEAR_AVATAR, PLATINUM_OWL_STAFF_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_320	MISC_AVATARS	PLATINUM_MOONSTONE_THORN_GEAR_AVATAR, PLATINUM_GODDESS_OF_ADVENTURE_GEAR_AVATAR, PLATINUM_HAY_BAILER_ACCIDENT_GEAR_AVATAR, PLATINUM_ITTY_BIDDY_GEAR_AVATAR, PLATINUM_TRES_SOMBREROS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_321	MISC_AVATARS	PLATINUM_FLOATING_BABY_HEAD_GEAR_AVATAR, PLATINUM_HI_IM_NORM_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_322	MISC_AVATARS	PLATINUM_SAILOR_STRIPES_GEAR_AVATAR, PLATINUM_NAUTILUS_GEAR_AVATAR, PLATINUM_GIANT_SQUID_ATTACK_GEAR_AVATAR, PLATINUM_LEPRECHAUN_KING_GEAR_AVATAR, PLATINUM_TIME_OF_LEARNING_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_323	MISC_AVATARS	PLATINUM_FREEMAN_OF_THE_CITY_GEAR_AVATAR, PLATINUM_TOY_SOLDIER_GEAR_AVATAR, PLATINUM_THAT_DARN_CAT_GEAR_AVATAR, PLATINUM_CAR_FLOATY_GEAR_AVATAR, PLATINUM_MILLION_DOLLAR_DUCK_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_324	MISC_AVATARS	PLATINUM_STAINED_GLASS_ROSE_GEAR_AVATAR, PLATINUM_PAPER_CUTOUT_GEAR_AVATAR, PLATINUM_WILDERNESS_EXPLORER_HANDBOOK_GEAR_AVATAR, PLATINUM_WILDERNESS_EXPLORER_LOGO_GEAR_AVATAR, PLATINUM_BE_MY_PAL_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_325	MISC_AVATARS	PLATINUM_BIG_DONUT_GEAR_AVATAR, PLATINUM_BADGE_OF_SURPRISE_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_326	MISC_AVATARS	PLATINUM_SUNKEN_CITY_GEAR_AVATAR, PLATINUM_BOOKS_GALORE_GEAR_AVATAR, PLATINUM_POTION_PROTECTION_GEAR_AVATAR, PLATINUM_BUGGY_INVENTION_GEAR_AVATAR, PLATINUM_MOUSE_MUG_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_327	MISC_AVATARS	PLATINUM_EVENING_STROLL_GEAR_AVATAR, PLATINUM_FISH_OUT_OF_WATER_GEAR_AVATAR, PLATINUM_ALIEN_INVASION_GEAR_AVATAR, PLATINUM_DEPARTURE_DENIED_GEAR_AVATAR, PLATINUM_INSTANT_MAKEOVER_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_328	MISC_AVATARS	PLATINUM_VOLCANOES_GEAR_AVATAR, PLATINUM_ALIEN_SAUCER_GEAR_AVATAR, PLATINUM_SUMMER_DESTINATION_GEAR_AVATAR, PLATINUM_SEA_URCHIN_GEAR_AVATAR, PLATINUM_PIP_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_329	MISC_AVATARS	PLATINUM_UNLIKELY_PALS_GEAR_AVATAR, PLATINUM_WEEBO_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_330	MISC_AVATARS	PLATINUM_NOTRE_DAME_GARGOYLES_GEAR_AVATAR, PLATINUM_WALK_LIKE_AN_ELEPHANT_GEAR_AVATAR, PLATINUM_PUDGE_GEAR_AVATAR, PLATINUM_TINY_THE_TREX_GEAR_AVATAR, PLATINUM_BUSTER_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_331	MISC_AVATARS	PLATINUM_KAKAMORA_GEAR_AVATAR, PLATINUM_BEANSTALK_GEAR_AVATAR, PLATINUM_DUCKCYCLE_GEAR_AVATAR, PLATINUM_TELEPHONE_GEAR_AVATAR, PLATINUM_PUA_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_332	MISC_AVATARS	PLATINUM_TOUGH_CHOICE_GEAR_AVATAR, PLATINUM_KING_OWL_GEAR_AVATAR, PLATINUM_TITLE_TRADING_GEAR_AVATAR, PLATINUM_PERRY_GEAR_AVATAR, PLATINUM_FREE_RIDE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_333	MISC_AVATARS	PLATINUM_TEA_TIME_GEAR_AVATAR, PLATINUM_EVIL_KERMIT_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_334	MISC_AVATARS	PLATINUM_CONSCIENCE_GEAR_AVATAR, PLATINUM_IMAGINARY_CHEF_GEAR_AVATAR, PLATINUM_CHEESY_HIDEOUT_GEAR_AVATAR, PLATINUM_WHAT_A_VIEW_GEAR_AVATAR, PLATINUM_STORYBOOK_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_335	MISC_AVATARS	PLATINUM_MARIGOLD_PETAL_GEAR_AVATAR, PLATINUM_KREBBS_GEAR_AVATAR, PLATINUM_RIVERBEND_GEAR_AVATAR, PLATINUM_OWL_CREST_GEAR_AVATAR, PLATINUM_JOANNAS_EGG_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_336	MISC_AVATARS	PLATINUM_FISH_SCHOOL_GEAR_AVATAR, PLATINUM_MIM_COTTAGE_GEAR_AVATAR, PLATINUM_ARCHIMEDES_GEAR_AVATAR, PLATINUM_HIGHER_FOR_HIRE_GEAR_AVATAR, PLATINUM_WILDCAT_HOUSEBOAT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_337	MISC_AVATARS	PLATINUM_SCAREDY_ELEPHANT_GEAR_AVATAR, PLATINUM_QUITE_A_JUNGLE_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_338	MISC_AVATARS	PLATINUM_PREHISTORIC_RODENTS_GEAR_AVATAR, PLATINUM_PET_COLLECTOR_GEAR_AVATAR, PLATINUM_COFFEE_VOID_GEAR_AVATAR, PLATINUM_SCREENSLAVER_GEAR_AVATAR, PLATINUM_CAVE_DRAWING_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_339	MISC_AVATARS	PLATINUM_SUNKEN_SHIP_GEAR_AVATAR, PLATINUM_GOOFBALL_ISLAND_GEAR_AVATAR, PLATINUM_FRIENDSHIP_ISLAND_GEAR_AVATAR, PLATINUM_HOCKEY_ISLAND_GEAR_AVATAR, PLATINUM_I_WIN_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_340	MISC_AVATARS	PLATINUM_FAMILY_ISLAND_GEAR_AVATAR, PLATINUM_MULTICOLORED_DRESS_GEAR_AVATAR, PLATINUM_IMAGINARY_BOYFRIEND_GEAR_AVATAR, PLATINUM_HONESTY_ISLAND_GEAR_AVATAR, PLATINUM_EYE_OF_FATES_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_341	MISC_AVATARS	PLATINUM_PEEPHOLE_GEAR_AVATAR, PLATINUM_BEADS_OF_JADE_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_342	MISC_AVATARS	PLATINUM_WOODEN_BEAR_GEAR_AVATAR, PLATINUM_MAD_PURSUIT_GEAR_AVATAR, PLATINUM_WARNING_CLOCK_GEAR_AVATAR, PLATINUM_SQUEAKER_SQUEAK_GEAR_AVATAR, PLATINUM_BEAGLE_BOYS_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_343	MISC_AVATARS	PLATINUM_TRAVELERS_KIT_GEAR_AVATAR, PLATINUM_MOON_OVER_LONDON_GEAR_AVATAR, PLATINUM_FLOWER_CROWN_GEAR_AVATAR, PLATINUM_FOREST_TREK_GEAR_AVATAR, PLATINUM_MAP_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_344	MISC_AVATARS	PLATINUM_FOOT_TREE_GEAR_AVATAR, PLATINUM_NECKLACE_GEAR_AVATAR, PLATINUM_ONLOOKERS_GEAR_AVATAR, PLATINUM_WARDROBE_GEAR_AVATAR, PLATINUM_LAMPPOST_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_345	MISC_AVATARS	PLATINUM_GNOME_RAINBOW_GEAR_AVATAR, PLATINUM_TARZAN_PARROTS_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_346	MISC_AVATARS	PLATINUM_GARGOYLE_DRAWINGS_GEAR_AVATAR, PLATINUM_WATER_HORSE_GEAR_AVATAR, PLATINUM_TARGET_DUMMY_GEAR_AVATAR, PLATINUM_GREEK_GARDEN_GEAR_AVATAR, PLATINUM_HERCULES_STATUE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_347	MISC_AVATARS	PLATINUM_MYSTERIOUS_MAILBOX_GEAR_AVATAR, PLATINUM_MR_BIMBO_GEAR_AVATAR, PLATINUM_INTERDIMENSIONAL_RIFT_GEAR_AVATAR, PLATINUM_SNOWY_VILLAGE_GEAR_AVATAR, PLATINUM_MO_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_348	MISC_AVATARS	PLATINUM_UNPLEASANT_UNICORN_GEAR_AVATAR, PLATINUM_BLAZEY_GEAR_AVATAR, PLATINUM_DOUBLE_MOONS_GEAR_AVATAR, PLATINUM_GUMMI_GLEN_GEAR_AVATAR, PLATINUM_GUMMISCOPE_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_349	MISC_AVATARS	PLATINUM_GREAT_BOOK_OF_GUMMI_GEAR_AVATAR, PLATINUM_NEWS_FLASH_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_350	MISC_AVATARS	PLATINUM_ALWAYS_A_CRITIC_GEAR_AVATAR, PLATINUM_HIT_THE_LIGHTS_GEAR_AVATAR, PLATINUM_OLD_RUSTY_GEAR_AVATAR, PLATINUM_CINNAMON_ROLL_GEAR_AVATAR, PLATINUM_BADGE_OF_BONDING_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_351	MISC_AVATARS	PLATINUM_KINDERGARTENERS_GEAR_AVATAR, PLATINUM_STUNNING_SYMPHONY_GEAR_AVATAR, PLATINUM_YOUNG_LOVE_GEAR_AVATAR, PLATINUM_WHEN_WHALES_FLY_GEAR_AVATAR, PLATINUM_GALILEO_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_352	MISC_AVATARS	PLATINUM_GOOD_BAD_GUY_GEAR_AVATAR, PLATINUM_ROAD_FLARE_GEAR_AVATAR, PLATINUM_ONE_JUMP_AHEAD_GEAR_AVATAR, PLATINUM_MANLY_URGES_GEAR_AVATAR, PLATINUM_ZE_DIRT_GEAR_AVATAR	500	25 BADGE_CHEST_1X
BADGE_AVATARS_353	MISC_AVATARS	PLATINUM_JOLLY_ROGER_FLAG_GEAR_AVATAR, PLATINUM_GUMBO_POT_GEAR_AVATAR	200	10 BADGE_CHEST_1X
BADGE_AVATARS_354	MISC_AVATARS	PLATINUM_MIGHTY_EAGLE_GEAR_AVATAR, PLATINUM_POOR_OLIVER_GEAR_AVATAR, PLATINUM_RUTT_AND_TUKE_GEAR_AVATAR, PLATINUM_FRESH_CATCH_GEAR_AVATAR, PLATINUM_CAPTAIN_FLINTS_PORTAL_GEAR_AVATAR	500	25 BADGE_CHEST_1X
