	CATEGORY	RARITY
DISGUST_WHITE_AVATAR	SKILL_AVATAR	COMMON
DISGUST_GREEN_AVATAR	SKILL_AVATAR	COMMON
DISGUST_BLUE_AVATAR	SKILL_AVATAR	COMMON
DISGUST_PURPLE_AVATAR	SKILL_AVATAR	COMMON
DISGUST_RED_AVATAR	SKILL_AVATAR	RARE
BUNSEN_AND_BEAKER_BASE_AVATAR	HERO_AVATAR	UNCOMMON
BUNSEN_AND_BEAKER_WHITE_AVATAR	SKILL_AVATAR	COMMON
BUNSEN_AND_BEAKER_GREEN_AVATAR	SKILL_AVATAR	COMMON
BUNSEN_AND_BEAKER_BLUE_AVATAR	SKILL_AVATAR	COMMON
BUNSEN_AND_BEAKER_PURPLE_AVATAR	SKILL_AVATAR	COMMON
BUNSEN_AND_BEAKER_RED_AVATAR	SKILL_AVATAR	RARE
SADNESS_SMILE	DISNEY_EMOJI	COMMON
SADNESS_EXCITE	DISNEY_EMOJI	COMMON
SADNESS_GROSS	DISNEY_EMOJI	RARE
SADNESS_LOVE	DISNEY_EMOJI	UNCOMMON
SADNESS_POWER	DISNEY_EMOJI	LEGENDARY
SADNESS_SCARED	DISNEY_EMOJI	UNCOMMON
SADNESS_SLEEP	DISNEY_EMOJI	RARE
SADNESS_SURPRISE	DISNEY_EMOJI	UNCOMMON
SADNESS_SMILE_AVATAR	EMOJI_AVATAR	LEGENDARY
DISGUST_SMILE	DISNEY_EMOJI	COMMON
DISGUST_EXCITE	DISNEY_EMOJI	COMMON
DISGUST_GROSS	DISNEY_EMOJI	RARE
DISGUST_LOVE	DISNEY_EMOJI	UNCOMMON
DISGUST_POWER	DISNEY_EMOJI	LEGENDARY
DISGUST_SCARED	DISNEY_EMOJI	UNCOMMON
DISGUST_SLEEP	DISNEY_EMOJI	RARE
DISGUST_SURPRISE	DISNEY_EMOJI	UNCOMMON
DISGUST_SMILE_AVATAR	EMOJI_AVATAR	LEGENDARY
FEAR_SMILE	DISNEY_EMOJI	COMMON
FEAR_EXCITE	DISNEY_EMOJI	COMMON
FEAR_GROSS	DISNEY_EMOJI	RARE
FEAR_LOVE	DISNEY_EMOJI	UNCOMMON
FEAR_POWER	DISNEY_EMOJI	LEGENDARY
FEAR_SCARED	DISNEY_EMOJI	UNCOMMON
FEAR_SLEEP	DISNEY_EMOJI	RARE
FEAR_SURPRISE	DISNEY_EMOJI	UNCOMMON
FEAR_SMILE_AVATAR	EMOJI_AVATAR	LEGENDARY
MANTICORE_BASE_AVATAR	HERO_AVATAR	UNCOMMON
MANTICORE_WHITE_AVATAR	SKILL_AVATAR	COMMON
MANTICORE_GREEN_AVATAR	SKILL_AVATAR	COMMON
MANTICORE_BLUE_AVATAR	SKILL_AVATAR	COMMON
MANTICORE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MANTICORE_RED_AVATAR	SKILL_AVATAR	RARE
HAMM_BASE_AVATAR	HERO_AVATAR	UNCOMMON
HAMM_WHITE_AVATAR	SKILL_AVATAR	COMMON
HAMM_GREEN_AVATAR	SKILL_AVATAR	COMMON
HAMM_BLUE_AVATAR	SKILL_AVATAR	COMMON
HAMM_PURPLE_AVATAR	SKILL_AVATAR	COMMON
HAMM_RED_AVATAR	SKILL_AVATAR	RARE
FEAR_BASE_AVATAR	HERO_AVATAR	UNCOMMON
FEAR_WHITE_AVATAR	SKILL_AVATAR	COMMON
FEAR_GREEN_AVATAR	SKILL_AVATAR	COMMON
FEAR_BLUE_AVATAR	SKILL_AVATAR	COMMON
FEAR_PURPLE_AVATAR	SKILL_AVATAR	COMMON
FEAR_RED_AVATAR	SKILL_AVATAR	RARE
KRONK_BASE_AVATAR	HERO_AVATAR	UNCOMMON
KRONK_WHITE_AVATAR	SKILL_AVATAR	COMMON
KRONK_GREEN_AVATAR	SKILL_AVATAR	COMMON
KRONK_BLUE_AVATAR	SKILL_AVATAR	COMMON
KRONK_PURPLE_AVATAR	SKILL_AVATAR	COMMON
KRONK_RED_AVATAR	SKILL_AVATAR	RARE
JIM_HAWKINS_BASE_AVATAR	HERO_AVATAR	UNCOMMON
JIM_HAWKINS_WHITE_AVATAR	SKILL_AVATAR	COMMON
JIM_HAWKINS_GREEN_AVATAR	SKILL_AVATAR	COMMON
JIM_HAWKINS_BLUE_AVATAR	SKILL_AVATAR	COMMON
JIM_HAWKINS_PURPLE_AVATAR	SKILL_AVATAR	COMMON
JIM_HAWKINS_RED_AVATAR	SKILL_AVATAR	RARE
JOHN_SILVER_BASE_AVATAR	HERO_AVATAR	UNCOMMON
JOHN_SILVER_WHITE_AVATAR	SKILL_AVATAR	COMMON
JOHN_SILVER_GREEN_AVATAR	SKILL_AVATAR	COMMON
JOHN_SILVER_BLUE_AVATAR	SKILL_AVATAR	COMMON
JOHN_SILVER_PURPLE_AVATAR	SKILL_AVATAR	COMMON
JOHN_SILVER_RED_AVATAR	SKILL_AVATAR	RARE
SWEDISH_CHEF_BASE_AVATAR	HERO_AVATAR	UNCOMMON
SWEDISH_CHEF_WHITE_AVATAR	SKILL_AVATAR	COMMON
SWEDISH_CHEF_GREEN_AVATAR	SKILL_AVATAR	COMMON
SWEDISH_CHEF_BLUE_AVATAR	SKILL_AVATAR	COMMON
SWEDISH_CHEF_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SWEDISH_CHEF_RED_AVATAR	SKILL_AVATAR	RARE
HONEY_LEMON_BASE_AVATAR	HERO_AVATAR	UNCOMMON
HONEY_LEMON_WHITE_AVATAR	SKILL_AVATAR	COMMON
HONEY_LEMON_GREEN_AVATAR	SKILL_AVATAR	COMMON
HONEY_LEMON_BLUE_AVATAR	SKILL_AVATAR	COMMON
HONEY_LEMON_PURPLE_AVATAR	SKILL_AVATAR	COMMON
HONEY_LEMON_RED_AVATAR	SKILL_AVATAR	RARE
KERMIT_BASE_AVATAR	HERO_AVATAR	UNCOMMON
KERMIT_WHITE_AVATAR	SKILL_AVATAR	COMMON
KERMIT_GREEN_AVATAR	SKILL_AVATAR	COMMON
KERMIT_BLUE_AVATAR	SKILL_AVATAR	COMMON
KERMIT_PURPLE_AVATAR	SKILL_AVATAR	COMMON
KERMIT_RED_AVATAR	SKILL_AVATAR	RARE
CLAWHAUSER_BASE_AVATAR	HERO_AVATAR	UNCOMMON
CLAWHAUSER_WHITE_AVATAR	SKILL_AVATAR	COMMON
CLAWHAUSER_GREEN_AVATAR	SKILL_AVATAR	COMMON
CLAWHAUSER_BLUE_AVATAR	SKILL_AVATAR	COMMON
CLAWHAUSER_PURPLE_AVATAR	SKILL_AVATAR	COMMON
CLAWHAUSER_RED_AVATAR	SKILL_AVATAR	RARE
CLAWHAUSER_SMILE	DISNEY_EMOJI	COMMON
CLAWHAUSER_EXCITE	DISNEY_EMOJI	COMMON
CLAWHAUSER_GROSS	DISNEY_EMOJI	RARE
CLAWHAUSER_LOVE	DISNEY_EMOJI	UNCOMMON
CLAWHAUSER_SCARED	DISNEY_EMOJI	UNCOMMON
CLAWHAUSER_SURPRISE	DISNEY_EMOJI	UNCOMMON
CLAWHAUSER_SMILE_AVATAR	EMOJI_AVATAR	LEGENDARY
DR_DRAKKEN_BASE_AVATAR	HERO_AVATAR	UNCOMMON
DR_DRAKKEN_WHITE_AVATAR	SKILL_AVATAR	COMMON
DR_DRAKKEN_GREEN_AVATAR	SKILL_AVATAR	COMMON
DR_DRAKKEN_BLUE_AVATAR	SKILL_AVATAR	COMMON
DR_DRAKKEN_PURPLE_AVATAR	SKILL_AVATAR	COMMON
DR_DRAKKEN_RED_AVATAR	SKILL_AVATAR	RARE
WASABI_BASE_AVATAR	HERO_AVATAR	UNCOMMON
WASABI_WHITE_AVATAR	SKILL_AVATAR	COMMON
WASABI_GREEN_AVATAR	SKILL_AVATAR	COMMON
WASABI_BLUE_AVATAR	SKILL_AVATAR	COMMON
WASABI_PURPLE_AVATAR	SKILL_AVATAR	COMMON
WASABI_RED_AVATAR	SKILL_AVATAR	RARE
WASABI_SMILE	DISNEY_EMOJI	COMMON
WASABI_SMILE_AVATAR	EMOJI_AVATAR	LEGENDARY
ROCKETEER_BASE_AVATAR	HERO_AVATAR	UNCOMMON
ROCKETEER_WHITE_AVATAR	SKILL_AVATAR	COMMON
ROCKETEER_GREEN_AVATAR	SKILL_AVATAR	COMMON
ROCKETEER_BLUE_AVATAR	SKILL_AVATAR	COMMON
ROCKETEER_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ROCKETEER_RED_AVATAR	SKILL_AVATAR	RARE
MR_BIG_AND_KOSLOV_BASE_AVATAR	HERO_AVATAR	UNCOMMON
MR_BIG_AND_KOSLOV_WHITE_AVATAR	SKILL_AVATAR	COMMON
MR_BIG_AND_KOSLOV_GREEN_AVATAR	SKILL_AVATAR	COMMON
MR_BIG_AND_KOSLOV_BLUE_AVATAR	SKILL_AVATAR	COMMON
MR_BIG_AND_KOSLOV_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MR_BIG_AND_KOSLOV_RED_AVATAR	SKILL_AVATAR	RARE
MR_BIG_AND_KOSLOV_SMILE_AVATAR	EMOJI_AVATAR	LEGENDARY
MR_BIG_AND_KOSLOV_SMILE	DISNEY_EMOJI	COMMON
MR_BIG_AND_KOSLOV_EXCITE	DISNEY_EMOJI	COMMON
MR_BIG_AND_KOSLOV_GROSS	DISNEY_EMOJI	RARE
MR_BIG_AND_KOSLOV_SCARED	DISNEY_EMOJI	UNCOMMON
MR_BIG_AND_KOSLOV_SURPRISE	DISNEY_EMOJI	UNCOMMON
KOSLOV_SMILE_AVATAR	EMOJI_AVATAR	LEGENDARY
KOSLOV_SMILE	DISNEY_EMOJI	COMMON
KOSLOV_EXCITE	DISNEY_EMOJI	COMMON
KOSLOV_GROSS	DISNEY_EMOJI	RARE
KOSLOV_LOVE	DISNEY_EMOJI	UNCOMMON
KOSLOV_SCARED	DISNEY_EMOJI	UNCOMMON
KOSLOV_SURPRISE	DISNEY_EMOJI	UNCOMMON
DEMONA_BASE_AVATAR	HERO_AVATAR	UNCOMMON
DEMONA_WHITE_AVATAR	SKILL_AVATAR	COMMON
DEMONA_GREEN_AVATAR	SKILL_AVATAR	COMMON
DEMONA_BLUE_AVATAR	SKILL_AVATAR	COMMON
DEMONA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
DEMONA_RED_AVATAR	SKILL_AVATAR	RARE
BARLEY_LIGHTFOOT_BASE_AVATAR	HERO_AVATAR	UNCOMMON
BARLEY_LIGHTFOOT_WHITE_AVATAR	SKILL_AVATAR	COMMON
BARLEY_LIGHTFOOT_GREEN_AVATAR	SKILL_AVATAR	COMMON
BARLEY_LIGHTFOOT_BLUE_AVATAR	SKILL_AVATAR	COMMON
BARLEY_LIGHTFOOT_PURPLE_AVATAR	SKILL_AVATAR	COMMON
BARLEY_LIGHTFOOT_RED_AVATAR	SKILL_AVATAR	RARE
FAIRY_GODMOTHER_BASE_AVATAR	HERO_AVATAR	UNCOMMON
FAIRY_GODMOTHER_WHITE_AVATAR	SKILL_AVATAR	COMMON
FAIRY_GODMOTHER_GREEN_AVATAR	SKILL_AVATAR	COMMON
FAIRY_GODMOTHER_BLUE_AVATAR	SKILL_AVATAR	COMMON
FAIRY_GODMOTHER_PURPLE_AVATAR	SKILL_AVATAR	COMMON
FAIRY_GODMOTHER_RED_AVATAR	SKILL_AVATAR	RARE
POCAHONTAS_BASE_AVATAR	HERO_AVATAR	UNCOMMON
POCAHONTAS_WHITE_AVATAR	SKILL_AVATAR	COMMON
POCAHONTAS_GREEN_AVATAR	SKILL_AVATAR	COMMON
POCAHONTAS_BLUE_AVATAR	SKILL_AVATAR	COMMON
POCAHONTAS_PURPLE_AVATAR	SKILL_AVATAR	COMMON
POCAHONTAS_RED_AVATAR	SKILL_AVATAR	RARE
FOZZIE_BASE_AVATAR	HERO_AVATAR	UNCOMMON
FOZZIE_WHITE_AVATAR	SKILL_AVATAR	COMMON
FOZZIE_GREEN_AVATAR	SKILL_AVATAR	COMMON
FOZZIE_BLUE_AVATAR	SKILL_AVATAR	COMMON
FOZZIE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
FOZZIE_RED_AVATAR	SKILL_AVATAR	RARE
CARL_BASE_AVATAR	HERO_AVATAR	UNCOMMON
CARL_WHITE_AVATAR	SKILL_AVATAR	COMMON
CARL_GREEN_AVATAR	SKILL_AVATAR	COMMON
CARL_BLUE_AVATAR	SKILL_AVATAR	COMMON
CARL_PURPLE_AVATAR	SKILL_AVATAR	COMMON
CARL_RED_AVATAR	SKILL_AVATAR	RARE
RUSSELL_AND_KEVIN_BASE_AVATAR	HERO_AVATAR	UNCOMMON
RUSSELL_AND_KEVIN_WHITE_AVATAR	SKILL_AVATAR	COMMON
RUSSELL_AND_KEVIN_GREEN_AVATAR	SKILL_AVATAR	COMMON
RUSSELL_AND_KEVIN_BLUE_AVATAR	SKILL_AVATAR	COMMON
RUSSELL_AND_KEVIN_PURPLE_AVATAR	SKILL_AVATAR	COMMON
RUSSELL_AND_KEVIN_RED_AVATAR	SKILL_AVATAR	RARE
ESMERALDA_BASE_AVATAR	HERO_AVATAR	UNCOMMON
ESMERALDA_WHITE_AVATAR	SKILL_AVATAR	COMMON
ESMERALDA_GREEN_AVATAR	SKILL_AVATAR	COMMON
ESMERALDA_BLUE_AVATAR	SKILL_AVATAR	COMMON
ESMERALDA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ESMERALDA_RED_AVATAR	SKILL_AVATAR	RARE
SHERIFF_OF_NOTTINGHAM_BASE_AVATAR	HERO_AVATAR	UNCOMMON
SHERIFF_OF_NOTTINGHAM_WHITE_AVATAR	SKILL_AVATAR	COMMON
SHERIFF_OF_NOTTINGHAM_GREEN_AVATAR	SKILL_AVATAR	COMMON
SHERIFF_OF_NOTTINGHAM_BLUE_AVATAR	SKILL_AVATAR	COMMON
SHERIFF_OF_NOTTINGHAM_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SHERIFF_OF_NOTTINGHAM_RED_AVATAR	SKILL_AVATAR	RARE
SHEGO_BASE_AVATAR	HERO_AVATAR	UNCOMMON
SHEGO_WHITE_AVATAR	SKILL_AVATAR	COMMON
SHEGO_GREEN_AVATAR	SKILL_AVATAR	COMMON
SHEGO_BLUE_AVATAR	SKILL_AVATAR	COMMON
SHEGO_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SHEGO_RED_AVATAR	SKILL_AVATAR	RARE
RON_STOPPABLE_BASE_AVATAR	HERO_AVATAR	UNCOMMON
RON_STOPPABLE_WHITE_AVATAR	SKILL_AVATAR	COMMON
RON_STOPPABLE_GREEN_AVATAR	SKILL_AVATAR	COMMON
RON_STOPPABLE_BLUE_AVATAR	SKILL_AVATAR	COMMON
RON_STOPPABLE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
RON_STOPPABLE_RED_AVATAR	SKILL_AVATAR	RARE
QUACKERJACK_BASE_AVATAR	HERO_AVATAR	UNCOMMON
QUACKERJACK_WHITE_AVATAR	SKILL_AVATAR	COMMON
QUACKERJACK_GREEN_AVATAR	SKILL_AVATAR	COMMON
QUACKERJACK_BLUE_AVATAR	SKILL_AVATAR	COMMON
QUACKERJACK_PURPLE_AVATAR	SKILL_AVATAR	COMMON
QUACKERJACK_RED_AVATAR	SKILL_AVATAR	RARE
GO_GO_BASE_AVATAR	HERO_AVATAR	UNCOMMON
GO_GO_WHITE_AVATAR	SKILL_AVATAR	COMMON
GO_GO_GREEN_AVATAR	SKILL_AVATAR	COMMON
GO_GO_BLUE_AVATAR	SKILL_AVATAR	COMMON
GO_GO_PURPLE_AVATAR	SKILL_AVATAR	COMMON
GO_GO_RED_AVATAR	SKILL_AVATAR	RARE
GADGET_HACKWRENCH_BASE_AVATAR	HERO_AVATAR	UNCOMMON
GADGET_HACKWRENCH_WHITE_AVATAR	SKILL_AVATAR	COMMON
GADGET_HACKWRENCH_GREEN_AVATAR	SKILL_AVATAR	COMMON
GADGET_HACKWRENCH_BLUE_AVATAR	SKILL_AVATAR	COMMON
GADGET_HACKWRENCH_PURPLE_AVATAR	SKILL_AVATAR	COMMON
GADGET_HACKWRENCH_RED_AVATAR	SKILL_AVATAR	RARE
VINNY_SANTORINI_BASE_AVATAR	HERO_AVATAR	UNCOMMON
VINNY_SANTORINI_WHITE_AVATAR	SKILL_AVATAR	COMMON
VINNY_SANTORINI_GREEN_AVATAR	SKILL_AVATAR	COMMON
VINNY_SANTORINI_BLUE_AVATAR	SKILL_AVATAR	COMMON
VINNY_SANTORINI_PURPLE_AVATAR	SKILL_AVATAR	COMMON
VINNY_SANTORINI_RED_AVATAR	SKILL_AVATAR	RARE
FRED_FREDERICKSON_BASE_AVATAR	HERO_AVATAR	UNCOMMON
FRED_FREDERICKSON_WHITE_AVATAR	SKILL_AVATAR	COMMON
FRED_FREDERICKSON_GREEN_AVATAR	SKILL_AVATAR	COMMON
FRED_FREDERICKSON_BLUE_AVATAR	SKILL_AVATAR	COMMON
FRED_FREDERICKSON_PURPLE_AVATAR	SKILL_AVATAR	COMMON
FRED_FREDERICKSON_RED_AVATAR	SKILL_AVATAR	RARE
CHIP_AND_DALE_BASE_AVATAR	HERO_AVATAR	UNCOMMON
CHIP_AND_DALE_WHITE_AVATAR	SKILL_AVATAR	COMMON
CHIP_AND_DALE_GREEN_AVATAR	SKILL_AVATAR	COMMON
CHIP_AND_DALE_BLUE_AVATAR	SKILL_AVATAR	COMMON
CHIP_AND_DALE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
CHIP_AND_DALE_RED_AVATAR	SKILL_AVATAR	RARE
HELGA_BASE_AVATAR	HERO_AVATAR	UNCOMMON
HELGA_WHITE_AVATAR	SKILL_AVATAR	COMMON
HELGA_GREEN_AVATAR	SKILL_AVATAR	COMMON
HELGA_BLUE_AVATAR	SKILL_AVATAR	COMMON
HELGA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
HELGA_RED_AVATAR	SKILL_AVATAR	RARE
BOLT_BASE_AVATAR	HERO_AVATAR	UNCOMMON
BOLT_WHITE_AVATAR	SKILL_AVATAR	COMMON
BOLT_GREEN_AVATAR	SKILL_AVATAR	COMMON
BOLT_BLUE_AVATAR	SKILL_AVATAR	COMMON
BOLT_PURPLE_AVATAR	SKILL_AVATAR	COMMON
BOLT_RED_AVATAR	SKILL_AVATAR	RARE
LILO_BASE_AVATAR	HERO_AVATAR	UNCOMMON
LILO_WHITE_AVATAR	SKILL_AVATAR	COMMON
LILO_GREEN_AVATAR	SKILL_AVATAR	COMMON
LILO_BLUE_AVATAR	SKILL_AVATAR	COMMON
LILO_PURPLE_AVATAR	SKILL_AVATAR	COMMON
LILO_RED_AVATAR	SKILL_AVATAR	RARE
LILO_SMILE_AVATAR	EMOJI_AVATAR	LEGENDARY
LILO_SMILE	DISNEY_EMOJI	COMMON
LILO_EXCITE	DISNEY_EMOJI	COMMON
LILO_GROSS	DISNEY_EMOJI	RARE
LILO_LOVE	DISNEY_EMOJI	UNCOMMON
LILO_SCARED	DISNEY_EMOJI	UNCOMMON
LILO_SURPRISE	DISNEY_EMOJI	UNCOMMON
LILO_POWER	DISNEY_EMOJI	LEGENDARY
LILO_SLEEP	DISNEY_EMOJI	RARE
ARIEL_BASE_AVATAR	HERO_AVATAR	UNCOMMON
ARIEL_WHITE_AVATAR	SKILL_AVATAR	COMMON
ARIEL_GREEN_AVATAR	SKILL_AVATAR	COMMON
ARIEL_BLUE_AVATAR	SKILL_AVATAR	COMMON
ARIEL_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ARIEL_RED_AVATAR	SKILL_AVATAR	RARE
PHIL_BASE_AVATAR	HERO_AVATAR	UNCOMMON
PHIL_WHITE_AVATAR	SKILL_AVATAR	COMMON
PHIL_GREEN_AVATAR	SKILL_AVATAR	COMMON
PHIL_BLUE_AVATAR	SKILL_AVATAR	COMMON
PHIL_PURPLE_AVATAR	SKILL_AVATAR	COMMON
PHIL_RED_AVATAR	SKILL_AVATAR	RARE
ZEUS_BASE_AVATAR	HERO_AVATAR	UNCOMMON
ZEUS_WHITE_AVATAR	SKILL_AVATAR	COMMON
ZEUS_GREEN_AVATAR	SKILL_AVATAR	COMMON
ZEUS_BLUE_AVATAR	SKILL_AVATAR	COMMON
ZEUS_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ZEUS_RED_AVATAR	SKILL_AVATAR	RARE
MARY_SANDERSON_BASE_AVATAR	HERO_AVATAR	UNCOMMON
MARY_SANDERSON_WHITE_AVATAR	SKILL_AVATAR	COMMON
MARY_SANDERSON_GREEN_AVATAR	SKILL_AVATAR	COMMON
MARY_SANDERSON_BLUE_AVATAR	SKILL_AVATAR	COMMON
MARY_SANDERSON_PURPLE_AVATAR	SKILL_AVATAR	COMMON
MARY_SANDERSON_RED_AVATAR	SKILL_AVATAR	RARE
WINIFRED_SANDERSON_BASE_AVATAR	HERO_AVATAR	UNCOMMON
WINIFRED_SANDERSON_WHITE_AVATAR	SKILL_AVATAR	COMMON
WINIFRED_SANDERSON_GREEN_AVATAR	SKILL_AVATAR	COMMON
WINIFRED_SANDERSON_BLUE_AVATAR	SKILL_AVATAR	COMMON
WINIFRED_SANDERSON_PURPLE_AVATAR	SKILL_AVATAR	COMMON
WINIFRED_SANDERSON_RED_AVATAR	SKILL_AVATAR	RARE
SARAH_SANDERSON_BASE_AVATAR	HERO_AVATAR	UNCOMMON
SARAH_SANDERSON_WHITE_AVATAR	SKILL_AVATAR	COMMON
SARAH_SANDERSON_GREEN_AVATAR	SKILL_AVATAR	COMMON
SARAH_SANDERSON_BLUE_AVATAR	SKILL_AVATAR	COMMON
SARAH_SANDERSON_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SARAH_SANDERSON_RED_AVATAR	SKILL_AVATAR	RARE
KING_TRITON_BASE_AVATAR	HERO_AVATAR	UNCOMMON
KING_TRITON_WHITE_AVATAR	SKILL_AVATAR	COMMON
KING_TRITON_GREEN_AVATAR	SKILL_AVATAR	COMMON
KING_TRITON_BLUE_AVATAR	SKILL_AVATAR	COMMON
KING_TRITON_PURPLE_AVATAR	SKILL_AVATAR	COMMON
KING_TRITON_RED_AVATAR	SKILL_AVATAR	RARE
RAYA_BASE_AVATAR	HERO_AVATAR	UNCOMMON
RAYA_WHITE_AVATAR	SKILL_AVATAR	COMMON
RAYA_GREEN_AVATAR	SKILL_AVATAR	COMMON
RAYA_BLUE_AVATAR	SKILL_AVATAR	COMMON
RAYA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
RAYA_RED_AVATAR	SKILL_AVATAR	RARE
SISU_BASE_AVATAR	HERO_AVATAR	UNCOMMON
SISU_WHITE_AVATAR	SKILL_AVATAR	COMMON
SISU_GREEN_AVATAR	SKILL_AVATAR	COMMON
SISU_BLUE_AVATAR	SKILL_AVATAR	COMMON
SISU_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SISU_RED_AVATAR	SKILL_AVATAR	RARE
ANNA_BASE_AVATAR	HERO_AVATAR	UNCOMMON
ANNA_WHITE_AVATAR	SKILL_AVATAR	COMMON
ANNA_GREEN_AVATAR	SKILL_AVATAR	COMMON
ANNA_BLUE_AVATAR	SKILL_AVATAR	COMMON
ANNA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
ANNA_RED_AVATAR	SKILL_AVATAR	RARE
ANNA_SMILE_AVATAR	EMOJI_AVATAR	LEGENDARY
ANNA_SMILE	DISNEY_EMOJI	COMMON
ANNA_EXCITE	DISNEY_EMOJI	COMMON
ANNA_SCARED	DISNEY_EMOJI	UNCOMMON
ANNA_SURPRISE	DISNEY_EMOJI	UNCOMMON
ANNA_POWER	DISNEY_EMOJI	LEGENDARY
ANNA_SLEEP	DISNEY_EMOJI	RARE
HOPPER_BASE_AVATAR	HERO_AVATAR	UNCOMMON
HOPPER_WHITE_AVATAR	SKILL_AVATAR	COMMON
HOPPER_GREEN_AVATAR	SKILL_AVATAR	COMMON
HOPPER_BLUE_AVATAR	SKILL_AVATAR	COMMON
HOPPER_PURPLE_AVATAR	SKILL_AVATAR	COMMON
HOPPER_RED_AVATAR	SKILL_AVATAR	RARE
FLIK_BASE_AVATAR	HERO_AVATAR	UNCOMMON
FLIK_WHITE_AVATAR	SKILL_AVATAR	COMMON
FLIK_GREEN_AVATAR	SKILL_AVATAR	COMMON
FLIK_BLUE_AVATAR	SKILL_AVATAR	COMMON
FLIK_PURPLE_AVATAR	SKILL_AVATAR	COMMON
FLIK_RED_AVATAR	SKILL_AVATAR	RARE
PETE_BASE_AVATAR	HERO_AVATAR	UNCOMMON
PETE_WHITE_AVATAR	SKILL_AVATAR	COMMON
PETE_GREEN_AVATAR	SKILL_AVATAR	COMMON
PETE_BLUE_AVATAR	SKILL_AVATAR	COMMON
PETE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
PETE_RED_AVATAR	SKILL_AVATAR	RARE
KAA_BASE_AVATAR	HERO_AVATAR	UNCOMMON
KAA_WHITE_AVATAR	SKILL_AVATAR	COMMON
KAA_GREEN_AVATAR	SKILL_AVATAR	COMMON
KAA_BLUE_AVATAR	SKILL_AVATAR	COMMON
KAA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
KAA_RED_AVATAR	SKILL_AVATAR	RARE
BAGHEERA_BASE_AVATAR	HERO_AVATAR	UNCOMMON
BAGHEERA_WHITE_AVATAR	SKILL_AVATAR	COMMON
BAGHEERA_GREEN_AVATAR	SKILL_AVATAR	COMMON
BAGHEERA_BLUE_AVATAR	SKILL_AVATAR	COMMON
BAGHEERA_PURPLE_AVATAR	SKILL_AVATAR	COMMON
BAGHEERA_RED_AVATAR	SKILL_AVATAR	RARE
NAMAARI_BASE_AVATAR	HERO_AVATAR	UNCOMMON
NAMAARI_WHITE_AVATAR	SKILL_AVATAR	COMMON
NAMAARI_GREEN_AVATAR	SKILL_AVATAR	COMMON
NAMAARI_BLUE_AVATAR	SKILL_AVATAR	COMMON
NAMAARI_PURPLE_AVATAR	SKILL_AVATAR	COMMON
NAMAARI_RED_AVATAR	SKILL_AVATAR	RARE
THE_UNDERMINER_BASE_AVATAR	HERO_AVATAR	UNCOMMON
THE_UNDERMINER_WHITE_AVATAR	SKILL_AVATAR	COMMON
THE_UNDERMINER_GREEN_AVATAR	SKILL_AVATAR	COMMON
THE_UNDERMINER_BLUE_AVATAR	SKILL_AVATAR	COMMON
THE_UNDERMINER_PURPLE_AVATAR	SKILL_AVATAR	COMMON
THE_UNDERMINER_RED_AVATAR	SKILL_AVATAR	RARE
THE_HORNED_KING_BASE_AVATAR	HERO_AVATAR	UNCOMMON
THE_HORNED_KING_WHITE_AVATAR	SKILL_AVATAR	COMMON
THE_HORNED_KING_GREEN_AVATAR	SKILL_AVATAR	COMMON
THE_HORNED_KING_BLUE_AVATAR	SKILL_AVATAR	COMMON
THE_HORNED_KING_PURPLE_AVATAR	SKILL_AVATAR	COMMON
THE_HORNED_KING_RED_AVATAR	SKILL_AVATAR	RARE
SNOW_WHITE_BASE_AVATAR	HERO_AVATAR	UNCOMMON
SNOW_WHITE_WHITE_AVATAR	SKILL_AVATAR	COMMON
SNOW_WHITE_GREEN_AVATAR	SKILL_AVATAR	COMMON
SNOW_WHITE_BLUE_AVATAR	SKILL_AVATAR	COMMON
SNOW_WHITE_PURPLE_AVATAR	SKILL_AVATAR	COMMON
SNOW_WHITE_RED_AVATAR	SKILL_AVATAR	RARE
KUZCO_BASE_AVATAR	HERO_AVATAR	UNCOMMON
KUZCO_WHITE_AVATAR	SKILL_AVATAR	COMMON
KUZCO_GREEN_AVATAR	SKILL_AVATAR	COMMON
KUZCO_BLUE_AVATAR	SKILL_AVATAR	COMMON
KUZCO_PURPLE_AVATAR	SKILL_AVATAR	COMMON
KUZCO_RED_AVATAR	SKILL_AVATAR	RARE
